Keys,"Українська [ua-UA]"
Message_End_Quest_Travel_ShimmeringShallows_3,"Приходьте поглянути в мій магазин, якщо ви думаєте, що ви могли б використовувати його."
Message_End_Quest_Travel_Silverwick_1,"Ви прямуєте геть від спаленого трупа і подорожі до Сільвервік, яка проходить без жодних проблем."
Message_End_Quest_Travel_Silverwick_2,"Торговий шлях до Сільвервік знову відкритий, і вдячні жителі дали мені шикарний шолом, щоб ви спробували його в справі. Після оплати, звісно ж."
Message_End_Quest_Travel_Silverwick_3,"Зі мною зв'язалася значна кількість жителів села Каменепад, громади Саввас на сході."
Message_End_Quest_Travel_Silverwick_4,"Вони занепокоєні тим, що нещодавні події відбуваються через групу шахраїв - магів, які залишили свою спільноту з Wayward і думають, що ми маємо вирушити туди наступного разу."
Message_End_Quest_Travel_SouthShield_1,"Ось воно! Ми дісталися південно-західного краю королівства і тепер у мене є доступ до зброярів, які й дали Південний Щит його ім'я."
Message_End_Quest_Travel_Spitepeak_1,"Це має забезпечити повернення миру на землю."
Message_End_Quest_Travel_Spitepeak_2,"Можливо, на цілий день, якщо пощастить!"
Message_End_Quest_Travel_Spitepeak_3,"Я заскочив у вежу після того, як ви пішли, і підібрав цікавий посох, який хтось залишив. Можливо, вам він стане в пригоді?"
Message_End_Quest_Travel_StaybrightFort_1,"Світлий Форт Дуже великий і старий, тож я вирішив зазирнути туди і подивитися, які скарби приховують його льохи."
Message_End_Quest_Travel_StaybrightFort_2,"Виявляється, ця чортова штука сповнена нестабільної вибухівки. Цікаво... навіщо?!"
Message_End_Quest_Travel_StaybrightFort_3,"Мені вдалося витягнути кілька штук цілими й неушкодженими. Я не знаю, що ви будете з нею робити, але я б порадив вам викупити її до того, як вона вибухне."
Message_End_Quest_Travel_Summerwell_1,"Після відпочинку в печері та продовження подорожі до Літноводдя погода стала набагато м'якшою."
Message_End_Quest_Travel_Summerwell_2,"Жителі села у нестямі від радості, що пережите ними похолодання закінчилося. Хоча, їхні виноградники зруйновані..."
Message_End_Quest_Travel_Summerwell_3,"Один із жителів села надіслав мені на знак подяки багато прикрашений Кинджал. Можливо, вам це стане в пригоді?"
Message_End_Quest_Travel_Summerwell_4,"Мабуть, Саввас пішли в стародавній храм Сави в згаслому вулкані в горах. Ми повинні вирушити туди слідом."
Message_End_Quest_Travel_Sweetwater_1,"На щастя, Солодководдя - це не тільки каналізація, тож мені довелося покопатися, щойно жителі села очистили місто."
Message_End_Quest_Travel_Sweetwater_2,"Мені вдалося знайти в кущах міцний шолом. Тут смерділо гірше, ніж за столом культиста, але я не міг пройти повз."
Message_End_Quest_Travel_Sweetwater_3,"Очевидно, у нього був власник, але вона послизнулася на якійсь бродячій нечисті, що переслідує мене, тож я думаю, що це щасливий шолом. Він буде в моєму магазині, коли в тебе з'явиться можливість прикупити його."
Message_End_Quest_Travel_TempleOfTheAcorn_1,"Дякую тобі за те, що ти очистив храм від цих мерзенних псів! Наші послідовники скоро повернуться і знову зможуть працювати."
Message_End_Quest_Travel_TempleOfTheAcorn_2,"На знак нашої вдячності ми забезпечимо вашого торговця нашими сильними цілющими зіллями."
Message_End_Quest_Travel_TheBarrenCoast_1,"Тепер ми пов'язані з прибережними торговцями, а це значить, що в мене є доступ до товарів з-за моря. Дещо, що вас може зацікавити, - це класний крилатий шолом, приходьте подивитися!"
Message_End_Quest_Travel_TheBuriedTrenches_1,"Руїни стародавньої цивілізації, які щойно звільнилися від монстрів? Звичайно, я повернувся після того, як ви пішли, і вам краще радіти, що я це зробив."
Message_End_Quest_Travel_TheBuriedTrenches_2,"Я помітив пару шкарпеток біля резервуара і витягнув їх із якоїсь сумнівної рідини."
Message_End_Quest_Travel_TheBuriedTrenches_3,"Вони набагато важчі, ніж здаються, але все ще в пристойному стані. Важке означає корисне... вірно? Погляньте, коли зможете."
Message_End_Quest_Travel_TheCityOfSlate_1,"Першим предметом, відкопаним у місті, був амулет із цілющими властивостями, він зараз на складі. Ви ніколи не замислювалися, чому так багато трупів мають цілюще зілля у своїх кишенях?"
Message_End_Quest_Travel_TheCopperOasis_1,"Деякі місцеві Інокси постачають мені свої обтяжені сітки, можливо, ви знайдете їм застосування в бою... сіткам, а не тубільцям, хе-хе."
Message_End_Quest_Travel_TheDome_1,"Схоже історики знайшли схованку з малоприємними ритуальними ножами, які використовують культисти, я впевнений, що вони стануть у пригоді комусь на кшталт вас."
Message_End_Quest_Travel_TheEnclave_1,"Мер сказав, що в одного з його собак на шиї висів дивний амулет і поцікавився, чи не допоможе він Вам розібратися в тому, що сталося."
Message_End_Quest_Travel_TheEnclave_2,"Я ніколи не бачив його таким, як раніше, але він, здається, володіє деякими магічними властивостями, тож ви могли б використати його?"
Message_End_Quest_Travel_TheHermitage_1,"Він був доволі вибачливим і пообіцяв більше не займатися воскресінням, тому я переконав його змінити напрямок досліджень на алхімію. Хороша новина полягає в тому, що він уже почав постачати мені джерело потужніших зілля мани!"
Message_End_Quest_Travel_TheHole_1,"Храм вказує на два вогнища стихій в околицях, де стародавні Саваси встановлювали вівтарі для управління погодою."
Message_End_Quest_Travel_TheHole_2,"Цілком імовірно, що ви знайдете Саввас у цих місцях, а також там, де вони збирають свої кристали."
Message_End_Quest_Travel_TheHole_3,"Ми повинні вирушити в ці місця і відключити вівтарі. Я позначив місця на вашій карті."
Message_End_Quest_Travel_TheHole_4,"Одна з археологинь так зраділа зміні погоди, що надіслала мені стародавній ЩИТ, який вона розкопала минулого року. Він має вигляд у досить гарному стані!"
Message_End_Quest_Travel_ThePyre_1,"Схоже, що осквернення місця упокоєння нежиті було причиною появи привидів, і тепер вони були знову поховані, військові залишили невелику свиту охороняти фортецю."
Message_End_Quest_Travel_ThePyre_2,"Хороша новина для нас полягає в тому, що я знаю квартирмейстера, який може дістати нам кольчугу... тільки не кажи його командиру!"
Message_End_Quest_Travel_TheShiftingSands_1,"Я не міг встояти перед спокусою розкопок, повних рідкісних і стародавніх артефактів. Там було набагато більше, ніж вони тобі сказали, ну ти ж знаєш."
Message_End_Quest_Travel_TheShiftingSands_2,"Я натрапив на дуже ефектний плащ, але, надягаючи його, злетів у повітря. Мені знадобилося дві години, щоб спуститися... а тепер я навіть боюся сідати на коня!"
Message_End_Quest_Travel_TheShiftingSands_3,"Упевнений, що він зможе згодиться для чогось. І тепер він у моєму магазині - тільки будьте обережні, надягаючи його."
Message_End_Quest_Travel_TheSloshedSquirrel_1,"Господар був дуже задоволений, коли ви приїхали. Мабуть, у гостей скінчилися гроші, а вони накопичили значний рахунок!"
Message_End_Quest_Travel_TheSloshedSquirrel_2,"Він забезпечив мене деякими своїми особливими речами з підвалу. Це допоможе вам бити сильніше, якщо ви можете згадати, що саме ви повинні бити!"
Message_End_Quest_Travel_TheThorngate_1,"Після розмови з жителями села, здається, деякі з дітей увійшли в печеру і вкрали деякі магічні артефакти минулого тижня. Це був різновид помсти."
Message_End_Quest_Travel_TheThorngate_2,"І тому в помсту ти просто увійшов і вбив усіх бісів? Здається трохи суворо..."
Message_End_Quest_Travel_TheThorngate_3,"Тож, е-е, давайте рухатися далі... У мене тепер є кілька нових черевиків на складі!"
Message_End_Quest_Travel_Toadmoor_1,"Ви повідомляєте меру про свої знахідки - він у нестямі від радості, запрошує вас на ситний бенкет у свій маєток."
Message_End_Quest_Travel_Toadmoor_2,"Для такого нудного міста, як Ропухів, я дивуюся майстерності виготовлення коштовностей, які вони мені надіслали."
Message_End_Quest_Travel_WayfarersRest_1,"Мені вдалося укласти угоду з одним із місцевих торговців, щоб отримати запас незначних зілля мани, тож зв'яжіться зі мною, коли у вас буде трохи вільного золота!"
Message_End_Quest_Travel_Wayward_1,"Судячи з усього, Wayward уже кілька тижнів відчуває проблеми з локальними штормами. Вони раді, що ви з'ясували причину."
Message_End_Quest_Travel_Wayward_2,"Це не найбезпечніше місто в країні, але, ймовірно, саме тому вони роблять досить хороші набори шипованих шкіряних обладунків! Приходь у мій магазин за набором."
Message_End_Quest_Travel_Wayward_3,"Я розпитав навколо, і, мабуть, група Саввас дійсно прибула в місто."
Message_End_Quest_Travel_Wayward_4,"Вони провели деякий час, відвідуючи анклав Саввас у Wayward, але їх швидко вигнали, коли вони згадали про свої плани."
Message_End_Quest_Travel_Wayward_5,"Мені сказали, що потім вони попрямували на схід, у Літноводдя, із кількома незнайомцями на хвості."
Message_End_Quest_Travel_Wildspire_1,"Я сподівався, що місто винагородить нас якоюсь потужною зброєю, але, схоже, вони роблять модні прикраси."
Message_End_Quest_Travel_Wildspire_2,"Проте, ця сережка, схоже, має деякі магічні властивості."
Message_End_Travel_BlackrockAsylum_1,"Оскільки Арсенал був сильно пошкоджений, Asylum передали мені одну з їхніх найкращих озброєнь."
Message_End_Travel_BlackrockAsylum_2,"Хоча навіщо Asylum такий масивний меч, я знати не хочу."
Message_End_Travel_BoneshatterPass_1,"Ченці перевалу Кістколом у нестямі від радості! Шлях розчищено. А мені вони подарували своє казкове взуття!"
Message_End_Travel_MistfellCopse_1,"Один із жителів села Туманопаду подарував мені на знак подяки стародавній клинок. Погляньте, коли зможете!"
Message_Rewards_Quest_Story_4A_1,"Ах, цей радісний дзвін золотих монет у кишені! Але у що його вкладати? Напевно краще поповнити запаси <b><color=#F8F8F8F8>Середніми зіллям мани</color></color></b></nobr>..."
Message_Start_Quest_Boss_BanditCommander_1,"Скриньки, витягнуті з гнізда Думкокрадійки, містять деякі артефакти, вкрадені з трьох святилищ Саввас, але також і з четвертого місця."
Message_Start_Quest_Boss_BanditCommander_2,"Дивіться, цей знак явно з Shrine of Ashes, вони його знайшли!"
Message_Start_Quest_Boss_BanditCommander_3,"На цьому ящику є розпізнавальні знаки судноплавної компанії з Дикий Шпиль, б'юся об заклад на свій капелюх, що святилище знаходиться поблизу!"
Message_Start_Quest_Boss_BanditCommander_4,"Але ви, здається, не носите капелюха?"
Message_Start_Quest_Boss_BanditCommander_5,"Моя мама сказала мені ніколи не укладати парі, яке я не можу дозволити собі програти!"
Message_Start_Quest_Boss_CaptainOfTheGuard_1,"Отже, схоже, що у нас є групи найманців-людей по всій Демонській Брамі, які атакують інші раси, і принаймні одна з них проникла в гвардію. Чудово!"
Message_Start_Quest_Boss_CaptainOfTheGuard_2,"Зачекайте... Хіба одній групі не платили ящиками зі старого складу у фінансовому районі, і хіба капітан охорони не хотів зустрітися там же на складі?"
Message_Start_Quest_Boss_CaptainOfTheGuard_3,"Ви маєте рацію - і я заглибився в це трішки глибше. Сигіл на ящиках збігається з сигілом старого складу, який викупила міська варта. Схоже, все набагато серйозніше, ніж ми думали."
Message_Start_Quest_Boss_CaptainOfTheGuard_4,"Я пропоную приготуватися до засідки і поговорити про це з капітаном варти на складі. Візьміть із собою найкраще спорядження - треба думати, за всім цим стоїть він."
Message_Start_Quest_Boss_CaptainOfTheGuard_5,"Якщо ви плануєте взяти із собою своє найкраще спорядження, вам краще повернутися з ним назад..."
Message_Start_Quest_Boss_CaptainOfTheGuard_6,"І останнє. Моровісник вважає, що він довів до досконалості першу дозу своєї панацеї. Він хотів би випробувати її на вас, перш ніж ви вирушите."
Message_Start_Quest_Boss_CaptainOfTheGuard_7,"Ну, вже краще ви, ніж я. Нехай ця тварюка не наближається до мене!"
Message_Start_Quest_Boss_DarkRider_1,"Я подумав, що після тієї кількості злих змов, які ми зірвали в Демонській Брамі і навколо неї, усі наші найманці, можливо, справді завершили свою підготовку."
Message_Start_Quest_Boss_DarkRider_2,"Іронія долі, враховуючи, що нових контрактів уже давно не було. Наче ми очистили Демонську Браму від усілякого зла. Можливо, я переорієнтую нас на садівничу компанію, щоб зберегти день-"
Message_Start_Quest_Boss_DarkRider_3,"(Сильне тремтіння стрясає зал Гільдії)"
Message_Start_Quest_Boss_DarkRider_4,"Що це було? Звідки взялася ця чернетка? Що сталося з лампами?"
Message_Start_Quest_Boss_DarkRider_5,"Хм... ти знову забув оплатити рахунки за олію і дрова?"
Message_Start_Quest_Boss_DarkRider_6,"Що? Ні! Золоті монети, які я подарував місту - це найкращі підробки, які я коли-небудь виготовляв..."
Message_Start_Quest_Boss_DarkRider_7,"Досить ігор! Ти і твої найманці впадете!"
Message_Start_Quest_Boss_DarkRider_8,"Цей голос тут прямо з нами! Як він потрапив всередину?"
Message_Start_Quest_Boss_DarkRider_9,"Що ж, схоже, принаймні, у нас є наш наступний контракт..."
Message_Start_Quest_Boss_HighCultist_1,"Тепер у Чародійниці, є ""дар"", що б це не було, ми повинні спланувати напад на штаб-квартиру культу."
Message_Start_Quest_Boss_HighCultist_2,"Але як ми дізнаємося, де він знаходиться?"
Message_Start_Quest_Boss_HighCultist_3,"Сонячний Демон, можливо, намагався спілкуватися. Можливо, там, де він пропалив карту?"
Message_Start_Quest_Boss_HighCultist_4,"На північ від Блудфорд, у болотах? Тоді, напевно, туди й поїдемо?"
Message_Start_Quest_Boss_InoxBodyguard_1,"Тепер у вас є як розташування бази зрадника, так і засоби проникнути в неї, приготуйтеся до бою!"
Message_Start_Quest_Boss_Jekserah_1,"Можливо, хто-небудь пробував... з'єднати дві напів-штуки разом? У сферу?"
Message_Start_Quest_Boss_Jekserah_2,"Цікаво... Вони ідеально пасують одне одному. Напис переплевся:"
Message_Start_Quest_Boss_Jekserah_3,"Твоя кончина відкривається як шия, але з початком радості. Закінчується Серафим, без початку гордині. Виходь, накажи своєму тілу приєднатися до мене і простеж, щоб усі, хто протистоїть новій королеві, вщухли."
Message_Start_Quest_Boss_Jekserah_4,"Ці малюнки... вони складаються в карту! Вона веде в Каналізацію Демонської Брами. Щоб не означала ця загадка, я впевнений, що наш злодій і закликач демонів будуть там. Рухаємося!"
Message_Start_Quest_Boss_MercilessOverseer_1,"І де ж цей бічний вхід на плані печери?"
Message_Start_Quest_Boss_MercilessOverseer_2,"Вона виходить у цю зону, розташовану поруч із головним приміщенням печери."
Message_Start_Quest_Boss_MercilessOverseer_3,"Чи є хоч найменший шанс, що це може бути місцем утримання нещодавно викрадених Вермлінгів?"
Message_Start_Quest_Boss_MercilessOverseer_4,"Можливо... Як ти думаєш, ключ Хранительки Сонця підійде до цих дверей?"
Message_Start_Quest_Boss_MercilessOverseer_5,"Варто спробувати, що ми втрачаємо, чи не так?"
Message_Start_Quest_Boss_SightlessEye_1,"Дослідження Нічного покриву завершено, він вважає, що джерелом Гнилі буде істота в його центрі."
Message_Start_Quest_Boss_SightlessEye_2,"Значить це на південь від Обсидіановий Стрімчак?"
Message_Start_Quest_Boss_SightlessEye_3,"Він також вважає, що ці істоти частково спілкуються через екскременти, і що це гніздо буде розкрито тільки в тому разі, якщо ми зможемо відтворити їх."
Message_Start_Quest_Boss_SightlessEye_4,"Не думаю, що я коли-небудь чув щось настільки огидне...."
Message_Start_Quest_Boss_SightlessEye_5,"Зілля, яке я створив з Нестерпних жахів, може допомогти нам там, ми повинні попрямувати в Обсидіановий Стрімчак."
Message_Start_Quest_Boss_UndeadCommander_1,"Знаєш що, цей злий скелетоподібний хлопець дуже схожий на якогось героя, якого досліджував Елементаліст"
Message_Start_Quest_Boss_UndeadCommander_2,"Свеггер? Отже, він справді повернувся з царства демонів, але потім потрапив у пастку в Проклята Твердиня?"
Message_Start_Quest_Boss_UndeadCommander_3,"Хм, звучить найкраще, якщо ми вирушимо туди і проведемо розслідування?"
Message_Start_Quest_Boss_WingedHorror_1,"Женці та Інокс, мабуть, працювали разом на Солончакові низини. Без цілющих ресурсів цього села Школа буде боротися за те, щоб зупинити Катів, які поширюють нескінченні хвороби, коли Інокс відвоює свою батьківщину в людства."
Message_Start_Quest_Boss_WingedHorror_2,"У Школі траплялося й гірше. Вона все ще стоїть, вірно? З нашою допомогою, я впевнений, їм вдасться подолати смерть і будь-які хвороби, які створюють Інокс і Женці."
Message_Start_Quest_Boss_WingedHorror_3,"Швидко зберіть найманців вашої Гільдії! Літаюча демонічна тварюка нападає на Школу Великого Дуба!"
Message_Start_Quest_Boss_WingedHorror_4,"Почекай... Школа все ще стоїть, вірно?!"
Message_Start_Quest_Boss_WingedHorror_5,"Так, але часу не так багато. Покваптеся, інакше не залишиться цілителів, щоб зупинити Червоні пазурі, які знищують людей Демонської Брами смертю і хворобами."
Message_Start_Quest_Boss_WingedHorror_6,"Той демон, якого я бачив біля Солончакові низини - їм, мабуть, знадобилася магія села, що гине, щоб викликати цей крилатий ""Жах"", щоб він міг перебити цілителів, що залишилися у Демонській Брамі!"
Message_Start_Quest_Boss_WingedHorror_7,"Схоже, у нас немає іншого вибору, окрім як врятувати Школу. А потім і гроші."
Message_Start_Quest_Travel_Keyport_1,"Гаразд, час приймати бій за Кейпорт."
Message_Start_Quest_Travel_Keyport_2,"Ми пошлемо невеликий загін суходолом, а наші союзники увійдуть на кораблі з тилу."
Message_Start_Quest_Travel_Mudview_1,"На півночі занадто багато військ, нам доведеться шукати допомоги в іншому місці."
Message_Start_Quest_Travel_Mudview_2,"Я пропоную зв'язатися з мером Брудногляд, у неї завжди була мудра голова на плечах."
Message_Start_Quest_Travel_Rockfall_1,"Тепер, коли обидва храми виведені з ладу, Саввас мають бути вразливі для нападу... якби ми могли дізнатися, де розташована їхня база."
Message_Start_Quest_Travel_Rockfall_2,"Почекай, я щойно отримав послання з Каменепад. Вони перебувають під атакою!"
Message_Start_Quest_Travel_Rockfall_3,"Тоді Саввас має бути поблизу, використовуючи свої власні здібності, а не кристали."
Message_Start_Quest_Travel_ShimmeringShallows_1,"У нас є війська і зброя, але як ми доставимо їх у Кейпорт?"
Message_Start_Quest_Travel_ShimmeringShallows_2,"Наземна АТАКА була б божевіллям, нам потрібно доставити їх морем."
Message_Start_Quest_Travel_ShimmeringShallows_3,"Давайте візьмемо порт на Мерехтливі мілини, Рада цього не очікує!"
Message_Unlock_BeastTyrant_1,"Використання здібностей, що допомагають вашим союзникам, привело Володаря Звірів у вашу Гільдію!"
Message_Unlock_BeastTyrant_2,"Тепер він доступний для додавання через меню персонажів."
Message_Unlock_Berserker_1,"Твоя любов до болю привернула Берсерка в нашу гільдію!"
Message_Unlock_Berserker_2,"Тепер вона доступна для додавання через меню персонажів."
Message_Unlock_Doomstalker_1,"Ваше розумне використання пасток привело Приреченого в нашу Гільдію!"
Message_Unlock_Doomstalker_2,"Тепер він доступний для додавання через меню персонажів."
Message_Unlock_Elementalist_1,"Ваша майстерність стихій привабила нового героя - Елементаліста!"
Message_Unlock_Elementalist_2,"Тепер він доступний для додавання через меню персонажів."
Message_Unlock_Nightshroud_1,"Використання стихії Темряви принесло Нічнотінь у вашу гільдію!"
Message_Unlock_Nightshroud_2,"Тепер він доступний для додавання через меню персонажів."
Message_Unlock_Plagueherald_1,"Кількість ОТРУЄННЯ, яку ви створили, привернула Моровісника в нашу Гільдію!"
Message_Unlock_Plagueherald_2,"Тепер він доступний для додавання через меню персонажів."
Message_Unlock_Quartermaster_1,"Ваше використання предметів привело Інтенданта в нашу Гільдію!"
Message_Unlock_Quartermaster_2,"Тепер він доступний для додавання через меню персонажів."
Message_Unlock_Sawbones_1,"Здається, хтось помітив, що вам може знадобитися допомога, щоб залишитися в живих!"
Message_Unlock_Sawbones_2,"Костоправ тепер доступний для додавання через меню персонажів."
Message_Unlock_Soothsinger_1,"Ще одного найманця було залучено до нашої гільдії - Оспівувачку!"
Message_Unlock_Soothsinger_2,"Тепер вона доступна для додавання через меню персонажів."
Message_Unlock_Summoner_1,"Збирання частин великої кількості ворогів привело Закличку в нашу Гільдію!"
Message_Unlock_Summoner_2,"Тепер вона доступна для додавання через меню персонажів."
Message_Unlock_Sunkeeper_1,"Ваше використання елемента світла привело Хранительку Сонця в нашу гільдію!"
Message_Unlock_Sunkeeper_2,"Тепер вона доступна для додавання через меню персонажів."
Millpond,"Млиновий ставок"
Mindthief,"Думкокрадійка"
Mindthief_ADVENTURE_DESCRIPTION,"Думкокрадійки є жахливими супротивниками завдяки використанню психічних атак, гострих лез і зграй крихітних зубів.<br>Думкокрадійка має унікальну систему Аугментів, що дозволяє їй додавати ефекти до всіх своїх ближніх атак, а згодом і до дальніх. Вона також може контролювати ворогів і прикликати міньйонів, що відкриває багато різних варіантів гри. Однак будьте обережні з її низьким здоров’ям."
Mindthief_DESCRIPTION,"Думкокрадійка створює страхітливих супротивників за допомогою психічних атак, гострих лез і рою крихітних зубів."
Mindthief_DIFFICULTY,"Висока"
Mindthief_ROLE,"Близький бій"
Mindthief_SKIN_ALT,"Знахар"
Mindthief_STRENGTHS,"- <indent=%15>потужні ефекти Аугментів на ближніх атаках</indent><br>- <indent=%15>Здібності до контролю розуму</indent><br>- <indent=%15>Можливість ПРИКЛИКАННЯ міньйонів</indent>"
Mindthief_WEAKNESSES,"- <indent=%15>крихка в ближньому бої</indent><br>- <indent=%15>Управління Аугментами може бути складним</indent><br>- <indent=%15>Погано підходить для великих команд</indent><br>- <indent=%15>Часто плутають з величезним щуром</indent>"
MistfellCopse,"Туманопад"
MistfellCopse_DESCR,"З цієї невеликої ділянки лісу відкривається чудовий вид на східну дорогу з Похмурої Гавані. Сміття й обгоріле вугілля були свідченням того, що в минулому цим місцем користувалися інші."
MistySea,"Туманне море"
MoneyToken,"Жетон монет"
Monolith,"Моноліт"
MonstrousRat,"Величезний Щур"
Move,"Рух"
MoveCost,"Ціна руху"
Move_StraightLine,"Рух має бути по прямій"
Movement,"Рух"
Muddle,"Дезорієнтація"
MuddleShort,"СМ'ЯТІННЯ"
Mudview,"Брудногляд"
Mudview_DESCR,"У місці злиття трьох річок знаходиться Брудногляд, спільнота великих фермерів, які вирізають шматки торфу і возять їх у різні міста, щоб продати як паливо. Для такого неприємного місця люди, що живуть тут, виглядають щасливими і здоровими."
MysticAlly,"Загадковий компаньйон"
NO,"Ні"
NailSphere,"Сфера кігтів"
NarratorDialogName,"Оповідач"
Nasitra,"Насітра"
Nasitra_DESCR,"Перекладене з Валратської як 'Солодководдя', місто отримало свою назву завдяки прозорій річці, що тече з Вартових гір, і є центром для барж, які пливуть від Кайледжу до моря. Насітра також славиться своїми жезлами високої якості."
NightDemon,"Нічний Демон"
NightDemonElite,"Нічний Демон (Елітний)"
Nightshroud,"Нічнотінь"
Nightshroud_ADVENTURE_DESCRIPTION,"Маючи здатність огортатися тінню та пересуватися світом непомітно, Нічнотіні є смертельними мисливцями, які використовують леза та скритність, щоб знищувати будь-які цілі. Замість того, щоб співпрацювати з іншими расами для збирання знань, Нічнотіні воліють виривати ці знання з холодних, мертвих пальців своїх жертв."
Nightshroud_DIFFICULTY,"Середня"
Nightshroud_ROLE,"Близький бій"
Nightshroud_STRENGTHS,"- <indent=%15>потужні здібності для ліквідації ворогів</indent><br>- <indent=%15>Може використовувати Невидимість, щоб уникнути шкоди</indent><br>- <indent=%15>Використовує Темряву для ПОСИЛЕННЯ своїх здібностей</indent>"
Nightshroud_WEAKNESSES,"- <indent=%15>обмежені можливості для дальніх атак</indent><br>- <indent=%15>Мало допомагає союзникам</indent><br>- <indent=%15>Знаходить складнощі у заведенні друзів</indent>"
NomadCamp,"Стійбище кочівників"
NomadCamp_DESCR,"На південній околиці пустелі розкинувся невеликий табір Валратів. Це місце, відвойоване пустелею, використовується бродячими кочівниками, щоб відпочити від незгасної спеки."
Normal,"Звичайний"
OBJECTIVE_TILE_TOOLTIP,"Встаньте тут як частина завдання."
OBSTACLE_TOOLTIP,"Перешкода"
OVERWRITE_EXISTING_LOCAL_SAVE,"Це збереження належить іншому користувачеві. Локальне збереження з таким ім'ям уже існує. Ви хочете перезаписати наявне локальне збереження зі станом із вибраного збереження?"
OVERWRITE_SAVE_BUTTON,"Перезаписати збереження"
OVERWRITE_SAVE_TITLE,"Перезаписати локальне збереження"
ObsidianBluff,"Обсидіановий блеф"
ObsidianBluff_DESCR,"З вашого спостережного пункту високо в горах відкривається чудовий вид на Кайледж і пустелю на півночі."
Obstacle,"Перешкода"
OldHut,"Стара хата"
OnDeath,"При смерті:"
OneHexObstacle,"Перешкода (розмір 1кл)"
Ooze,"Слиз"
OozeElite,"Слиз Могутній"
OozingDepths,"Глибини, що сочаться"
OvergrownMausoleum,"Зарослий мавзолей"
Overheal,"Надлікування"
OverrideAugmentAttackType,"Додайте аугменти до атаки"
PERK_BeastTyrant_01,"Сталість"
PERK_BeastTyrant_01_Desc,"Видалити дві карти <color=""purple"">-1</color>"
PERK_BeastTyrant_02,"Фокус"
PERK_BeastTyrant_02_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+1</color>"
PERK_BeastTyrant_03,"Посилення"
PERK_BeastTyrant_03_Desc,"Замінити одну карту <color=""orange"">+0</color> на <color=""orange"">+2</color>"
PERK_BeastTyrant_04,"Роздирання"
PERK_BeastTyrant_04_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> РАНА <sprite name=Wound></nobr>"
PERK_BeastTyrant_05,"Стреножити"
PERK_BeastTyrant_05_Desc,"Додати одну карту <color=""orange"">+1</color><nobr> ПАРАЛІЧ <sprite name=Immobilize></nobr>"
PERK_BeastTyrant_06,"Відновлення"
PERK_BeastTyrant_06_Desc,"Додати дві карти <sprite name=Rolling> Лікування <sprite name=Heal> 1"
PERK_BeastTyrant_07,"Зелень"
PERK_BeastTyrant_07_Desc,"Додати дві карти <sprite name=Rolling> <sprite name=Earth>"
PERK_BeastTyrant_08,"Гнучкість"
PERK_BeastTyrant_08_Desc,"Ігнорування негативних ефектів сценарію"
PERK_Berserker_01,"Сталість"
PERK_Berserker_01_Desc,"Видалити дві карти <color=""purple"">-1</color>"
PERK_Berserker_02,"Пил"
PERK_Berserker_02_Desc,"Видалити чотири карти <color=""orange"">+0</color>"
PERK_Berserker_03,"Фокус"
PERK_Berserker_03_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+1</color>"
PERK_Berserker_04,"Надлишок"
PERK_Berserker_04_Desc,"Замінити одну карту <color=""orange"">+0</color> на <sprite name=Rolling> <color=""orange"">+2</color>"
PERK_Berserker_05,"Кровопускання"
PERK_Berserker_05_Desc,"Додати дві карти <sprite name=Rolling><nobr> РАНА <sprite name=Wound></nobr>"
PERK_Berserker_06,"Кістень"
PERK_Berserker_06_Desc,"Додати одну карту <sprite name=Rolling><nobr> ОГЛУШЕННЯ <sprite name=Stun></nobr>"
PERK_Berserker_07,"Утихомирення"
PERK_Berserker_07_Desc,"Додати одну карту <sprite name=Rolling><color=""orange"">+1</color><nobr> РОЗЗБРОЄННЯ <sprite name=Disarm></nobr>"
PERK_Berserker_08,"Відновлення"
PERK_Berserker_08_Desc,"Додати дві карти <sprite name=Rolling> Лікування <sprite name=Heal> 1"
PERK_Berserker_09,"Попіл"
PERK_Berserker_09_Desc,"Додати одну карту <color=""orange"">+2</color> <sprite name=Fire>"
PERK_Berserker_10,"Стійкість"
PERK_Berserker_10_Desc,"Ігнорування негативних ефектів предметів"
PERK_Brute_01,"Одноманітність"
PERK_Brute_01_Desc,"Прибрати дві карти <color=""purple"">-1</color>"
PERK_Brute_02,"Фокус"
PERK_Brute_02_Desc,"Замінити одну карту <color=""purple"">-1</color> на <color=""orange"">+1</color>"
PERK_Brute_03,"Сила"
PERK_Brute_03_Desc,"Додати дві карти <color=""orange"">+1</color>"
PERK_Brute_04,"Вибух"
PERK_Brute_04_Desc,"Додати одну карту <color=""orange"">+3</color>"
PERK_Brute_05,"Поштовх"
PERK_Brute_05_Desc,"Додати три карти <sprite name=Rolling> <nobr>ПОВЕРНУТИ <sprite name=Push> 1"
PERK_Brute_06,"Укол"
PERK_Brute_06_Desc,"Додати дві карти <sprite name=Rolling> ПРОБИТТЯ <sprite name=Pierce> 3"
PERK_Brute_07,"Кістень"
PERK_Brute_07_Desc,"Додати одну карту <sprite name=Rolling><nobr> ОГЛУШЕННЯ <sprite name=Stun></nobr>"
PERK_Brute_08,"Утихомирення"
