Keys,"Українська [ua-UA]"
Scenario_Forest_DemonImps_DESCR_0,"Хвороба позначилася і на гаю"
Scenario_Forest_DemonImps_DESCR_1,"Сморід пронизує цю ділянку землі"
Scenario_Forest_Denizens_DESCR_0,"Тут мешкають лісові тварини"
Scenario_Forest_Denizens_DESCR_1,"Тут панує дика природа, дивіться під ноги!"
Scenario_Forest_InoxImp_DESCR_0,"Місцеві жителі говорять про галявину зі старого каміння в лісі, що створює сильну магію"
Scenario_Forest_InoxImp_DESCR_1,"Інокси заклинателі закликають стародавні сили на сусідній галявині"
Scenario_Forest_Inox_DESCR_0,"Підземна мережа воїнів Інокса захована в лісі"
Scenario_Forest_VermlingCamp_DESCR_0,"Маленькі щуроподібні істоти заполонили л"
Scenario_Forest_VermlingCamp_DESCR_1,"Дикі Вермлінги розбили тут табір, будьте напоготові"
Scenario_Forest_VermlingCamp_DESCR_2,"Цей ліс є домівкою для орди, що снує"
Scenario_Forest_WoodcutterRaid_DESCR_0,"Цей табір лісорубів зазнав нападу, але ким і чому?"
Scenario_Job_AnEyeForAnEye_SM1_DESC,"Усі герої починають отруєними"
Scenario_Job_Inox_Vermling_Forest_Intro_01,"Схоже, нападники сваряться через ЗДОБИЧ. і ви застаєте їх зненацька."
Scenario_Job_Inox_Vermling_Forest_Intro_02,"Бий швидко, поки вони відволіклися!"
Scenario_Job_Inox_Vermling_Forest_Map_Intro,"З вами зв'язалася лісозаготівельна компанія, скаржачись, що один з їхніх таборів захопило плем'я Інокс за допомогою найманців Вермлінгів. Усіх робітників було вбито і компанія хоче, щоб табір було очищено від зловмисників. Ви прямуєте до місця розташування табору і чуєте збуджену балаканину Вермлінгів і грубі відповіді від довколишнього Інокса. Вони не готові до нападу."
Scenario_Job_Inox_Vermling_Forest_Outro,"Табір знову в безпеці, а ваша робота тут закінчена."
Scenario_Job_Inox_Vermling_Forest_SM1_DESC,"Усі вороги починають роззброєними"
Scenario_Job_MindControl_SM1_DESC,"Усі герої починають у сум'ятті"
Scenario_Job_Mysterious_Maze_Intro_01,"Кімната містить безліч ворогів, без будь-якої логіки або причини того, як вони існують разом."
Scenario_Job_Mysterious_Maze_Intro_02,"Це робота магії: ці істоти мають бути в глотках одна в одної, але всі вони існують, щоб перевірити вашу майстерність."
Scenario_Job_Mysterious_Maze_Intro_03,"Ну, тоді давайте їх уб'ємо!"
Scenario_Job_Mysterious_Maze_Map_Intro,"Цікавий лист прибув до вашої штаб-квартири, запрошення взяти на себе Лабіринт Таємниці. Більше нічого - тільки розташування лабіринту і пояснення нагород. Заінтригований, ви прямуєте до місця, де вас зустрічає складний вхід у склеп, що знаходиться всередині, ви не знаєте, але вирішуєте увійти."
Scenario_Job_Mysterious_Maze_Outro,"Останній противник помирає, Лабіринт переможений!"
Scenario_Journey_Bloodford_DESCR_0,"Блудфорд Страждає від ходячих трупів, очистіть довколишній склеп від цієї зарази"
Scenario_Relic_Loot_Objective,"Добудьте реліквію"
Scenario_Relic_OrbOfDawn_Win_Objective,"Убити всіх сонячних демонів у всіх кімнатах"
Scenario_Relic_OrbOfTwilight_Win_Objective,"Убити всіх нічних демонів у всіх кімнатах"
Scenario_Relic_RemoteSpider_Fail_Objective,"Поразка, якщо Скабвіт виснажений"
Scenario_Story_BanditCommander_Fail_Objective,"Поразка, якщо Думкокрадійка або Пустотілий виснажені"
Scenario_Story_BeastTyrant_Character_Fail_Objective,"Поразка, якщо Володар Звірів виснажений"
Scenario_Story_Berserker_Character_Fail_Objective,"Поразка, якщо Берсерк виснажена"
Scenario_Story_Brute_Character_Fail_Objective,"Поразка, якщо Дикун виснажений"
Scenario_Story_Brute_Scabwit_Character_Fail_Objective,"Поразка, якщо Дикун або Скабвіт виснажені"
Scenario_Story_CaptainOfTheGuard_Fail_Objective,"Поразка, якщо Моровісник або Прирікач виснажені"
Scenario_Story_Cragheart_Character_Fail_Objective,"Поразка, якщо Пустотілий виснажений"
Scenario_Story_Doomstalker_Character_Fail_Objective,"Поразка, якщо Приречений виснажений"
Scenario_Story_Elementalist_Character_Fail_Objective,"Поразка, якщо Елементаліст виснажений"
Scenario_Story_HighCultist_Fail_Objective,"Поразка, якщо Винахідник або Чародійниця виснажені"
Scenario_Story_InoxBodyguard_Fail_Objective,"Поразка, якщо Дикун або Шахрайка виснажені"
Scenario_Story_Jekserah_Fail_Objective,"Поразка, якщо Прикликачка або Інтендант виснажені"
Scenario_Story_MercilessOverseer_Fail_Objective,"Поразка, якщо Берсерк або Хранителька Сонця виснажені"
Scenario_Story_Millpond_Win_Objective,"Знищіть усю Стародавню Артилерію у всіх кімнатах"
Scenario_Story_MindControl_Win_Objective,"Убити всіх Лісових бісів у всіх кімнатах"
Scenario_Story_Mindthief_Character_Fail_Objective,"Поразка, якщо Думкокрадійка виснажена"
Scenario_Story_Nightshroud_Character_Fail_Objective,"Поразка, якщо Нічнотінь виснажений"
Scenario_Story_Plagueherald_Character_Fail_Objective,"Поразка, якщо Моровісник виснажений"
Scenario_Story_Quartermaster_3_Fail_Objective,"Поразка, якщо Інтендант виснажений"
Scenario_Story_Quartermaster_Character_Fail_Objective,"Поразка, якщо Інтендант виснажений"
Scenario_Story_Sawbones_Character_Fail_Objective,"Поразка, якщо Костоправ виснажений"
Scenario_Story_Scoundrel_Character_Fail_Objective,"Поразка, якщо Шахрайка виснажена"
Scenario_Story_SightlessEye_Fail_Objective,"Поразка, якщо Володар Звірів і Нічнотінь виснажені"
Scenario_Story_Soothsinger_3_Win_Objective,"Убийте всіх ворогів крім Культиста"
Scenario_Story_Soothsinger_Character_Fail_Objective,"Поразка, якщо Оспівувачка виснажена"
Scenario_Story_Spellweaver_Character_Fail_Objective,"Поразка, якщо Чародійниця виснажена"
Scenario_Story_Summoner_2_Fail_Objective,"Поразка, якщо Прикликачка або Жнець виснажені."
Scenario_Story_Summoner_3_Fail_Objective,"Поразка, якщо Прикликачка виснажена."
Scenario_Story_Summoner_Character_Fail_Objective,"Поразка, якщо Прикликачка виснажена"
Scenario_Story_Sunkeeper_3_Win_Objective,"Убийте обох Женців-заразників"
Scenario_Story_Sunkeeper_Character_Fail_Objective,"Поразка, якщо Хранителька Сонця виснажена"
Scenario_Story_Tinkerer_Character_Fail_Objective,"Поразка, якщо Винахідник виснажений"
Scenario_Story_UndeadCommander_Fail_Objective,"Поразка, якщо Елементаліст або Оспівувачка виснажені"
Scenario_Story_WingedHorror_Win_Objective,"Убити всіх ворогів у всіх кімнатах"
Scenario_Travel_Nasitra_SM1_DESC,"Усі вороги починають роззброєними"
Scenario_Travel_Spitepeak_Savvas_Objective,"Убити всіх ворожих Саввас"
Scenario_Travel_TheEnclave_Hound_Objective,"Поразка, якщо обидві Потужні Гончі вбиті"
SchooloftheGreatOak,"Школа Великого Дуба"
SchooloftheGreatOak_DESCR,"Школа побудована навколо величезного дуба, з різними кімнатами та платформами, збудованими з його гілок. Тут навчають ченців і цілителів, посилають у храми на кшталт того, що в Похмурій Гавані, щоб вони допомагали доглядати за хворими й нужденними."
Scoundrel,"Шахрайка"
Scoundrel_ADVENTURE_DESCRIPTION,"Шахрайки — егоїстичні та опортуністичні. Вони вважають, що все належить їм, і зроблять усе, щоб це стало правдою.<br>Шахрайка досягає успіху в завданні великої шкоди в ближньому бою, виявляючи самотні цілі та отримуючи бонуси за роботу поруч із союзниками. Однак вона самотня, тому не очікуйте, що вона допомагатиме іншим членам групи, окрім як вбивати їхніх нападників."
Scoundrel_DESCRIPTION,"Шахрайки меркантильні й користолюбні. Вони вірять, що все належить їм, і зроблять усе, щоб це стало таким."
Scoundrel_DIFFICULTY,"Низька"
Scoundrel_ROLE,"Близький бій"
Scoundrel_SKIN_ALT,"Крадеться в ночі"
Scoundrel_STRENGTHS,"- <indent=%15>висока мобільність</indent><br>- <indent=%15>Потенціал для великої ближньої ШКОДИ</indent><br>- <indent=%15>Може завдавати ворогам ОТРУЄННЯ</indent>"
Scoundrel_WEAKNESSES,"- <indent=%15>має мало ефектів, які допомагають союзникам</indent><br>- <indent=%15>Обмежені захисні здібності та низьке здоров’я</indent><br>- <indent=%15>Намагатиметься забрати ВСЕ ЗОЛОТО</indent>"
ScreechingDepths,"Кричущі глибини"
ScurvyBay,"Бухта цинги"
ScurvyBay_DESCR,"Деяких сіл, як правило, краще уникати і це можна сказати про Цингова Затока. Часто відвідувані піратами і негідниками, влада Білий Дуб не ризикує заходити так далеко на південь, дивіться в обидва."
Self,"(На себе)"
Shaderest,"Тіньовий спочинок"
Shaderest_DESCR,"Невеликий кемпінг у стародавньому зруйнованому місті. Відпочинь і рухайся далі: хто знає, яке зло тут таїться?"
ShadowWolf,"Тіньовий вовк"
ShadowfieldManor,"Поместье Шедоуфілд"
ShadowfieldManor_DESCR,"Цей старовинний особняк захований серед густого скупчення скам'янілих дерев, майже невидимий для перехожих. Ходять чутки про гулянки ночами і дивні співи рано вранці. Краще не затримуватися тут занадто довго."
Shield,"Щит"
ShimmeringShallows,"Мерехтливі мілини"
ShimmeringShallows_DESCR,"Вода біля берега, здається, мерехтить, ніби купи дорогоцінних каменів лежать під поверхнею. Багатьох необережних дурнів віднесло вниз сильними течіями і розбило об палаючі внизу корали."
ShuffleModifierDeck,"Перетасувати модифікатори атаки"
SicklyBog,"Хворобливе болото"
SiegeCannon,"Облогова артилерія"
SightlessEye,"Невидяче око"
Silverwick,"Сільвервік"
Silverwick_DESCR,"Сільвервік Був основною базою діяльності гірничорудного Консорціуму ""Гори Дозорців"". Після закінчення війни ціни на руду впали і консорціум збанкрутував."
Skeleton,"Скелет"
Sleep,"СОН"
SleepShort,"СОН"
SlimeSpirit,"Дух Слизу"
Song,"Пісня"
Song_DiscardReminder,"Коли інша <color=#EBB0AA>Пісня</color> <sprite name=Song> зіграна, скиньте цю карту."
Song_XPText,"Отримайте <size=130%><voffset=-2><sprite name=XP1></voffset></size> щоходу."
Soothsinger,"Оспівувачка"
Soothsinger_ADVENTURE_DESCRIPTION,"Куатрили — це не лише майстерні інженери, але їхня вражаюча ручна спритність дозволяє їм також ставати чудовими бардами. Ці ""Оспівувачі"" здатні надихати своїх союзників на великі подвиги та підкоряти ворогів одним ударом по лютні. Їхня система пісень працює схоже на Аугменти Мисливця на Розум, і вона особливо сильна у великих групах, але має низьку шкоду."
Soothsinger_DIFFICULTY,"Висока"
Soothsinger_ROLE,"Дальня підтримка"
Soothsinger_STRENGTHS,"- <indent=%15>широкий спектр потужних бафів</indent><br>- <indent=%15>Різноманітний вибір нижніх здібностей</indent><br>- <indent=%15>Ефективна в контролі натовпу</indent>"
Soothsinger_WEAKNESSES,"- <indent=%15>слабка шкода</indent><br>- <indent=%15>Менш ефективна в малих групах</indent><br>- <indent=%15>Сумнівний смак у моді</indent>"
SouthShield,"Південний щит"
SouthShield_DESCR,"Найпівденніше село в цьому районі, Південний Щит є перевалочним пунктом для загартованих авантюристів, що прямують на південь у невідомі землі. Предмети рідкісні, але не дешеві."
Spanish,"Іспанська"
Spellweaver,"Чародійниця"
Spellweaver_ADVENTURE_DESCRIPTION,"Чародійниця — це мудрець Орхід, здатна викликати потужні природні сили та перетворювати їх на концентровані атаки.<br>Вона чудово справляється із завданням шкоди на відстані, але через низький рівень здоров’я досить крихка, тому тримайте її подалі від бою. Найважливіша здібність Чародійниці — ""Ефірне Відродження"", яка дозволяє їй спалювати більше карт, ніж інші персонажі, і відновлювати їх під час пригоди, але будьте обережні, щоб не використати її занадто рано."
Spellweaver_DESCRIPTION,"Чарівники, що плетуть чари, - це Орхіди - мудреці, здатні витягувати потужні природні сили і перетворювати їх на концентровані атаки."
Spellweaver_DIFFICULTY,"Висока"
Spellweaver_ROLE,"Шкода на відстані"
Spellweaver_SKIN_ALT,"Кришталевий Архіваріус"
Spellweaver_STRENGTHS,"- <indent=%15>сильна дальня шкода</indent><br>- <indent=%15>Може відновлювати спалені карти за допомогою «Відновлювального Ефіру»</indent><br>- <indent=%15>Має доступ до хорошого раннього дальнього ПРИКЛИКАННЯ</indent>"
Spellweaver_WEAKNESSES,"- <indent=%15>низьке здоров’я, може швидко померти</indent><br>- <indent=%15>Вимагає складного управління здібностями для новачків</indent><br>- <indent=%15>Кришталева шкіра ускладнює пошук хорошого кравця</indent>"
SpiritBanner,"Прапор бойового духу"
Spitepeak,"Пік Злоби"
Spitepeak_DESCR,"Тут ще тримається запах сірки, а з-під землі долинає слабкий гул. На вершині цієї небезпечної гори мешкає древній маг Орхідів, який досліджує поведінку самої землі."
SpittingCobra,"Плююча Кобра"
SpittingDrake,"Шиплячий дрейк"
SpittingDrakeElite,"Шиплячий дрейк (Елітний)"
StaybrightFort,"Світлий Форт"
StaybrightFort_DESCR,"Цей метушливий Форт охороняє затоку Кейпорт і річковий шлях до Білий Дуб. Він також стягує великий податок з морських торговців і забезпечує широкий спектр доволі затратної ратної продукції для придбання."
SteelConstruct,"Сталевий конструкт"
StoneGolem,"Кам'яний голем"
StoneGolemElite,"Кам'яний голем (Елітний)"
Stopflying,"Не може літати"
Strengthen,"Посилення"
StrengthenShort,"ПОСИЛЕННЯ"
Stun,"ОГЛУШЕННЯ"
StunMine,"Пастка"
StunShort,"ОГЛУШЕННЯ"
Suffer_2Damage,"Отримайте 2 шкоди"
Suffer_3Damage,"Отримайте 3 шкоди"
Summerwell,"Літноводдя"
Summon,"Заклик"
Summoner,"Прикликачка"
Summoner_ADVENTURE_DESCRIPTION,"За належної концентрації Естер, яка закликає, може витягнути через планарні кордони все, що забажає. З нескінченними планами приходять і нескінченні можливості. Однак такі зусилля можуть бути неймовірно виснажливими, і Закликательці набагато легше переносити живих істот або первинну енергію."
Summoner_DIFFICULTY,"Середня"
Summoner_ROLE,"ПРИКЛИКАННЯ/Підтримка"
Summoner_STRENGTHS,"- <indent=%15>широкий вибір істот для ПРИКЛИКАННЯ</indent><br>- <indent=%15>Підтримуючі здібності для всіх союзників</indent><br>- <indent=%15>Помірні здібності для дальнього бою</indent>"
Summoner_WEAKNESSES,"- <indent=%15>низька здатність завдавати шкоду</indent><br>- <indent=%15>Забагато активних викликів можуть залишити замало карт</indent><br>- <indent=%15>Задорого створювати всю графіку для комп'ютерної гри!</indent>"
SummonsAltar,"Вівтар Призиву"
SunDemon,"Сонячний демон"
SunDemonElite,"Сонячний демон (Елітний)"
Sunkeeper,"Хранителька Сонця"
Sunkeeper_ADVENTURE_DESCRIPTION,"Хранительки Сонця навчені використовувати давно дрімаючі демонічні сили та підкорювати їх заради праведності. Хранителька Сонця має набір здібностей Зцілення, Підсилення та Відновлення карт, а також є вправною у ближньому бою. Найкраще вона проявляє себе в ролі Паладина, допомагаючи основним бійцям у бою та підтримуючи їх живими."
Sunkeeper_DIFFICULTY,"Низька"
Sunkeeper_ROLE,"Близький бій, танк / підтримка"
Sunkeeper_STRENGTHS,"- <indent=%15>різноманітні опції для бафів, ЛІКУВАННЯ та відновлення</indent><br>- <indent=%15>Компетентний боєць ближнього бою</indent><br>- <indent=%15>Використовує Світло для ПОСИЛЕННЯ своїх здібностей</indent>"
Sunkeeper_WEAKNESSES,"- <indent=%15>має проблеми проти малих груп ворогів</indent><br>- <indent=%15>Мала група послаблює її</indent><br>- <indent=%15>Веде себе самовдоволено неабияку частину часу</indent>"
SwampLizard,"Болотний ящір"
Swap,"Поміняти місцями"
Sweetwater,"Солодководдя"
SwordLodge,"Орден Меча"
TEXTURE_QUALITY_RENDER_EIGHTHEN,"Одна восьма"
TEXTURE_QUALITY_RENDER_FULL,"Повні"
TEXTURE_QUALITY_RENDER_HALF,"Половинні"
TEXTURE_QUALITY_RENDER_QUARTER,"Одна четверта"
THE AVENGERS,"Месники"
THE GREY THORNS,"Сірі колючки"
THE IRON FELLOWSHIP,"Залізне Братство"
TREASURE_CHEST_TOOLTIP,"Скриня зі скарбами"
TUTORIAL_2_HELP_004,"Виберіть Тупіт"
TUTORIAL_2_HELP_005,"Виберіть Бери і біжи"
TUTORIAL_2_HELP_006,"Клацніть Завершити вибір, щоб продовжити"
TUTORIAL_2_HELP_007,"Виберіть нижню половину карти Бери і біжи"
TUTORIAL_2_HELP_008,"Виберіть підсвічений дверний отвір"
TUTORIAL_2_HELP_009,"Клацніть Відкрити двері, щоб підтвердити переміщення"
TUTORIAL_2_HELP_010,"Наведіть курсор на портрет розбійника в трекері ініціатив у верхній частині екрана"
TUTORIAL_2_HELP_011_1,"Виберіть виділену клітинку поруч із розбійником"
TUTORIAL_2_HELP_011_2,"Клацніть Підтвердити переміщення, щоб рухатися."
TUTORIAL_2_HELP_012,"Виберіть верхню половину карти Тупіт"
TUTORIAL_2_HELP_013,"Виберіть Розбійника-стража як ЦІЛЬ для атаки"
TUTORIAL_2_HELP_014,"Клацніть Підтвердити ЦІЛІ, щоб підтвердити атаку!"
TUTORIAL_2_HELP_015,"Натисніть Завершити хід, щоб продовжити"
TUTORIAL_2_HELP_016,"Виберіть Отримати шкоду"
TUTORIAL_2_HELP_018_1,"Натисніть Перепочинок"
TUTORIAL_2_HELP_018_2,"Натисніть Так, для продовження"
TUTORIAL_2_HELP_020,"Виберіть Загрозливий рик"
TUTORIAL_2_HELP_021_1,"Виберіть Тупіт"
TUTORIAL_2_HELP_021_2,"Натисніть Завершити вибір, для продовження"
TUTORIAL_2_HELP_023_1,"Виберіть верхню половину карти Тупіт"
TUTORIAL_2_HELP_023_2,"Виберіть Розбійника-стража як ЦІЛЬ для атаки"
TUTORIAL_2_HELP_023_3,"Клацніть кнопку Підтвердити ЦІЛІ, щоб підтвердити атаку"
TUTORIAL_2_HELP_024_1,"Натисніть кнопку руху за замовчуванням на Загрозливому рику"
TUTORIAL_2_HELP_024_2,"Виберіть виділену клітину, що містить купу золота"
TUTORIAL_2_HELP_024_3,"Клацніть Підтвердити переміщення, щоб підтвердити РУХ."
TUTORIAL_2_HELP_024_4,"Пропустіть РУХ, що залишився"
TUTORIAL_2_HELP_024_5,"Натисніть Завершити хід, для продовження"
TUTORIAL_2_TEXT_001,"Ласкаво просимо, Хранителю! Я <b>Тренер</b> Гільдії, я тут, щоб допомогти вам створити свою власну гільдію найманців. Давайте почнемо з того, що ви проведете <color=#a06e4b><b>Дикаря</b></color> через цей перший курс."
TUTORIAL_2_TEXT_002_1,"Перш ніж ми перейдемо до справи, ви маєте ознайомитися, як налаштувати свій огляд поля бою, тому давайте перейдемо до управління камерою."
TUTORIAL_2_TEXT_002_2,"<align=center><b>W A S D</b><color=#CCCCCC> - панорамування</color><br><line-height=20%><br><line-height=100%><b>Q E</b><color=#CCCCCC> - Поворот камери в сторони</color><br><line-height=20%><br><line-height=100%><b>+/- або колесо миші вгору/вниз</b><color=#CCCCCC> - Наближення / віддалення<br><br>Також можна повертати камеру, утримуючи середню кнопку миші.</color></align>.<br><br></color>Спробуйте по-управляти, а потім натисніть Продовжити, коли будете готові."
TUTORIAL_2_TEXT_003,"У <b>Похмурій Гавані</b> ви керуєте групою найманців, кожен із яких має колоду <color=#FADC99><b>Карт Здібностей</b></color>. Ці карти визначають, як ваші найманці досліджуватимуть підземелля, битимуться з ворогами та збиратимуть скарби.<br><br>На початку кожного раунду перше, що потрібно зробити, — це обрати дві карти для кожного найманця, які вони використовуватимуть під час свого ходу."
TUTORIAL_2_TEXT_004,"У цьому навчальному посібнику <color=#a06e4b><b>Дикун</b></color> має лише три карти, як ви можете побачити, виділені ліворуч: <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Схопити й бігти</color></font></b></nobr>, <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Топтання</color></font></b></nobr> та <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Викликаючий рев</color></font></b></nobr>.<br><br><nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Викликаючий рев</color></font></b></nobr> виділено сірим кольором, що вказує на те, що карта зараз скинута (для цілей навчання), тому давайте просто виберемо дві карти, які <color=#a06e4b><b>Дикун</b></color> має доступними."
TUTORIAL_2_TEXT_005,"Бачите, як «<b>?</b>» біля портрета <color=#a06e4b><b>Дикуна</b></color> у верхній частині екрану змінився на число? Це показує його <color=#FADC99><b>ініціативу</b></color>.<br><br>Число біля першої карти, яку ви обираєте, визначає <color=#FADC99><b>ініціативу</b></color> персонажа на раунд. Чим нижче число, тим раніше персонаж діятиме у раунді."
TUTORIAL_2_TEXT_006,"Оскільки зараз інших персонажів не видно, то в будь-якому разі це буде хід <color=#a06e4b><b>Дикаря</b></color>."
TUTORIAL_2_TEXT_007_1,"Зараз хід <color=#a06e4b><b>Дикаря</b></color>, настав час, щоб вибрати <color=#FADC99><b>дії</b></color>. Кожна половина карти показує <color=#FADC99><b>дієвість</b></color>, що складається з однієї або декількох <color=#FADC99><b>здібностей</b></color>."
TUTORIAL_2_TEXT_007_2,"Ви можете використовувати дві <color=#FADC99><b>дії</b></b></color> за хід і можете вибрати будь-яку з чотирьох половинок карт зліва, щоб використати для першої <color=#FADC99><b>дії</b></color> - але увага - ви маєте використати протилежний бік іншої карти для другої."
TUTORIAL_2_TEXT_007_3,"Приміром, ви можете вибрати або верхню половину <nobr><b><color=#f5e3b0>Топот</color></color></b></b></nobr>, або нижню половину <nobr><b><color=#f5e3b0>Бери та біжи</color></color></b></b></nobr>..."
TUTORIAL_2_TEXT_007_4,"...або нижню половину <nobr><b><color=#f5e3b0>Топіт</color></b></b></nobr> та верхню половину <nobr><b><color=#f5e3b0>Бери й біжи</color></color></b></nobr>."
TUTORIAL_2_TEXT_007_5,"У цій кімнаті для <color=#a06e4b><b>Дикуна</b></color> немає чого робити, тому варто пройти через двері, щоб побачити, що знаходиться далі, за допомогою здібності <color=#FADC99><b>РУХ</b></color>.<br><br>Нижня частина карти <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Схопити й Бігти</color></font></b></nobr> дозволяє <color=#a06e4b><b>Дикуну</b></color> переміститися на чотири гекси, що достатньо, щоб пройти через двері. Давайте використаємо це!"
TUTORIAL_2_TEXT_010,"У цій кімнаті знаходиться ваш перший ворог — <color=#C53F3F><b>Охоронець Розбійників</b></color>! Як і персонажі гравців, монстри також обирають дії для свого ходу — давайте дізнаємося, що цей <color=#C53F3F><b>Розбійник</b></color> планує робити цього раунду, навівши курсор на його портрет."
TUTORIAL_2_TEXT_011_1,"Під час наведення ви можете побачити наміри <color=#C53F3F><b>Розбійника</b></color> на цей раунд: він планує <color=#FADC99><b>РУХ</b></color> і <color=#FADC99><b>АТАКУ</b></color>!<br><br>Якщо персонажі гравців отримують дві <color=#FADC99><b>дії</b></color> за хід, монстри отримують лише одну — хоча часто з кількома <color=#FADC99><b>здібностями</b></color> всередині."
TUTORIAL_2_TEXT_011_2,"Зверніть увагу, що цей <color=#C53F3F><b>Розбійник</b></color> має нижчу <color=#FADC99><b>ініціативу</b></color>, ніж <color=#a06e4b><b>Дикун</b></color>, і діяв би раніше за <color=#a06e4b><b>Дикуна</b></color> цього раунду, якби був видимим.<br><br>Однак, оскільки зараз хід <color=#a06e4b><b>Дикуна</b></color>, ви зможете завершити його хід до того, як <color=#C53F3F><b>Розбійник</b></color> зможе діяти."
TUTORIAL_2_TEXT_011_3,"Підведіть <color=#a06e4b><b>Дикаря</b></color> досить близько, щоб використати <color=#FADC99><b>Атаку</b></color> верхньої половини карти <nobr><b><color=#f5e3b0>Спікло</color></b></b></nobr> як другу <color=#FADC99><b>дієву дію</b></color> у цьому ході!"
TUTORIAL_2_TEXT_012,"Тепер, коли ви завершили використання карти <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Схопити й Бігти</color></font></b></nobr> для цього ходу, вона <color=#FADC99><b>скидається</b></color> і більше не може бути використана, поки ви не повернете її до руки через відпочинок — про це пізніше.<br><br>А зараз час для <color=#FADC99><b>АТАКИ</b></color>!"
TUTORIAL_2_TEXT_015_1,"Кожного разу, коли ви виконуєте <color=#FADC99><b>АТАКУ</b></color>, з колоди модифікаторів вашого персонажа витягується <color=#FADC99><b>модифікатор атаки</b></color>, і це значення застосовується до вашої <color=#FADC99><b>АТАКИ</b></color>.<br><br>У цьому випадку ви можете побачити над <color=#C53F3F><b>Охоронцем Банди</b></color>, що був витягнутий модифікатор <b><color=#FFA414>+0</color></b>, тому ваша <color=#FADC99><b>АТАКА</b></color> все ще завдає базову шкоду <b>3</b>."
TUTORIAL_2_TEXT_015_2,"У цьому уроці ми маємо тільки <b><color=#FFA414>+0</color></b> модифікатори, щоб спростити розуміння. Ми розглянемо інші <color=#FADC99><b>модифікатори атаки</b></color> пізніше!"
TUTORIAL_2_TEXT_016_1,"Тепер хід <color=#C53F3F><b>Розбійника</b></color>. Як ми бачили раніше на його карті, він планує <color=#FADC99><b>РУХ</b></color>, а потім виконати ближню <color=#FADC99><b>АТАКУ</b></color> на <b>3</b> шкоди.<br><br>Однак, оскільки він уже знаходиться в ближньому діапазоні до <color=#a06e4b><b>Дикуна</b></color>, він просто відмовиться від переміщення і перейде до <color=#FADC99><b>АТАКИ</b></color>."
TUTORIAL_2_TEXT_016_2,"Ой! У той час як монстри завжди отримують шкоду безпосередньо по своїх ОЗ, щоразу, коли персонаж гравця пошкоджений, вам пропонуються три варіанти дій:"
TUTORIAL_2_TEXT_016_3,"По-перше, ви можете просто прийняти шкоду до загального запасу здоров’я вашого персонажа. Однак, якщо воно знизиться до <b>0</b>, цей персонаж <color=#FADC99><b>виснажується</b></color>, що означає, що він більше не може діяти в цьому сценарії.<br><br>Якщо всі ваші найманці <color=#FADC99><b>виснажені</b></color>, ви програєте сценарій!"
TUTORIAL_2_TEXT_016_4,"По-друге, ви можете вибрати <color=#FADC99><b>спалити</b></color> дві скинуті карти здібностей замість отримання шкоди. Якщо ви <color=#FADC99><b>спалюєте</b></color> карту, то вона більше не може бути відновлена відпочинком."
TUTORIAL_2_TEXT_016_5,"Однак, якби ви <color=#FADC99><b>спалили</b></color> дві карти <color=#a06e4b><b>Дикаря</b></color>, то в нього не залишилося б достатньо карт для наступного ходу і він був би <color=#FADC99><b>виснажений</b></color>!"
TUTORIAL_2_TEXT_016_6,"Нарешті, ви можете <color=#FADC99><b>спалити</b></color> одну доступну карту. Ця опція виділена сірим кольором, оскільки всі карти <color=#a06e4b><b>Дикаря</b></color> зараз у скиданні."
TUTORIAL_2_TEXT_016_7,"Зазвичай розумно прийняти шкоду замість <color=#FADC99><b>спалювання</b></color> карт, якщо це можливо, щоб не залишитися без карт для завершення сценарію!<br><br>Наразі давайте просто приймемо три шкоди, оскільки <color=#a06e4b><b>Дикун</b></color> має достатньо здоров’я, щоб вижити."
TUTORIAL_2_TEXT_017,"Тепер хід <color=#C53F3F><b>розбійника</b></color> закінчився. Оскільки він був останнім діючим персонажем, це кінець раунду, починається новий раунд."
TUTORIAL_2_TEXT_018_1,"Під час вибору карт здібностей, якщо у вас є принаймні дві скинуті карти, ви можете здійснити <color=#FADC99><b>Довгий</b></color> або <color=#FADC99><b>Короткий відпочинок</b></color>, щоб відновити деякі з них.<br><br>Усі карти здібностей <color=#a06e4b><b>Дикуна</b></color> зараз скинуті (<color=#FADC99><b>Довгий відпочинок</b></color> не вважається картою), тому йому доведеться відпочити, щоб продовжити."
TUTORIAL_2_TEXT_018_2,"<color=#FADC99><b>перепочинок</b></color> спалить одну випадкову з ваших скинутих карт, втративши її для решти сценарію, але відновить усі інші скинуті карти, перш ніж продовжити свій хід у звичайному режимі - тож ви можете відновити карти, щоб використати їх негайно на цьому ж ходу."
TUTORIAL_2_TEXT_018_3,"<color=#FADC99><b>довгий відпочинок</b></color> займає весь хід і використовується замість вибору двох карт здібностей, даючи персонажу ініціативу <b>99</b>. Тим не менш, ви можете самі вибрати, яку карту спалити, також персонаж виконає дію ""ЛІКУВАННЯ 2"" (на себе), і оновить всі карти предметів!"
