Keys,English [en-GB]
Consoles/GUI_HOTKEY_RETURN_TO_MENU,Return To Menu
Consoles/GUI_HOTKEY_ROTATE_CAMERA,Rotate
Consoles/GUI_HOTKEY_ROTATE_TARGET,Rotate Target
Consoles/GUI_HOTKEY_SELECT,Select
Consoles/GUI_HOTKEY_SELECT_QUEST,Select Quest
Consoles/GUI_HOTKEY_SELL,Sell
Consoles/GUI_HOTKEY_SHOP_BUY_ITEM,Buy Item
Consoles/GUI_HOTKEY_SHOP_CANCEL,Cancel
Consoles/GUI_HOTKEY_SHOP_SELL_ITEM,Sell Item
Consoles/GUI_HOTKEY_SHOW_CARDS,Show Card List
Consoles/GUI_HOTKEY_STARTING_ABILITY_CARDS,Starting Ability Cards
Consoles/GUI_HOTKEY_STARTING_MERCENARY_INFO,Mercenary Info
Consoles/GUI_HOTKEY_STARTING_PERKS,Starting Perks
Consoles/GUI_HOTKEY_SWITCH,Switch
Consoles/GUI_HOTKEY_TIPS,Tips
Consoles/GUI_HOTKEY_UNSELECT,Unselect
Consoles/GUI_HOTKEY_ZOOM_CAMERA,Zoom
Consoles/GUI_IIS_PRESS_ANY_KEY_TO_CONTINUE,Press Any Key to Continue
Consoles/GUI_IIS_PRESS_A_TO_CONTINUE,Press <sprite name=Xbox_A> to Continue
Consoles/GUI_INVENTORY_EQUIPPED_INFO,Equipped
Consoles/GUI_INVENTORY_EQUIPPED_ITEM,Equipped
Consoles/GUI_INVENTORY_OWNED_ITEM,Owned
Consoles/GUI_INVENTORY_SLOT_HEADER_ALL,All Items
Consoles/GUI_INVENTORY_SLOT_HEADER_BODY,Body Items
Consoles/GUI_INVENTORY_SLOT_HEADER_HAND,Hand Items
Consoles/GUI_INVENTORY_SLOT_HEADER_HEAD,Head Items
Consoles/GUI_INVENTORY_SLOT_HEADER_LEG,Leg Items
Consoles/GUI_INVENTORY_SLOT_HEADER_OWNED,Inventory
Consoles/GUI_INVENTORY_SLOT_HEADER_SMALL_ITEMS,Small Items
Consoles/GUI_INVITE_USER,Invite
Consoles/GUI_ITEM_CANNOT_BE_SOLD,Can't be sold
Consoles/GUI_ITEM_OUTOFSTOCK,Out Of Stock
Consoles/GUI_LOAD,Load
Consoles/GUI_MAIN_MENU_LEVEL_EDITOR_TOOLTIP,"<color=#F1DBAE>Level Editor</color>
This option is only usable with Mouse/Keyboard input"
Consoles/GUI_MAIN_MENU_MODDING_TOOLTIP,"<color=#F1DBAE>Modding</color>
This option is only usable with Mouse/Keyboard input"
Consoles/GUI_MAIN_MENU_MULTIPLAYER_HOW_TO_HOST_DESCR_CONSOLE,"<size=+4><sprite name=""Pointer""></size><indent=20>While <color=#F1DBAE>in an existing Gloomhaven saved game</color>,  open the Pause menu and select ""Multiplayer"".
</indent>
<size=+4><sprite name=""Pointer""></size><indent=20>This will open the Multiplayer panel, on which you can <color=#F1DBAE>select ""Host Session""</color> to start a Multiplayer session.

</indent>
<size=+4><sprite name=""Pointer""></size><indent=20><color=#F1DBAE>Invite friends</color> from Steam or reach out to them with a generated invite code (you need to invite a minimum of one player to successfully Host a Multiplayer session).

</indent>
<size=+4><sprite name=""Pointer""></size><indent=20>Players will automatically be assigned a <color=#F1DBAE>Character Role</color> as they join the session. As the Host you can edit how players have been assigned by selecting the Character Roles on the Multiplayer panel.

</indent>
<size=+4><sprite name=""Pointer""></size><indent=20>When in Multiplayer, players can join while on the <color=#F1DBAE>World Map or the Card selection phase</color> inside a Scenario.
</indent>"
Consoles/GUI_MAIN_MENU_MULTIPLAYER_HOW_TO_HOST_DESCR_CONTROLLER,"<size=+4><sprite name=""Pointer""></size><indent=20>While <color=#F1DBAE>in an existing Gloomhaven saved game</color>,  open the Pause menu and select ""Multiplayer"".
</indent>
<size=+4><sprite name=""Pointer""></size><indent=20>This will open the Multiplayer panel, on which you can <color=#F1DBAE>select ""Host Session""</color> to start a Multiplayer session.

</indent>
<size=+4><sprite name=""Pointer""></size><indent=20><color=#F1DBAE>Invite friends</color> or reach out to them with a generated invite code (you need to invite a minimum of one player to successfully Host a Multiplayer session).

</indent>
<size=+4><sprite name=""Pointer""></size><indent=20>When in Multiplayer, players can join while on the <color=#F1DBAE>World Map or the Card selection phase</color> inside a Scenario.
</indent>"
Consoles/GUI_MERCHANT_BUY,Buy
Consoles/GUI_MERCHANT_INVENTORY_TITLE,All Items
Consoles/GUI_MERCHANT_SELL,Sell
Consoles/GUI_MP_ALREADY_INVITED,Already Invited
Consoles/GUI_MULTIPLAYER_CONNECTION_CROSSPLAY_DETECTED,Another platform detected
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_AuthenticationFail,Nintendo Switch Online membership is required
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_CrossplayDisabledByClient,Session is hosted with turned on crossplay option. Please check crossplay option turned on in Options - General
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_CrossplayDisabledByServer,Your platform is not allowed to join this session. Host must have crossplay option turned on in Options - General
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_CurrentUserBlockedByUserInSession,User in session has blocked you
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_DLCDoNotMatchJotl,"Downloadable content was not found on this device:
""Jaws Of The Lion""
Please install needed DLCs to connect to this session."
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_DLCDoNotMatchJotlAndSoloScenarious,"Downloadable content was not found on this device:
""Solo Scenarios""
""Jaws Of The Lion""
Please install needed DLCs to connect to this session."
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_DLCDoNotMatchSoloScenarious,"Downloadable content was not found on this device:
""Solo Scenarios""
Please install needed DLCs to connect to this session."
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_KickedByHost,You were kicked by the host
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_MultiplayerValidationFail,Multiplayer privilege is not available
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_NotEnoughMemory,Not enough memory for host save file
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_Reported,{reporter} has been added {reported} to blocklist
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_SessionCouldNotBeJoined,Session could not be joined
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_SessionShutDown,Session shut down
Consoles/GUI_MULTIPLAYER_CONNECTION_FAILED_UserInSessionBlockedByCurrentUser,User in session in your blocklist
Consoles/GUI_MULTIPLAYER_CROSSPLAY_LOCKED_TOOLTIP,Modded sessions are not available for crossplay. Turn off Crossplay in Options to host a session
Consoles/GUI_MULTIPLAYER_FRIENDS,Friends
Consoles/GUI_MULTIPLAYER_POPUP_CHARACTER_RETIRED_HEADER,{0} Retired!
Consoles/GUI_MULTIPLAYER_POPUP_CHARACTER_RETIRED_MESSAGE,{0}'s Personal Quest Completed:
Consoles/GUI_MULTIPLAYER_POPUP_CITY_ENCOUNTER_HEADER,City Encounter!
Consoles/GUI_MULTIPLAYER_POPUP_CITY_ENCOUNTER_MESSAGE,Go to Gloomhaven:
Consoles/GUI_MULTIPLAYER_POPUP_QUEST_HEADER,Host selected a Quest!
Consoles/GUI_MULTIPLAYER_POPUP_QUEST_MESSAGE,Go to Quest screen:
Consoles/GUI_MULTIPLAYER_SELECT_CONTROL_TITLE,Give Control
Consoles/GUI_MULTIPLAYER_TIP_TITLE,Multiplayer
Consoles/GUI_MULTIPLAYER_USER_AWAY,Away
Consoles/GUI_MULTIPLAYER_USER_INGAME,In-Game
Consoles/GUI_MULTIPLAYER_USER_OFFLINE,Offline
Consoles/GUI_MULTIPLAYER_USER_ONLINE,Online
Consoles/GUI_MULTIPLAYER_VOICE_CHAT,Voice Chat
Consoles/GUI_MULTIPLAYER_VOICE_CHAT_OFF,Off
Consoles/GUI_MULTIPLAYER_VOICE_CHAT_ON,On
Consoles/GUI_MULTIPLAYER_VOICE_PLAYER_MICOPHONE,My microphone
Consoles/GUI_NOTIFICATION_NOT_ENOUGH_MEMORY,Not enough save data size to save the game
Consoles/GUI_NOTIFICATION_NOT_ENOUGH_MEMORY_TITLE,Write save error
Consoles/GUI_NO_DLC_ACTIVATED,No DLC Activated
Consoles/GUI_OK,OK
Consoles/GUI_OPT_AUDIO_HAPTIC_HEADER,Haptic Feedback Settings
Consoles/GUI_OPT_AUDIO_HAPTIC_VIBRATION_EU,Wireless controller vibration strength
Consoles/GUI_OPT_AUDIO_HAPTIC_VIBRATION_US,Wireless controller vibration strength
Consoles/GUI_OPT_AUDIO_HAPTIC_VOLUME_EU,Wireless controller speaker volume
Consoles/GUI_OPT_AUDIO_HAPTIC_VOLUME_US,Wireless controller speaker volume
Consoles/GUI_OPT_AUDIO_UI,UI Volume
Consoles/GUI_OPT_COMBAT_LOG_CROSSPLAY,Crossplay
Consoles/GUI_OPT_CONTROL_SCENARIO_TOGGLE_SPEED,Auto Fast Forward Animations
Consoles/GUI_OPT_GENERAL,General
Consoles/GUI_OPT_INPUT_DEVICE,Input Device
Consoles/GUI_OPT_INVERSE_AXIS,Inverse Axis
Consoles/GUI_OPT_STICK_SENSIBILITY,Stick Sensibility
Consoles/GUI_OPT_SWITCH_SKIP_AND_UNDO_BUTTONS,Switch Skip/Undo buttons
Consoles/GUI_OPT_VIBRATION,Vibration
Consoles/GUI_PC_GAMEPAD_ADDED_BUTTON,Continue with Mouse/Keyboard
Consoles/GUI_PC_GAMEPAD_ADDED_HEADER,New Device (Gamepad) Was Discovered
Consoles/GUI_PC_GAMEPAD_ADDED_TEXT,Please press any key on gamepad to continue playing with it.
Consoles/GUI_PC_GAMEPAD_ADDED_WARNING,Warning - your scene will be shortly reloaded.
Consoles/GUI_PC_GAMEPAD_ADDED_WARNING_CLIENT,Warning - Client disconnection
Consoles/GUI_PC_GAMEPAD_ADDED_WARNING_HOST,Warning - Host disconnection
Consoles/GUI_PC_Gamepad_Gamepad,Gamepad
Consoles/GUI_PC_Gamepad_Header_Connected,Please select device for input
Consoles/GUI_PC_Gamepad_Header_Disconnected,Your gamepad has been disconnected. Please reconnect gamepad or switch to Mouse/Keyboard input
Consoles/GUI_PC_Gamepad_Info_Connected,You can change input device in Options - Controls
Consoles/GUI_PC_Gamepad_Info_Disconnected,"You can change input device in Options - Controls

Reload of the scene will take several seconds"
Consoles/GUI_PC_Gamepad_Mouse_Keyboard,Mouse + Keyboard
Consoles/GUI_PC_PRESS_ENTER,Press Enter
Consoles/GUI_PartyProsperity,Wealth
Consoles/GUI_QUEST_AVAILABLE_REWARD,Available!
Consoles/GUI_QUEST_GROUP_CITY_EVENT,City Encounter
Consoles/GUI_QUEST_SELECTED,Quest Selected
Consoles/GUI_REPORT_PLAYER,Report Player
Consoles/GUI_REPORT_SOFTLOCK,Report Soft Lock
Consoles/GUI_SELECT_QUEST_HOST_ERROR_TIP,Wait for other Players or Return to Single Player mode to Select a Quest
Consoles/GUI_SEND_ERROR_REPORT,Send Error Report
Consoles/GUI_SETTINGS_CONTROLS_ABOUT,About | Tips | Hide UI (HOLD)
Consoles/GUI_SETTINGS_CONTROLS_ALL_CARDS,All Cards
Consoles/GUI_SETTINGS_CONTROLS_ALL_OPTIONS,Options | Menu | Pause
Consoles/GUI_SETTINGS_CONTROLS_BATTLE_LOG,Battle Log
Consoles/GUI_SETTINGS_CONTROLS_HIGHLIGHT,Highlight Interactables (HOLD)
Consoles/GUI_SETTINGS_CONTROLS_HOME,Home
Consoles/GUI_SETTINGS_CONTROLS_MERCENARY_CARDS,Mercenary Cards
Consoles/GUI_SETTINGS_CONTROLS_MOVE_CAMERA,Move Camera | Move List
Consoles/GUI_SETTINGS_CONTROLS_PING_A_TILE,Ping a Tile
Consoles/GUI_SETTINGS_CONTROLS_ROTATE_CAMERA,Rotate Camera
Consoles/GUI_SETTINGS_CONTROLS_SCREENSHOT,Screenshot | Start Video
Consoles/GUI_SETTINGS_CONTROLS_SCREENSHOT_SYSTEM,Screenshot | Start Video (SYSTEM)
Consoles/GUI_SETTINGS_CONTROLS_SELECT,Select | Confirm Selection (HOLD)
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_CARDS,Switch Cards
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_ITEMS,Switch Items
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_ITEMS_SECTION,Switch Items | Switch Section
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_MERCENARY,Switch Mercenary
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_MERCENARY_SELL_BUY,Switch Mercenary | Merchant Filter
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_ROOM,Switch Room
Consoles/GUI_SETTINGS_CONTROLS_SWITCH_SECTION,Switch Section
Consoles/GUI_SETTINGS_CONTROLS_ZOOM_CAMERA,Zoom Camera | Use Scrollbar
Consoles/GUI_SIGNOUT_CONFIRMATION_MESSAGE,You will be signed out from your user profile and will be returned to the sign in screen. Do you want to continue?
Consoles/GUI_SIGNOUT_CONFIRMATION_TITLE,Warning
Consoles/GUI_SIGNOUT_POPUP_MESSAGE,You have been returned to the title home screen because your user profile signed out.
Consoles/GUI_SIGNOUT_POPUP_TITLE,Warning
Consoles/GUI_STREAMING_INSTALL_IN_PROGRESS,Game files are being downloaded right now. Until the download is not complete you are welcome get acquainted with the rules and the game by playing trough Tutorial.
Consoles/GUI_SWITCH_PROFILE,Switch Profile
Consoles/GUI_VERSION,Version: 
Consoles/GUI_VIEW_PROFILE,View Profile
Consoles/GUI_VOICE_CHAT_HEADER_LABEL,Voice Chat
Consoles/GUI_WAIT_FOR_HOST_TIP,Wait for the Host
Consoles/Hatchet_SKIN_ALT,Alternative costume
Consoles/INTRO_CITY_QUEST_CONTROLLER,"You’ve unlocked a City Quest!
You can use {PREVIOUS_SHIELD_TAB} or {NEXT_SHIELD_TAB} to inspect the Town Options and use {UI_SUBMIT} to <color=#EACF8C>select the City Map</color>, or directly selecting Gloomhaven on the World Map or by selecting the new Quest in the Log.   
"
Consoles/Intro_Quest_CONTROLLER,Now might be a good time to go through the Mercs <color=#EACF8C>Ability Cards and Inventory</color> to make sure they are battle ready. In the Quest Description you can see the enemies you’ll face. Inspect their stats by pushing {MOVE_CAMERA_RIGHT}.
Consoles/LEARN_MORE,Learn more
Consoles/LOADING_TIP_CONSOLE_001,Try to take damage to your hit points over burning cards – it's often easier to regain health than recover burned cards.
Consoles/LOADING_TIP_CONSOLE_002,Watch out for traps! You can see them glinting occasionally to help you spot them.
Consoles/LOADING_TIP_CONSOLE_003,You can use Push and Pull abilities to force enemies onto traps.
Consoles/LOADING_TIP_CONSOLE_004,"Look for synergies not only between your cards, but also the cards of your other party members."
Consoles/LOADING_TIP_CONSOLE_005,"Move abilities on the top half of a card and Attack abilities on the bottom half of a card are uncommon, but can be especially useful."
Consoles/LOADING_TIP_CONSOLE_006,You can adjust the difficulty to your liking if you find yourself struggling or craving a challenge.
Consoles/LOADING_TIP_CONSOLE_007,Consider whether you want to act early or late in a round – letting the enemy move towards you first can be advantageous.
Consoles/LOADING_TIP_CONSOLE_008,"To consume elements to augment an ability, click the toggles that appear before confirming targets for the ability."
Consoles/LOADING_TIP_CONSOLE_009,Be prepared for more enemies when you open a door to another room!
Consoles/LOADING_TIP_CONSOLE_010,"Choose your party before travelling – once you are on your way, you can no longer switch out party members."
Consoles/LOADING_TIP_CONSOLE_011,"For those really tough missions in Guildmaster mode, consider seeking a blessing from the Temple beforehand."
Consoles/LOADING_TIP_CONSOLE_012,Guildmaster's Job quests have a chance of spawning a chest – be sure to loot it before finishing the scenario objectives!
Consoles/LOADING_TIP_CONSOLE_013,Be careful when equipping new Items – they'll be bound to that mercenary. You'll have to pay to re-equip them elsewhere.
Consoles/LOADING_TIP_CONSOLE_014,"You can unlock more enhancement types by completing achievements, and more slots per mercenary by exploring the map."
Consoles/LOADING_TIP_CONSOLE_015,Guildmaster's Travel and Job quests scale as you play through the game. Story and Relic quests tend to be tougher!
Consoles/LOADING_TIP_CONSOLE_016,Not all scenarios require all enemies to be killed to be completed – be sure to check your objectives.
Consoles/LOADING_TIP_CONSOLE_017,"Allies can be helpful in scenarios, but are often a little reckless – try to divert attacks from them to keep them alive!"
Consoles/LOADING_TIP_CONSOLE_018,"If you are unsure if you will get to act early or late, consider picking a pair of cards that can be useful regardless of when you get to act."
Consoles/LOADING_TIP_CONSOLE_019,"Observe the enemy moves and learn their decks and abilities. Some creatures are consistently fast and others slow, which is knowledge you can use to your advantage."
Consoles/LOADING_TIP_CONSOLE_020,"Each card half you select for a player character's turn is an action, and is comprised of one or more abilities."
Consoles/LOADING_TIP_CONSOLE_021,"An action with a specified type means that at least one of the abilities within are of that type. For example, a ""Move action"" contains at least one Move ability."
Consoles/LOADING_TIP_CONSOLE_022,"Whenever you Push/Pull X, you must always Push/Pull the target the full amount (unless obstacles/characters prevent further movement), or skip the effect altogether."
Consoles/LOADING_TIP_CONSOLE_023,"Beware that if a Miss (x0) attack modifier is drawn along with a rolling modifier while you have Advantage, the miss will still apply!"
Consoles/LOADING_TIP_CONSOLE_024,Enemies add +1 Attack when attacking a Poisoned <sprite name=Poison> character. A Heal ability will cure Poison but have no other effect.
Consoles/LOADING_TIP_CONSOLE_025,Wound <sprite name=Wound> causes the character to suffer one damage at the start of each of its turns. A Heal ability will cure the Wound.
Consoles/LOADING_TIP_CONSOLE_026,Immobilize <sprite name=Immobilize> prevents a character from performing any Move abilities until the end of their next turn.
Consoles/LOADING_TIP_CONSOLE_027,Disarm <sprite name=Disarm> prevents a character from performing any Attack abilities until the end of their next turn.
Consoles/LOADING_TIP_CONSOLE_028,Stun <sprite name=Stun> prevents a character from performing any actions or using items until the end of their next turn.
Consoles/LOADING_TIP_CONSOLE_029,"Stunned <sprite name=Stun> characters must still select cards for their turn, but they are simply discarded. Long Rests are performed as normal."
Consoles/LOADING_TIP_CONSOLE_030,Muddle <sprite name=Muddle> causes a character to gain Disadvantage on all attacks until the end of their next turn.
Consoles/LOADING_TIP_CONSOLE_031,"Curse <sprite name=Curse> adds a CURSE (x0) card to the target's attack modifier deck. When drawn, the attack deals no damage, and the CURSE is removed from the deck."
Consoles/LOADING_TIP_CONSOLE_032,Invisible <sprite name=Invisible> characters cannot be focused nor targeted by enemies until the end of their next turn. Monsters treat invisible characters as if they were obstacles.
Consoles/LOADING_TIP_CONSOLE_033,Invisible <sprite name=Invisible> characters can still be damaged by non-targeted damage. Invisibility has no effect on interactions with allies.
Consoles/LOADING_TIP_CONSOLE_034,Strengthen <sprite name=Strengthen> grants a character Advantage on all their attacks until the end of their next turn.
Consoles/LOADING_TIP_CONSOLE_035,"Bless <sprite name=Bless> adds a BLESS (x2) card to the target's attack modifier deck. When drawn, the attack deals double damage, and the BLESS is removed from the deck."
Consoles/LOADING_TIP_CONSOLE_036,"Monsters share an attack modifier deck, so if a monster receives a Curse or Bless, it could be another monster that draws that effect!"
Consoles/LOADING_TIP_CONSOLE_037,"Note that abilities that remove negative conditions, such as Cure potions, can not remove Curses from the attack modifier deck."
Consoles/LOADING_TIP_CONSOLE_038,"There is a 10 Curse limit shared between mercenary attack modifier decks, and another separate limit of 10 for the monster attack modifier deck. Trying to add an 11th Curse to any deck will have no effect!"
Consoles/LOADING_TIP_CONSOLE_039,There is a shared 10 Bless limit among all attack modifier decks. Trying to add a Bless to any attack modifier deck while 10 Blesses are already in play will have no effect!
Consoles/LOADING_TIP_CONSOLE_040,Down to only a pair of discarded cards? Short Resting would lead to exhaustion; consider Long Resting and be a meat shield!
Consoles/LOADING_TIP_CONSOLE_041,Stay hydrated!
Consoles/LOADING_TIP_CONSOLE_042,"If a non-aggressive character is attempting to move to a location but the route is blocked, then that character will not move."
Consoles/LOADING_TIP_CONSOLE_043,"It's up to you whether to have 2, 3 or 4 mercenaries in your party – the difficulty of a scenario will scale based on how many you bring along."
Consoles/LOADING_TIP_CONSOLE_044,"Choices made during Road and City Events can affect the world, potentially causing new quests and events to become available."
Consoles/LOADING_TIP_CONSOLE_045,"Unlike normal chests, you do not get to keep quest items looted from Ornate Chests if you fail the scenario."
Consoles/LOADING_TIP_CONSOLE_046,"Summons can only be summoned onto empty hexes - traps, difficult terrain and even gold will block summons!"
Consoles/OVERWRITE_EXISTING_LOCAL_SAVE,A private save with this name already exists. Do you want to overwrite the existing private save with the current state of game?
Consoles/OVERWRITE_SAVE_BUTTON,Overwrite Private Save
Consoles/OVERWRITE_SAVE_TITLE,Overwrite Private Save
Consoles/RedGuard_SKIN_ALT,Alternative skin
Consoles/SCENARIO_PUZZLE_4A_03,"By the way, if you're struggling to make out objects and enemies in the undergrowth, you can press {HIGHLIGHT} to highlight them.

You can also see the turn order of monsters of the same class this way. They will all get the same <b>initiative</b> from the card drawn for their class, but the actual order per monster on that class' turn is determined by their ID numbers. Lower numbers act first!"
Consoles/SCENARIO_PUZZLE_5B_ROTATE_MESSAGE,I’ll leave you to finish off the rest of these bad guys. Did you know you can rotate the shape of an Area Effect by pressing {UI_RETRY}? 
Consoles/TUTORIAL_1_ABILITY_CARDS_AVAILABLE_MESSAGE,"In this tutorial, the <color=#a06e4b><b>Brute</b></color> has just two cards at his disposal, as you can see highlighted on the left: <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>, <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr>."
Consoles/TUTORIAL_1_ABILITY_CARDS_INFO_MESSAGE,"In <b>Gloomhaven</b>, you control a party of mercenaries, each equipped with a deck of <color=#FADC99><b>Ability Cards</b></color>. These cards are how your mercenaries will explore dungeons, fight enemies and loot treasure.

At the beginning of each round, the first thing to do is to select two cards for each mercenary to use on their turn."
Consoles/TUTORIAL_1_CLICK_CONFIRM_ATTACK_TITLE,Press the Confirm Targets button to attack!
Consoles/TUTORIAL_1_CLICK_CONFIRM_MOVEMENT_TITLE,Press the Confirm Movement button to continue
Consoles/TUTORIAL_1_CLICK_END_SELECTION_TITLE,Press End Selection to continue
Consoles/TUTORIAL_1_CLICK_END_TURN,Press End Turn to continue
Consoles/TUTORIAL_1_CLICK_OPEN_DOOR_TITLE,Press the Open Door button to confirm the move
Consoles/TUTORIAL_1_ENEMY_ROUND_INFO_MESSAGE,"Whilst hovered, you can see the <color=#C53F3F><b>Bandit</b></color>'s intentions this round: he plans to <color=#FADC99><b>Move</b></color> and <color=#FADC99><b>Attack</b></color>!"
Consoles/TUTORIAL_1_ENEMY_ROUND_INFO_MESSAGE_CONTROLLER,"Whilst focused, you can see the <color=#C53F3F><b>Bandit</b></color>'s intentions this round: he plans to <color=#FADC99><b>Move</b></color> and <color=#FADC99><b>Attack</b></color>!"
Consoles/TUTORIAL_1_FIRST_ENEMY_MESSAGE,"This room contains your first enemy, a <color=#C53F3F><b>Bandit Guard</b></color>! Like player characters, monsters also select actions for their turn - let's find out what this <color=#C53F3F><b>Bandit</b></color> is planning to do this round by selecting it in top panel."
Consoles/TUTORIAL_1_FIRST_ENEMY_MESSAGE_CONTROLLER,"This room contains your first enemy, a <color=#C53F3F><b>Bandit Guard</b></color>! Like player characters, monsters also select actions for their turn - let's find out what this <color=#C53F3F><b>Bandit</b></color> is planning to do this round by focusing over his portrait in the top panel."
Consoles/TUTORIAL_1_GRAB_AND_GO_FINISHED_MESSAGE,"Now that you've finished using <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr> for the turn, it is <color=#FADC99><b>discarded</b></color> and no longer usable until you return it to hand via resting – more on that later.

For now, time to <color=#FADC99><b>Attack</b></color>!"
Consoles/TUTORIAL_1_HOVER_ENEMY_TITLE,Select the Bandit's portrait in the Initiative Tracker at the top of the screen
Consoles/TUTORIAL_1_HOVER_ENEMY_TITLE_CONTROLLER,Hover over the Bandit's portrait in the Initiative Tracker at the top of the screen
Consoles/TUTORIAL_1_INITIATIVE_INFO_MESSAGE,"See how the '<b>?</b>' next to the <color=#a06e4b><b>Brute</b></color>'s portrait at the top of the screen has changed into a number? This shows his <color=#FADC99><b>initiative</b></color>. 

The number next to the <color=#FADC99><b>first card you select</b></color> determines the character's <color=#FADC99><b>initiative</b></color> for the round. The lower the number, the earlier in the round the character will act."
Consoles/TUTORIAL_1_INITIATIVE_TURN_OF_MOVES_MESSAGE,"Notice how this <color=#C53F3F><b>Bandit</b></color> has a lower <color=#FADC99><b>initiative</b></color> than the <color=#a06e4b><b>Brute</b></color>, and would have acted before the <color=#a06e4b><b>Brute</b></color> this round had he been visible. 

As it is currently the <color=#a06e4b><b>Brute</b></color>’s turn however, you'll get to finish his turn before the <color=#C53F3F><b>Bandit</b></color> can act."
Consoles/TUTORIAL_1_MOVE_CLOSE_MESSAGE,"Let's get the <color=#a06e4b><b>Brute</b></color> close enough to use the <color=#FADC99><b>Attack</b></color> on <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b>'s</nobr> top half as the second <color=#FADC99><b>action</b></color> for the turn!"
Consoles/TUTORIAL_1_MOVE_INFO_MESSAGE,"There's nothing for the <color=#a06e4b><b>Brute</b></color> to do in this room, so you'll want to proceed through the door to see what lies beyond with a <color=#FADC99><b>Move</b></color> ability. 

<nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b>'s</nobr> bottom half lets the <color=#a06e4b><b>Brute</b></color> move four hexes, which is enough to get through the door. Let's use that!"
Consoles/TUTORIAL_1_SELECT_BANDIX_HEX_TITLE,Select the Bandit Guard as the target for the attack
Consoles/TUTORIAL_1_SELECT_BOTTOM_AND_TOP_ACTION_MESSAGE,"...or the bottom half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr> and the top half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>."
Consoles/TUTORIAL_1_SELECT_BOTTOM_GRAB_AND_GO_TITLE,Select the bottom half of Grab and Go
Consoles/TUTORIAL_1_SELECT_DOOR_HEX_TITLE,Select the highlighted doorway hex
Consoles/TUTORIAL_1_SELECT_GRAB_AND_GO_TITLE,Select Grab and Go
Consoles/TUTORIAL_1_SELECT_NEXT_HEX_BANDIT_TITLE,Select the highlighted hex next to the Bandit
Consoles/TUTORIAL_1_SELECT_TOP_AND_BOTTOM_ACTION_MESSAGE,"For example, here you can choose either the top half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr> and the bottom half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>..."
Consoles/TUTORIAL_1_SELECT_TOP_OF_TRAMPLE_TITLE,Select the top half of Trample
Consoles/TUTORIAL_1_SELET_TRAMPLE_TITLE,Select Trample
Consoles/TUTORIAL_1_USE_ACTION_INFO_MESSAGE,"Now it is the <color=#a06e4b><b>Brute</b></color>'s turn, time to choose some <color=#FADC99><b>actions</b></color>. Each half of a card represents an <color=#FADC99><b>action</b></color>, comprised of one or more <color=#FADC99><b>abilities</b></color>.
You get to use two <color=#FADC99><b>actions</b></color> per turn, and you can pick any of the four card halves on the left to use as your first <color=#FADC99><b>action</b></color> – but note that you must then use the opposite side of the other card for your second."
Consoles/TUTORIAL_1_VIEW_CONTROLS_MESSAGE,"Before we get to the action, you’ll want to acquaint yourself with how to adjust your view of the battlefield, so let’s go over the camera controls.
<align=center><b>L-stick</b><color=#CCCCCC> - Pan camera</color>
<line-height=20%>
<line-height=100%><b>R-stick left/right</b><color=#CCCCCC> - Rotate camera left/right</color>
<line-height=20%>
<line-height=100%><b>Right-stick top/down</b><color=#CCCCCC> - Zoom camera in/out

You can also rotate the camera by dragging your mouse with the middle mouse button held.</color></align>

</color>Try them out now and press Continue when you're ready to move on."
