Keys,"English [en-GB]"
ITEM_NAME_PoisonDagger,"Poison Dagger"
ITEM_NAME_PowerCore,"Power Core"
ITEM_NAME_ProtectiveCharm,"Protective Charm"
ITEM_NAME_ReapingScythe,"Reaping Scythe"
ITEM_NAME_RemoteSpider,"Remote Spider"
ITEM_NAME_ResonantCrystal,"Resonant Crystal"
ITEM_NAME_RingofBrutality,"Ring of Brutality"
ITEM_NAME_RingofHaste,"Ring of Haste"
ITEM_NAME_RingofSkulls,"Ring of Skulls"
ITEM_NAME_RobesofEvocation,"Robes of Evocation"
ITEM_NAME_RobesofSummoning,"Robes of Summoning"
ITEM_NAME_RocketBoots,"Rocket Boots"
ITEM_NAME_SacrificialRobes,"Sacrificial Robes"
ITEM_NAME_ScrollofHealing,"Scroll of Healing"
ITEM_NAME_ScrollofPower,"Scroll of Power"
ITEM_NAME_ScrollofStamina,"Scroll of Stamina"
ITEM_NAME_SecondChanceRing,"Second Chance Ring"
ITEM_NAME_SecondSkin,"Second Skin"
ITEM_NAME_SereneSandals,"Serene Sandals"
ITEM_NAME_ShadowArmor,"Shadow Armor"
ITEM_NAME_ShoesofHappiness,"Shoes of Happiness"
ITEM_NAME_SkullbaneAxe,"Skullbane Axe"
ITEM_NAME_SkullofHatred,"Skull of Hatred"
ITEM_NAME_SphereofMidnight,"Sphere of Midnight"
ITEM_NAME_SpikedShield,"Spiked Shield"
ITEM_NAME_Splintmail,"Splintmail"
ITEM_NAME_StaffofElements,"Staff of Elements"
ITEM_NAME_StaffofEminence,"Staff of Eminence"
ITEM_NAME_StaffofSummoning,"Staff of Summoning"
ITEM_NAME_StaffofXorn,"Staff of Xorn"
ITEM_NAME_StarEarring,"Star Earring"
ITEM_NAME_SteamArmor,"Steam Armor"
ITEM_NAME_SteelRing,"Steel Ring"
ITEM_NAME_SteelSabatons,"Steel Sabatons"
ITEM_NAME_StormBlade,"Storm Blade"
ITEM_NAME_StuddedLeather,"Studded Leather"
ITEM_NAME_StunPowder,"Stun Powder"
ITEM_NAME_SunEarring,"Sun Earring"
ITEM_NAME_SuperHealingPotion,"Super Healing Potion"
ITEM_NAME_SwordedgeArmor,"Swordedge Armor"
ITEM_NAME_TelescopicLens,"Telescopic Lens"
ITEM_NAME_ThiefsHood,"Thief's Hood"
ITEM_NAME_TowerShield,"Tower Shield"
ITEM_NAME_TremorBlade,"Tremor Blade"
ITEM_NAME_UnstableExplosives,"Unstable Explosives"
ITEM_NAME_VersatileDagger,"Versatile Dagger"
ITEM_NAME_VolatileBomb,"Volatile Bomb"
ITEM_NAME_WallShield,"Wall Shield"
ITEM_NAME_WandofBrilliance,"Wand of Brilliance"
ITEM_NAME_WandofDarkness,"Wand of Darkness"
ITEM_NAME_WandofFrost,"Wand of Frost"
ITEM_NAME_WandofInfernos,"Wand of Infernos"
ITEM_NAME_WandofStorms,"Wand of Storms"
ITEM_NAME_WandofTremors,"Wand of Tremors"
ITEM_NAME_WarHammer,"War Hammer"
ITEM_NAME_WaveCrest,"Wave Crest"
ITEM_NAME_WeightedNet,"Weighted Net"
ITEM_NAME_WingedShoes,"Winged Shoes"
Immobilize,"IMMOBILIZE"
ImmobilizeShort,"IMMOBILIZE"
Immovable,"IMMOVABLE"
Immunities,"Immunities"
ImmunityTo,"Immunity to"
ImprovedShortRest,"Short Rest has Long Rest's benefits next round"
Infiltrator,"Infiltrator"
Infuse,"Infuse"
Init,"Init."
Initiative,"Initiative"
Innate,"Innate"
InoxArcher,"Inox Archer"
InoxArcherElite,"Inox Archer Elite"
InoxBodyguard,"Inox Bodyguard"
InoxGuard,"Inox Guard"
InoxGuardElite,"Inox Guard Elite"
InoxShaman,"Inox Shaman"
InoxShamanElite,"Inox Shaman Elite"
Intro_AbilityCardPanel_1,"Mercenaries will unlock new and more powerful Ability Cards each time they Level Up.
Look for <color=#EACF8C>synergies between Ability Cards</color> and adapt your hand depending on the enemies types you'll be facing.
Having the right cards against the right enemies might just keep you alive."
Intro_AbilityCardPanel_2,"On the Ability Panel you can <color=#EACF8C>edit the deck of cards</color> you take to a Dungeon. Each Mercenary has a different amount of cards they can carry and can only go adventuring with a fully equipped hand. Hover over the Abilities to view their full description."
Intro_BattleGoals,"Before entering a Dungeon, each Mercenary must <color=#EACF8C>choose one out of two Battle Goals</color>.
A Battle Goal is a secret objective the Mercenary tries to complete inside the Dungeon. Failing it has no drawback, but successfully completing it and the Scenario will earn the character the rewards shown."
Intro_CityQuest,"You've unlocked a <color=#EACF8C>City Quest</color>!
You can access it by clicking on Gloomhaven, the City Map button or clicking on the new Quest in the Log."
Intro_CityQuest_CONTROLLER,"You’ve unlocked a City Quest!
You can use {UI_PREVIOUS_TAB} or {UI_NEXT_TAB} to inspect the Town Options and use {UI_SUBMIT} to <color=#EACF8C>select the City Map</color>, or directly selecting Gloomhaven on the World Map or by selecting the new Quest in the Log.   
"
Intro_Enchantress,"This screen allows you to add Enhancements to all of your abilities. Select the Ability, then the Enhancement Slot, and then the Enhancement you wish to add to that slot. Be aware that different Enhancements cost a different base amount, and that cost is modified by the number of Enhancements already on the card and the type of ability it is. When you remove an Enhancement, you recover 75% of its full original cost."
Intro_EquipmentPanel,"In the Equipment Panel you'll find the <color=#EACF8C>different types of items</color> a Mercenary can carry. Clicking on an item slot will display all the items of that type the Mercenary owns.
If the item slot is displayed in grey, it means you currently have no items of that type."
Intro_EquipmentPanel_CONTROLLER,"In the Equipment Panel you’ll find the <color=#EACF8C>different types of items</color> a Mercenary can carry. Selecting an item slot will display all the items of that type the Mercenary owns.
If the item slot is displayed in grey, it means the Mercenary currently has no items of that type.
"
Intro_ItemDesign,"You've found a new Item Design!
When you find an Item Design the item becomes <color=#EACF8C>available in the Merchant's Shop</color>."
Intro_LevelUp_1,"Good job on Levelling Up!
Each time a Mercenary levels up you'll <color=#EACF8C>choose one of two new, more powerful Ability Cards</color>. The Card you don't choose will still be available to pick the next time the Merc Level's Up.
Levelling Up also unlock a new Perk for the Mercenary."
Intro_LevelUp_2,"As the Mercenaries in the party Level Up, so will the <color=#EACF8C>Party's general Level</color>. This value is used to determine enemy strength, trap damage and the value of Loot in Dungeons.
You didn't expect things to get easier, did you?"
Intro_LevelUp_3,"The new Ability Card has been added to the Merc's Ability Panel. 
<color=#EACF8C>Don't forget to equip it</color> if you intend to use it in the next Dungeon!"
Intro_LinkedQuest,"Occasionally you'll come across Linked Quests.
Linked Quests share a narrative arc and are encouraged to be completed one after the other. By going directly to the Linked Quest you will <color=#EACF8C>avoid running into Road Encounters</color>.
If you prefer, you can return to Gloomhaven by clicking on its location on the Map.
Remember, while outside of Gloomhaven, you cannot buy or sell items, Level Up, Create new Mercenaries or Retire current ones."
Intro_LinkedQuests_CONTROLLER,"Occasionally you’ll come across Linked Quests.
Linked Quests share a narrative arc and are encouraged to complete one after the other. By going directly to the Liked Quest you will <color=#EACF8C>avoid running into Road Encounters</color>. 
If you prefer, you can return to Gloomhaven by selecting its location on the Map.
Remember, while outside of Gloomhaven, you cannot buy or sell items, Level Up, create New Mercenaries or Retire current ones."
Intro_Merchant,"Remember, each Mercenary has his or her own stash of Gold and a personal Inventory, so make sure you <color=#EACF8C>click on the right Mercenary's portrait</color> before you purchase an item."
Intro_Merchant_CONTROLLER,"Remember, each Mercenary has their own stash of gold and a personal Inventory, so make sure you <color=#EACF8C>select the right Mercenary’s portrait</color> before you purchase an item."
Intro_PerkCheck,"Collecting <color=#EACF8C>three Perk Points will unlock a Perk</color>. Perks are very handy as they allow you to edit a Mercenary's Attack Modifier Deck."
Intro_PerksPanel_1,"You've unlocked a Perk - nicely done, they are not easy to come by!
Successfully completing a Dungeon and the chosen Battle Goal Rewards the Merc with Perk Points, and collecting three of these will <color=#EACF8C>unlock a Perk</color>.
You can also unlock a Perk by levelling up a Mercenary."
Intro_PerksPanel_2,"Perks allow you to <color=#EACF8C>alter a Mercenary's Attack Modifier deck</color> by adding new, more powerful Modifiers and removing some of those nasty negative ones that keep creeping up in combat."
Intro_PersonalItem,"You have found a <color=#EACF8C>Personal Item</color>! Personal Items are powerful relics that can <color=#EACF8C>only be gained by completing Solo Quests</color>. Each Personal Item is linked to a specific Mercenary and therefore cannot be transferred to another Merc and neither can they be sold.
"
Intro_PersonalQuest_1,"A Personal Quest is the Mercenary's <color=#EACF8C>sole reason for adventuring</color>.
Once the objective is complete, the Merc will retire.
<color=#EACF8C>Beware</color> - when Mercenaries retire they will no longer be a playable character."
Intro_PersonalQuest_2,"Though farewells can often be bitter, sometimes things have to move on to give way to new horizons.
Completing Personal Quests and retiring Mercenaries is the primary route to <color=#EACF8C>unlocking new Character Classes</color>."
Intro_Prosperity,"Gloomhaven's Prosperity has been influenced by your actions. Once enough Prosperity is gained, Gloomhaven's Wealth will increase.
Increasing Gloomhaven Wealth will unlock <color=#EACF8C>new items in the Merchant's Shop</color> and will allow you to create new characters of a level equal or lower to the current Gloomhaven Wealth."
Intro_Quest,"Now might be a good time to go through the mercenaries' <color=#EACF8C>Ability Cards and Inventory</color> to make sure they are battle ready. In the Quest Description you can see the enemies you'll face. Hovering over them will reveal their stats."
Intro_Quest_CONTROLLER,"Now might be a good time to go through the Mercs <color=#EACF8C>Ability Cards and Inventory</color> to make sure they are battle ready. In the Quest Description you can see the enemies you’ll face. Inspect their stats by pushing ""RS""."
Intro_Reputation,"The party's Reputation has been influenced by your actions. <color=#EACF8C>Reputation will influence the cost of items</color> in the Merchant's Shop and the outcome of certain Encounters. Good deeds are often rewarded, but they can be so much less fun... The choice is yours."
Intro_Temple_1,"Mercenaries will be Blessed every time they give a Donation of 10 gold to the Temple of the Great Oak.
A Blessed Mercenary will <color=#EACF8C>gain two additional x2 Attack Modifiers</color> in the next Dungeon."
Intro_Temple_2_CONTROLLER,"Remember, each Mercenary has their own stash of gold, so make sure you <color=#EACF8C>select the right Mercenary’s portrait</color> before you donate to the Temple."
Intro_Temple_2_SplitGold,"Remember, each Mercenary has his or her own stash of Gold and a personal Inventory, so make sure you <color=#EACF8C>click on the right Mercenary's portrait</color> before you Donate to the Temple."
Invisible,"INVISIBLE"
InvisibleShort,"INVISIBLE"
IronBeast,"Iron Beast"
Ironbell,"Ironbell"
Ironbell_DESCR,"This small fort holds the Iron Bell, an ancient warning system not used for centuries. It was used to warn Keyport of raiders travelling up from the southern marshes."
IronwoodCamp,"Ironwood Camp"
Item,"Item"
Item_AmuletOfLife,"During your turn, perform a <nobr>""Heal <sprite name=Heal> 1,</nobr> Self"" action."
Item_AncientDrill,"During your melee attack, add <nobr>+2 Attack <sprite name=Attack></nobr> and <nobr>PIERCE <sprite name=Pierce> 2</nobr> to the entire Attack action."
Item_BalancedBlade,"Whenever you use the default top of an ability card, perform an <nobr>""Attack <sprite name=Attack> 4""</nobr> instead of an <nobr>""Attack <sprite name=Attack> 2""</nobr> action."
Item_BattleAxe,"During your single-target melee attack action, turn the attack into the following:                                                                                                                                                                             "
Item_BlackCard_1,"Choose one adjacent normal or elite enemy."
Item_BlackCard_2,"Add <nobr>+1 Attack <sprite name=Attack></nobr> to all your attacks targeting this enemy."
Item_BlackCard_ActiveText,"{0} adds <nobr>+1 Attack <sprite name=Attack></nobr> to all attacks targeting the chosen enemy."
Item_BlackCenser,"During your turn, <nobr>MUDDLE <sprite name=Muddle></nobr> all enemies within <nobr>Range <sprite name=Range> 2.</nobr>"
Item_BlackKnife,"During your melee attack, add <nobr>CURSE <sprite name=Curse></nobr> to a single attack."
Item_BlinkingCape,"During your turn, perform a <nobr>""Move <sprite name=Move> 4,</nobr> <nobr>Jump <sprite name=Jump>""</nobr> action."
Item_BloodyAxe,"During your melee attack, suffer 2 damage to add <nobr>+1 Attack <sprite name=Attack></nobr> to the entire Attack action."
Item_BootsOfDashing,"During your movement, add <nobr>+3 Move <sprite name=Move></nobr> to a single movement."
Item_BootsOfLevitation,"Gain Flying."
Item_BootsOfQuickness,"At the beginning of a round, after all ability cards have been revealed, increase or decrease your leading initiative value by 20."
Item_BootsOfSpeed,"At the beginning of a round, after all ability cards have been revealed, increase or decrease your leading initiative value by 10."
Item_BootsOfSprinting,"During your movement, add <nobr>+4 Move <sprite name=Move></nobr> to a single movement."
Item_BootsOfStriding,"During your movement, add <nobr>+2 Move <sprite name=Move></nobr> to a single movement."
Item_BrilliantBlade,"During your melee attack, <sprite name=ConsumeLight> to add <nobr>+2 Attack <sprite name=Attack></nobr> to a single attack."
Item_ChainHood,"While you are adjacent to three or more monsters, gain <nobr>Shield <sprite name=Shield> 1. </nobr> "
Item_Chainmail,"On the next three sources of damage from attacks targeting you, gain <nobr>Shield <sprite name=Shield> 1. </nobr>"
Item_CircletOfElements,"During your turn, <sprite name=ConsumeAny> to create any element."
Item_CloakOfInvisibility,"During your turn, gain <nobr>INVISIBLE <sprite name=Invisible>.</nobr>"
Item_CloakOfPhasing,"Gain Flying. While occupying an obstacle hex, you are considered <nobr>INVISIBLE <sprite name=Invisible>.</nobr> and cannot attack."
Item_CloakOfPockets,"You can carry two additional <sprite name=InvSmallItem> items."
Item_ComfortableShoes,"Whenever you use the default bottom of an ability card, perform a <nobr>""Move <sprite name=Move> 3""</nobr> instead of a <nobr>""Move <sprite name=Move> 2""</nobr> action."
Item_CrystalOfZenith,"At the end of your turn, if adjacent to The Colorless, you may consume this item to deal damage to The Colorless equal to twice the number of Mercenaries in the party."
Item_CuriousGear,"During your turn, disarm all traps within <nobr>Range <sprite name=Range> 2.</nobr>"
Item_DampeningRing,"During your turn, consume up to two elements for no effect."
Item_DoomPowder,"During your attack, add <nobr>STUN <sprite name=Stun></nobr>, <nobr>POISON <sprite name=Poison>,</nobr> and <nobr>CURSE <sprite name=Curse></nobr> to a single attack."
Item_DoomedCompass,"During your turn, force an enemy within <nobr>Range <sprite name=Range> 5</nobr> to perform a <nobr>""Move <sprite name=Move> 2""</nobr> action with you controlling the action."
Item_DrakescaleArmor,"You are immune to POISON <sprite name=Poison> and WOUND <sprite name=Wound>"
Item_DrakescaleBoots,"You are unaffected by difficult and hazardous terrain."
Item_DrakescaleHelm,"Whenever you gain MUDDLE <sprite name=Muddle>, gain STRENGTHEN <sprite name=Strengthen> instead."
Item_EagleEyeGoggles,"During your attack, gain Advantage on the entire Attack action."
Item_EmpoweringTalisman,"During your turn, <nobr>Refresh <sprite name=Refresh></nobr> one of your consumed <sprite name=InvSmallItem> items."
Item_EnduranceFootwraps,"If you move 4 or more hexes on your turn, perform a <nobr>""Heal <sprite name=Heal> 1, Self""</nobr> action."
Item_FalconFigurine,"Summon Jade Falcon"
Item_FleaBittenShawl,"You are considered to have an initiative of 99 for the purpose of enemy focusing."
Item_FrigidBlade,"During your melee attack, <sprite name=ConsumeIce> to add <nobr>+2 Attack <sprite name=Attack></nobr> to a single attack."
Item_FueledFalchion,"During your single-target melee attack, the target and all enemies adjacent to the target suffer 1 damage."
Item_GiantRemoteSpider,"During your turn, perform a <nobr>""Loot <sprite name=Loot> 1""</nobr> action."
Item_Halberd,"During your single-target melee attack action, you can attack any single enemy within 2 hexes."
Item_HawkHelm,"During your ranged attack, add <nobr>+1 Range <sprite name=Range></nobr> to your entire Attack action."
Item_HeartOfTheBetrayer,"During your turn, force one enemy within <nobr>Range <sprite name=Range> 3</nobr> to perform an <nobr>Attack <sprite name=Attack> +0</nobr>, <nobr>Range<sprite name=Range> +0</nobr> action with you controlling the action."
Item_HeaterShield,"When damaged by an attack, gain <nobr>Shield <sprite name=Shield> 1 </nobr>for the attack."
Item_HeavyBasinet,"You are immune to STUN <sprite name=Stun> and MUDDLE <sprite name=Muddle>"
Item_HeavyGreaves,"You are immune to all forced movement caused by either enemies or scenario mechanics"
Item_HelixRing,"During your turn,<sprite name=ConsumeLight><sprite name=ConsumeDark> to perform a <nobr>""Heal <sprite name=Heal> 25, Self""</nobr> action."
Item_HelmOfTheMountain,"When attacked, if <sprite name=Earth> is Strong, IMMOBILIZE <sprite name=Immobilize> the attacker."
Item_HideArmor,"On the next two sources of damage from attacks targeting you, gain <nobr>Shield <sprite name=Shield> 1. </nobr>"
Item_HookedChain,"During your ranged attack, add <nobr>PULL <sprite name=Pull> 2</nobr> to the entire attack action."
Item_HornedHelm,"After moving 4 or more hexes on your turn, add <nobr>+1 Attack <sprite name=Attack></nobr> to your next melee attack this turn."
Item_InfernoBlade,"During your melee attack, <sprite name=ConsumeFire> to add <nobr>+2 Attack <sprite name=Attack></nobr> to a single attack."
Item_IronHelmet,"When attacked, consider any x2 attack modifier card the enemy draws to be a +0 instead."
Item_JaggedSword,"During your melee attack, add <nobr>WOUND <sprite name=Wound></nobr> to a single attack."
Item_LeatherArmor,"<size=80%>The next two times you are attacked, the attacker gains Disadvantage on the attack."
Item_LongSpear,"During your single-target melee attack action, turn the attack into the following:"
Item_LuckyEye,"During your turn, <nobr>STRENGTHEN <sprite name=Strengthen></nobr> yourself and all adjacent allies."
Item_MagmaWaders,"Ignore the damaging effects of hazardous terrrain. Once per turn on first entering hazardous terrain, you may perform a ""Heal 2, Self"" action."
Item_MajorCurePotion,"During your turn, remove all negative conditions on yourself.  This can be used while you have <nobr>Stun <sprite name=Stun>.</nobr>"
Item_MajorHealingPotion,"During your turn, perform a <nobr>""Heal <sprite name=Heal> 5,</nobr> Self"" action."
Item_MajorManaPotion,"During your turn, create any two elements."
Item_MajorPowerPotion,"During your attack, add <nobr>+2 Attack <sprite name=Attack></nobr> to your entire Attack action."
Item_MajorStaminaPotion,"During your turn, <nobr>Recover <sprite name=Recover></nobr> up to two of your discarded cards."
Item_MaskOfTerror,"During your melee attack, add <nobr>PUSH <sprite name=Push> 1.</nobr>"
Item_MinorCurePotion,"During your turn, remove one negative condition on yourself.  This can be used while you have <nobr>Stun <sprite name=Stun>.</nobr>"
Item_MinorHealingPotion,"During your turn, perform a <nobr>""Heal <sprite name=Heal> 3,</nobr> Self"" action."
Item_MinorManaPotion,"During your turn, create any element."
Item_MinorPowerPotion,"During your attack, add <nobr>+1 Attack <sprite name=Attack></nobr> to your entire Attack action."
Item_MinorStaminaPotion,"During your turn, <nobr>Recover <sprite name=Recover></nobr> up to one of your discarded cards."
Item_MoonEarring,"During your turn, <nobr>Refresh <sprite name=Refresh></nobr> all of your spent items."
Item_MountainHammer,"Item_MountainHammer PLACEHOLDER"
Item_MountainHammer_1,"Summon Warrior Spirit"
Item_MountainHammer_2,"HP: 4 Move: 1"
Item_MountainHammer_3,"Attack: 3 Range: -"
Item_NecklaceOfTeeth,"Any time you kill an enemy during your turn, perform a <nobr>""Heal <sprite name=Heal> 1, Self""</nobr> action."
Item_NightBlade,"During your melee attack, <sprite name=ConsumeDark> to add <nobr>+2 Attack <sprite name=Attack></nobr> to a single attack."
Item_OccultDagger,"During your attacks against the Harvester, gain <nobr>Pierce <sprite name=Pierce> 4.</nobr>"
Item_OrbOfDawn,"During your turn, consume <nobr>Dark <sprite name=ConsumeDark> to infuse <nobr>Light <sprite name=Light>."
Item_OrbOfTwilight,"During your turn, consume <nobr>Light <sprite name=ConsumeLight></nobr> to infuse <nobr>Dark <sprite name=Dark></nobr>."
Item_PendantOfDarkPacts,"During your turn, <nobr>Refresh <sprite name=Refresh></nobr> two of your consumed <sprite name=InvSmallItem> items. Gain <nobr>Curse<sprite name=Curse></nobr>."
Item_PiercingBow,"During your ranged attack, ignore all Shield values for the entire Attack action."
Item_Platemail,"On the next five sources of damage from attacks targeting you, gain <nobr>Shield <sprite name=Shield> 1. </nobr>"
Item_PoisonDagger,"During your melee attack, add <nobr>POISON<sprite name=Poison></nobr> to a single attack."
Item_PowerCore,"Item_PowerCore PLACEHOLDER"
Item_ProtectiveCharm,"You are immune to POISON <sprite name=Poison> and WOUND <sprite name=Wound>"
Item_ReapingScythe,"During your single-target melee attack action, turn the attack into the following:"
Item_RemoteSpider,"During your turn, <nobr>POISON <sprite name=Poison></nobr> all adjacent enemies."
Item_ResonantCrystal,"During your turn, destroy an adjacent obstacle."
Item_RingOfBrutality,"At the end of your turn, play one card from your hand and immediately perform the top action of the card."
Item_RingOfHaste,"At the end of your turn, play one card from your hand and immediately perform the bottom action of the card."
Item_RingOfSkulls,"Summon Skeleton"
Item_RobesOfEvocation,"During your attack <sprite name=ConsumeAny> to add <nobr>+1 Attack <sprite name=Attack></nobr>  to the entire Attack action."
Item_RobesOfSummoning,"During your turn, perform a ""<nobr>Heal <sprite name=Heal> 2, target any summoned ally"" action."
Item_RocketBoots,"During your movement, add <nobr>+3 Move <sprite name=Move></nobr> and <nobr>Jump <sprite name=Jump></nobr> to a single movement."
Item_SacrificialRobes,"During your ranged attack, suffer 3 damage to add <nobr>+1 Attack <sprite name=Attack></nobr> to the entire Attack action."
Item_ScrollOfHealing,"During your turn, perform a ""<nobr>Heal <sprite name=Heal> 3,</nobr> <nobr>Range <sprite name=Range> 5""</nobr> action."
Item_ScrollOfPower,"During an ally's attack add <nobr>+1 Attack <sprite name=Attack></nobr> to their entire Attack action."
Item_ScrollOfStamina,"During your turn, an ally within <nobr>Range <sprite name=Range> 5</nobr> may <nobr>Recover <sprite name=Recover></nobr> up to two of their discarded cards."
Item_SecondChanceRing,"At the end of your turn, play two cards from your hand and perform an additional turn this round based on your new leading initiative (which must be later than your current initiative)"
Item_SecondSkin,"Remove two -1 from your attack modifier deck."
Item_SereneSandals,"Whenever you use the default bottom of an ability card, perform a <nobr>""Move <sprite name=Move> 4""</nobr> instead of a <nobr>""Move <sprite name=Move> 2""</nobr> action."
Item_ShadowArmor,"When you are damaged by an attack targeting you, suffer no damage instead."
Item_ShoesOfHappiness,"If you move 6 or more hexes on your turn, gain <sprite name=XP1>."
Item_SkullOfHatred,"During your turn, <nobr>CURSE <sprite name=Curse></nobr> all adjacent enemies."
Item_SkullbaneAxe,"During your melee attack targeting a Living Corpse, Living Spirit, or Living Bones, add <nobr>+5 Attack <sprite name=Attack> </nobr>to a single attack."
Item_SphereOfMidnight,"At the end of your turn, if adjacent to The Colorless, you may consume this item to deal damage to The Colorless equal to twice the number of Mercenaries in the party."
Item_SpikedShield,"When damaged by <nobr>an attack</nobr>, gain <nobr>Shield <sprite name=Shield> 1</nobr> and <nobr>Retaliate <sprite name=Retaliate> 2</nobr> for the attack."
Item_Splintmail,"On the next four sources of damage from attacks targeting you, gain <nobr>Shield <sprite name=Shield> 1. </nobr>"
Item_StaffOfElements,"During your turn, create any element."
Item_StaffOfEminence,"During your ranged attack <sprite name=ConsumeAny> to add <nobr>+1 Attack <sprite name=Attack></nobr>  to the entire Attack action."
Item_StaffOfSummoning,"During your turn, a summoned ally within <nobr>Range <sprite name=Range> 3</nobr> performs a ""<nobr>Move <sprite name=Move> 3</nobr>"" action with you controlling the action. "
Item_StaffOfXorn,"During your ranged attack, add <nobr>POISON <sprite name=Poison></nobr> and <nobr>MUDDLE <sprite name=Muddle></nobr> to the entire Attack action."
Item_StarEarring,"During your turn, <nobr>Refresh <sprite name=Refresh></nobr> all of your spent items, perform a <nobr>""Heal <sprite name=Heal> 3,</nobr> Self"" action, and <nobr>Recover <sprite name=Recover></nobr> up to two of your discarded cards."
Item_SteamArmor,"On the next five sources of damage from attacks targeting you, gain <nobr>Shield <sprite name=Shield> 1.</nobr>"
Item_SteelRing,"When damaged by an attack, gain <nobr>Shield <sprite name=Shield> 4 </nobr>for the attack."
Item_SteelSabatons,"If you move 1 or fewer hexes on your turn, gain <nobr>Shield <sprite name=Shield> 1</nobr> for the Round."
Item_StormBlade,"During your melee attack, <sprite name=ConsumeAir> to add <nobr>+2 Attack <sprite name=Attack></nobr> to a single attack."
Item_StuddedLeather,"The next two times you are attacked, the attacker gains Disadvantage and you gain <nobr>Shield <sprite name=Shield> 1</nobr> if damaged."
Item_StunPowder,"During your attack, add <nobr>STUN <sprite name=Stun></nobr> to a single attack."
Item_SunEarring,"During your turn, <nobr>Refresh <sprite name=Refresh></nobr> all of your spent items and perform a <nobr>""Heal <sprite name=Heal> 3,</nobr> Self"" action."
Item_SuperHealingPotion,"During your turn, perform a <nobr>""Heal <sprite name=Heal> 7,</nobr> Self"" action."
Item_SwordedgeArmor,"On the next three sources of damage from attacks targeting you, gain <nobr>Shield <sprite name=Shield> 1</nobr>, <nobr>Retaliate <sprite name=Retaliate> 1.</nobr>"
Item_TelescopicLens,"During your ranged attack, add <nobr>+2 Range <sprite name=Range></nobr> to your entire Attack action."
Item_ThiefsHood,"During your <nobr>""Loot <sprite name=Loot> 1""</nobr> ability, perform a <nobr>""Loot <sprite name=Loot> 2""</nobr> ability instead."
Item_TowerShield,"When damaged by an attack, gain <nobr>Shield <sprite name=Shield> 2 </nobr>for the attack."
Item_TremorBlade,"During your melee attack, <sprite name=ConsumeEarth> to add <nobr>+2 Attack <sprite name=Attack></nobr> to a single attack."
Item_UnstableExplosives_1,"During your single-target ranged attack action, turn the attack into the following:"
Item_UnstableExplosives_2,"All Allies in the attack area suffer 3 damage."
Item_VersatileDagger,"Whenever you use the default top of an ability card, perform an <nobr>""Attack <sprite name=Attack> 3""</nobr> instead of an <nobr>""Attack <sprite name=Attack> 2""</nobr> action."
Item_VolatileBomb,"During your single-target ranged attack action, turn the attack into the following:"
Item_WallShield,"When damaged by an attack, gain <nobr>Shield <sprite name=Shield> 4 </nobr>for the attack."
Item_WandOfBrilliance,"During your turn, create Light."
Item_WandOfDarkness,"During your turn, create Dark."
Item_WandOfFrost,"During your turn, create Ice."
Item_WandOfInfernos,"During your turn, create Fire."
Item_WandOfStorms,"During your turn, create Air."
Item_WandOfTremors,"During your turn, create Earth."
Item_WarHammer,"During your melee attack, add <nobr>STUN <sprite name=Stun></nobr> to the entire attack action."
Item_WaveCrest,"When attacked, if <sprite name=Ice> is Strong, perform a ""PUSH<sprite name=Push>2"" action targeting the attacker."
Item_WeightedNet,"During your ranged attack, add <nobr>IMMOBILIZE <sprite name=Immobilize></nobr> to a single attack."
Item_WingedShoes,"During your movement, add <nobr>Jump <sprite name=Jump></nobr> to the movement."
JadeFalcon,"Jade Falcon"
Jekserah,"Jekserah"
Jump,"Jump"
KEYCODE_AltGr,"Alt Gr"
KEYCODE_Backspace,"Backspace"
KEYCODE_Break,"Break"
KEYCODE_CapsLock,"Caps Lock"
KEYCODE_Clear,"Clear"
KEYCODE_Delete,"Delete"
KEYCODE_DownArrow,"Down Arrow"
KEYCODE_End,"End"
KEYCODE_Escape,"Escape"
KEYCODE_Help,"Help"
KEYCODE_Home,"Home"
KEYCODE_Insert,"Insert"
KEYCODE_JoystickButton1,"B Button"
KEYCODE_JoystickButton2,"X Button"
KEYCODE_JoystickButton3,"Y Button"
KEYCODE_JoystickButton4,"LB"
KEYCODE_JoystickButton5,"RB"
KEYCODE_KeypadDivide,"Keypad /"
KEYCODE_KeypadEquals,"Keypad ="
KEYCODE_KeypadMinus,"Keypad -"
KEYCODE_KeypadMultiply,"Keypad *"
KEYCODE_KeypadPeriod,"Keypad ."
KEYCODE_KeypadPlus,"Keypad +"
KEYCODE_LeftAlt,"Left Alt"
KEYCODE_LeftApple,"Left Apple"
KEYCODE_LeftArrow,"Left Arrow"
KEYCODE_LeftCommand,"Left Command"
KEYCODE_LeftControl,"Left Control"
KEYCODE_LeftShift,"Left Shift"
KEYCODE_LeftWindows,"Left Windows"
KEYCODE_Menu,"Menu"
KEYCODE_Mouse1,"Mouse Right Button"
KEYCODE_Mouse2,"Mouse Middle Button"
KEYCODE_Mouse3,"Mouse Back Button"
KEYCODE_Mouse4,"Mouse Forward Button"
KEYCODE_Numlock,"Numlock"
KEYCODE_PageDown,"Page Down"
KEYCODE_PageUp,"Page Up"
KEYCODE_Pause,"Pause"
KEYCODE_Print,"Print"
KEYCODE_Return,"Return"
KEYCODE_RightAlt,"Right Alt"
KEYCODE_RightApple,"Right Apple"
KEYCODE_RightArrow,"Right Arrow"
