Keys,"English [en-GB]"
ABILITY_CARD_PrimalDuality,"Primal Duality"
ABILITY_CARD_Proficiency,"Proficiency"
ABILITY_CARD_ProtectiveBlessing,"Protective Blessing"
ABILITY_CARD_ProvokeTerror,"Provoke Terror"
ABILITY_CARD_ProvokingRoar,"Provoking Roar"
ABILITY_CARD_ProximityMine,"Proximity Mine"
ABILITY_CARD_PsychicProjection,"Psychic Projection"
ABILITY_CARD_PulltheStrings,"Pull the Strings"
ABILITY_CARD_Pulverize,"Pulverize"
ABILITY_CARD_PunchThrough,"Punch Through"
ABILITY_CARD_PureAugmentation,"Pure Augmentation"
ABILITY_CARD_PurifyingAura,"Purifying Aura"
ABILITY_CARD_QuickHands,"Quick Hands"
ABILITY_CARD_QuietFrenzy,"Quiet Frenzy"
ABILITY_CARD_Quietus,"Quietus"
ABILITY_CARD_QuiverofArrows,"Quiver of Arrows"
ABILITY_CARD_RacetotheGrave,"Race to the Grave"
ABILITY_CARD_RainofArrows,"Rain of Arrows"
ABILITY_CARD_Rampage,"Rampage"
ABILITY_CARD_RawEnhancement,"Raw Enhancement"
ABILITY_CARD_RecklessOffensive,"Reckless Offensive"
ABILITY_CARD_Reforge,"Reforge"
ABILITY_CARD_Refreshment,"Refreshment"
ABILITY_CARD_RegenerativeTissue,"Regenerative Tissue"
ABILITY_CARD_ReinforcedSteel,"Reinforced Steel"
ABILITY_CARD_ReinvigoratingElixir,"Reinvigorating Elixir"
ABILITY_CARD_RelentlessAlly,"Relentless Ally"
ABILITY_CARD_RelentlessOffensive,"Relentless Offensive"
ABILITY_CARD_ResearchtheCure,"Research the Cure"
ABILITY_CARD_ReservedEnergy,"Reserved Energy"
ABILITY_CARD_ResoluteStand,"Resolute Stand"
ABILITY_CARD_Restock,"Restock"
ABILITY_CARD_RestorativeMist,"Restorative Mist"
ABILITY_CARD_RevivingEther,"Reviving Ether"
ABILITY_CARD_RevivingShock,"Reviving Shock"
ABILITY_CARD_RidetheWind,"Ride the Wind"
ABILITY_CARD_RighteousStrength,"Righteous Strength"
ABILITY_CARD_RisingMomentum,"Rising Momentum"
ABILITY_CARD_RockSlide,"Rock Slide"
ABILITY_CARD_RockTunnel,"Rock Tunnel"
ABILITY_CARD_RockyEnd,"Rocky End"
ABILITY_CARD_RotMaggots,"Rot Maggots"
ABILITY_CARD_RumblingAdvance,"Rumbling Advance"
ABILITY_CARD_SapLife,"Sap Life"
ABILITY_CARD_ScalesofJustice,"Scales of Justice"
ABILITY_CARD_ScatteredTerror,"Scattered Terror"
ABILITY_CARD_ScrollofAnnihilation,"Scroll of Annihilation"
ABILITY_CARD_ScrollofBlizzards,"Scroll of Blizzards"
ABILITY_CARD_ScrollofJudgment,"Scroll of Judgment"
ABILITY_CARD_ScrollofLightning,"Scroll of Lightning"
ABILITY_CARD_ScrollofRecall,"Scroll of Recall"
ABILITY_CARD_Scurry,"Scurry"
ABILITY_CARD_SeeingRed,"Seeing Red"
ABILITY_CARD_SelfishRetribution,"Selfish Retribution"
ABILITY_CARD_SentientGrowth,"Sentient Growth"
ABILITY_CARD_ShadowPuppets,"Shadow Puppets"
ABILITY_CARD_ShapingtheAether,"Shaping the Ether"
ABILITY_CARD_SharedNightmare,"Shared Nightmare"
ABILITY_CARD_SharpeningKit,"Sharpening Kit"
ABILITY_CARD_ShieldBash,"Shield Bash"
ABILITY_CARD_ShinyDistraction,"Shiny Distraction"
ABILITY_CARD_SidePouch,"Side Pouch"
ABILITY_CARD_SilentForce,"Silent Force"
ABILITY_CARD_SilentScream,"Silent Scream"
ABILITY_CARD_Simulacrum,"Simulacrum"
ABILITY_CARD_SingingArrow,"Singing Arrow"
ABILITY_CARD_SingleOut,"Single Out"
ABILITY_CARD_SingularFocus,"Singular Focus"
ABILITY_CARD_SinisterOpportunity,"Sinister Opportunity"
ABILITY_CARD_Skewer,"Skewer"
ABILITY_CARD_SkirmishingManeuver,"Skirmishing Maneuver"
ABILITY_CARD_SmokeBomb,"Smoke Bomb"
ABILITY_CARD_SmokeStep,"Smoke Step"
ABILITY_CARD_SoaringAlly,"Soaring Ally"
ABILITY_CARD_SolidBow,"Solid Bow"
ABILITY_CARD_SongofSpeed,"Song of Speed"
ABILITY_CARD_SoothingLullaby,"Soothing Lullaby"
ABILITY_CARD_Soulfire,"Soulfire"
ABILITY_CARD_SpareDagger,"Spare Dagger"
ABILITY_CARD_SpecialMixture,"Special Mixture"
ABILITY_CARD_SpikedArmor,"Spiked Armor"
ABILITY_CARD_SpiritSwap,"Spirit Swap"
ABILITY_CARD_SpiritofDoom,"Spirit of Doom"
ABILITY_CARD_SpiritoftheNight,"Spirit of the Night"
ABILITY_CARD_SpreadingScourge,"Spreading Scourge"
ABILITY_CARD_SpreadthePlague,"Spread the Plague"
ABILITY_CARD_SpringtheTrap,"Spring the Trap"
ABILITY_CARD_StaffofVisions,"Staff of Visions"
ABILITY_CARD_StaminaBooster,"Stamina Booster"
ABILITY_CARD_SticktotheShadows,"Stick to the Shadows"
ABILITY_CARD_StilettoStorm,"Stiletto Storm"
ABILITY_CARD_StingingCloud,"Stinging Cloud"
ABILITY_CARD_StokingHail,"Stoking Hail"
ABILITY_CARD_StoneFists,"Stone Fists"
ABILITY_CARD_StonePummel,"Stone Pummel"
ABILITY_CARD_StoneSigil,"Stone Sigil"
ABILITY_CARD_StormSigil,"Storm Sigil"
ABILITY_CARD_StormofWings,"Storm of Wings"
ABILITY_CARD_StrengthinAgony,"Strength in Agony"
ABILITY_CARD_StrengthinNumbers,"Strength in Numbers"
ABILITY_CARD_StunShot,"Stun Shot"
ABILITY_CARD_SubmissiveAffliction,"Submissive Affliction"
ABILITY_CARD_SuccumbtotheGift,"Succumb to the Gift"
ABILITY_CARD_SupportiveChant,"Supportive Chant"
ABILITY_CARD_SurgeonsSatchel,"Surgeon's Satchel"
ABILITY_CARD_SwallowedbyFear,"Swallowed by Fear"
ABILITY_CARD_SweepingBlow,"Sweeping Blow"
ABILITY_CARD_SwiftBow,"Swift Bow"
ABILITY_CARD_SwiftTrickery,"Swift Trickery"
ABILITY_CARD_Syringe,"Syringe"
ABILITY_CARD_TacticalOrder,"Tactical Order"
ABILITY_CARD_Teamwork,"Teamwork"
ABILITY_CARD_TeartheFabric,"Tear the Fabric"
ABILITY_CARD_TerrorBlade,"Terror Blade"
ABILITY_CARD_TheHuntBegins,"The Hunt Begins"
ABILITY_CARD_TheMawofMadness,"The Maw of Madness"
ABILITY_CARD_TheMindsWeakness,"The Mind's Weakness"
ABILITY_CARD_ThiefsKnack,"Thief's Knack"
ABILITY_CARD_ThrowVoice,"Throw Voice"
ABILITY_CARD_ThrowingKnives,"Throwing Knives"
ABILITY_CARD_TinkerersTools,"Tinkerer's Tools"
ABILITY_CARD_ToxicBolt,"Toxic Bolt"
ABILITY_CARD_Trample,"Trample"
ABILITY_CARD_TranquilTrill,"Tranquil Trill"
ABILITY_CARD_TremulantCyclone,"Tremulant Cyclone"
ABILITY_CARD_Triage,"Triage"
ABILITY_CARD_TribalSigil,"Tribal Sigil"
ABILITY_CARD_TrickstersReversal,"Trickster's Reversal"
ABILITY_CARD_TuningtheOutcome,"Tuning the Outcome"
ABILITY_CARD_TwinRestoration,"Twin Restoration"
ABILITY_CARD_TyrannicalForce,"Tyrannical Force"
ABILITY_CARD_UnbridledPower,"Unbridled Power"
ABILITY_CARD_UndertheSkin,"Under the Skin"
ABILITY_CARD_UnendingChant,"Unending Chant"
ABILITY_CARD_UnendingDominance,"Unending Dominance"
ABILITY_CARD_UnseenDread,"Unseen Dread"
ABILITY_CARD_UnstableUpheaval,"Unstable Upheaval"
ABILITY_CARD_UnstoppableBeast,"Unstoppable Beast"
ABILITY_CARD_UnstoppableCharge,"Unstoppable Charge"
ABILITY_CARD_UnstoppableDestruction,"Unstoppable Destruction"
ABILITY_CARD_UnwaveringHand,"Unwavering Hand"
ABILITY_CARD_UnwaveringMandate,"Unwavering Mandate"
ABILITY_CARD_Vaccine,"Vaccine"
ABILITY_CARD_Vengeance,"Vengeance"
ABILITY_CARD_VengefulBarrage,"Vengeful Barrage"
ABILITY_CARD_VenomShiv,"Venom Shiv"
ABILITY_CARD_VenomousAlly,"Venomous Ally"
ABILITY_CARD_ViciousAlly,"Vicious Ally"
ABILITY_CARD_ViciousBlood,"Vicious Blood"
ABILITY_CARD_VilePestilence,"Vile Pestilence"
ABILITY_CARD_VirulentStrain,"Virulent Strain"
ABILITY_CARD_VisageoftheInevitable,"Visage of the Inevitable"
ABILITY_CARD_VitalCharge,"Vital Charge"
ABILITY_CARD_VitalStrike,"Vital Strike"
ABILITY_CARD_VoiceoftheNight,"Voice of the Night"
ABILITY_CARD_VolatileConcoction,"Volatile Concoction"
ABILITY_CARD_VolatileConsumption,"Volatile Consumption"
ABILITY_CARD_VolatileFlame,"Volatile Flame"
ABILITY_CARD_WallofDoom,"Wall of Doom"
ABILITY_CARD_WardingDagger,"Warding Dagger"
ABILITY_CARD_WardingStrength,"Warding Strength"
ABILITY_CARD_WatchItBurn,"Watch It Burn"
ABILITY_CARD_WeaponofPurity,"Weapon of Purity"
ABILITY_CARD_Whirlwind,"Whirlwind"
ABILITY_CARD_WildAnimation,"Wild Animation"
ABILITY_CARD_WildCommand,"Wild Command"
ABILITY_CARD_WillingSacrifice,"Willing Sacrifice"
ABILITY_CARD_WingedCongregation,"Winged Congregation"
ABILITY_CARD_WingsoftheNight,"Wings of the Night"
ABILITY_CARD_WintersEdge,"Winter's Edge"
ABILITY_CARD_WistfulWounding,"Wistful Wounding"
ABILITY_CARD_WitheringClaw,"Withering Claw"
ABILITY_CARD_WretchedCreature,"Wretched Creature"
ABILITY_CARD_WretchedSwarm,"Wretched Swarm"
ABILITY_CARD_ZephyrWings,"Zephyr Wings"
ADVENTURE_ACHIEVEMENT_1_1_BeastTyrantReachLevel2,"The Druid"
ADVENTURE_ACHIEVEMENT_1_1_BeastTyrantReachLevel2_Desc,"The Beast Tyrant reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_BerserkerReachLevel2,"The Barbarian"
ADVENTURE_ACHIEVEMENT_1_1_BerserkerReachLevel2_Desc,"The Berserker reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_BruteReachLevel2,"The Tank"
ADVENTURE_ACHIEVEMENT_1_1_BruteReachLevel2_Desc,"The Brute reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_BuffAllies,"There's no I in Mercenary Guld"
ADVENTURE_ACHIEVEMENT_1_1_BuffAllies_Desc,"Strengthen, Bless or Heal an Ally 40 times"
ADVENTURE_ACHIEVEMENT_1_1_ControlAllies,"A Commanding Presence"
ADVENTURE_ACHIEVEMENT_1_1_ControlAllies_Desc,"Use 30 Control Abilities on Allies"
ADVENTURE_ACHIEVEMENT_1_1_CragheartReachLevel2,"The Rock"
ADVENTURE_ACHIEVEMENT_1_1_CragheartReachLevel2_Desc,"The Cragheart reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_DoomstalkerReachLevel2,"The Ranger"
ADVENTURE_ACHIEVEMENT_1_1_DoomstalkerReachLevel2_Desc,"The Doomstalker reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_ElementalistReachLevel2,"The Prism"
ADVENTURE_ACHIEVEMENT_1_1_ElementalistReachLevel2_Desc,"The Elementalist Reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_EnemyTakeDamageTraps,"You just activated my Trap Card!"
ADVENTURE_ACHIEVEMENT_1_1_EnemyTakeDamageTraps_Desc,"Enemies take 50 Damage from Traps"
ADVENTURE_ACHIEVEMENT_1_1_InflictMajorPoison,"The Crime is Life, the Sentence is Death"
ADVENTURE_ACHIEVEMENT_1_1_InflictMajorPoison_Desc,"Inflict Poison 50 times"
ADVENTURE_ACHIEVEMENT_1_1_InfuseAll,"Master of Magic"
ADVENTURE_ACHIEVEMENT_1_1_InfuseAll_Desc,"Infuse one of each type of Element"
ADVENTURE_ACHIEVEMENT_1_1_InfuseDark,"The Dirk Lloyd Approaches"
ADVENTURE_ACHIEVEMENT_1_1_InfuseDark_Desc,"Infuse Dark 30 times"
ADVENTURE_ACHIEVEMENT_1_1_InfuseLight,"Orholam Preserve Us!"
ADVENTURE_ACHIEVEMENT_1_1_InfuseLight_Desc,"Infuse Light 30 times"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditArchers_1,"Spring a Trap"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditArchers_1_Desc,"Kill 10 Bandit Archers"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditArchers_2,"Ladykillers"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditArchers_2_Desc,"Kill 100 Bandit Archers"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditGuards_1,"Stand and Deliver"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditGuards_1_Desc,"Kill 10 Bandit Guards"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditGuards_2,"Crime and Punishment"
ADVENTURE_ACHIEVEMENT_1_1_KillBanditGuards_2_Desc,"Kill 100 Bandit Guards"
ADVENTURE_ACHIEVEMENT_1_1_KillBandits,"Neighbourhood Watch"
ADVENTURE_ACHIEVEMENT_1_1_KillBandits_Desc,"Kill 15 Bandits"
ADVENTURE_ACHIEVEMENT_1_1_KillBoneRangers_1,"Sally Forth!"
ADVENTURE_ACHIEVEMENT_1_1_KillBoneRangers_1_Desc,"Kill 10 Bone Rangers"
ADVENTURE_ACHIEVEMENT_1_1_KillBoneRangers_2,"Klaatu Barada... Necktie"
ADVENTURE_ACHIEVEMENT_1_1_KillBoneRangers_2_Desc,"Kill 100 Bone Rangers"
ADVENTURE_ACHIEVEMENT_1_1_KillCultists_1,"Straight outta Innsmouth"
ADVENTURE_ACHIEVEMENT_1_1_KillCultists_1_Desc,"Kill 10 Cultists"
ADVENTURE_ACHIEVEMENT_1_1_KillCultists_2,"The Esoteric Order"
ADVENTURE_ACHIEVEMENT_1_1_KillCultists_2_Desc,"Kill 100 Cultists"
ADVENTURE_ACHIEVEMENT_1_1_KillDifferentEnemies,"The Bone Collector"
ADVENTURE_ACHIEVEMENT_1_1_KillDifferentEnemies_Desc,"Kill 12 Different Types of Enemies"
ADVENTURE_ACHIEVEMENT_1_1_KillHounds_1,"Ain't nothing like a hound dog..."
ADVENTURE_ACHIEVEMENT_1_1_KillHounds_1_Desc,"Kill 10 Hounds"
ADVENTURE_ACHIEVEMENT_1_1_KillHounds_2,"...dying all the time."
ADVENTURE_ACHIEVEMENT_1_1_KillHounds_2_Desc,"Kill 100 Hounds"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingBones_1,"Bonebreaker"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingBones_1_Desc,"Kill 10 Living Bones"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingBones_2,"Bonesmasher"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingBones_2_Desc,"Kill 100 Living Bones"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingCorpses_1,"Dawn of the Dead"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingCorpses_1_Desc,"Kill 10 Living Corpses"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingCorpses_2,"Day of the Dead"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingCorpses_2_Desc,"Kill 100 Living Corpses"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingSpirits_1,"Who you gonna call?"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingSpirits_1_Desc,"Kill 10 Living Spirits"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingSpirits_2,"I ain't afraid of no ghost!"
ADVENTURE_ACHIEVEMENT_1_1_KillLivingSpirits_2_Desc,"Kill 100 Living Spirits"
ADVENTURE_ACHIEVEMENT_1_1_KillMuddlePoison,"Disciple of Xorn"
ADVENTURE_ACHIEVEMENT_1_1_KillMuddlePoison_Desc,"Kill 50 Enemies who are Muddled or Poisoned"
ADVENTURE_ACHIEVEMENT_1_1_KillSummonLivingBones,"Kill, Kill, Kill Them All!!"
ADVENTURE_ACHIEVEMENT_1_1_KillSummonLivingBones_Desc,"Kill 30 Summoned Living Bones"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingScouts_1,"I smell a Rat!"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingScouts_1_Desc,"Kill 20 Vermling Scouts"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingScouts_2,"You Dirty Rats!"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingScouts_2_Desc,"Kill 200 Vermling Scouts"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingShamans_1,"Ratcatcher"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingShamans_1_Desc,"Kill 10 Vermling Shamans"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingShamans_2,"Verminator"
ADVENTURE_ACHIEVEMENT_1_1_KillVermlingShamans_2_Desc,"Kill 100 Vermling Shamans"
ADVENTURE_ACHIEVEMENT_1_1_MercsKilledByEnemies,"A Matter of Life and Death"
ADVENTURE_ACHIEVEMENT_1_1_MercsKilledByEnemies_Desc,"Have 10 Mercenaries killed by Enemies"
ADVENTURE_ACHIEVEMENT_1_1_MindthiefReachLevel2,"The Scurrier"
ADVENTURE_ACHIEVEMENT_1_1_MindthiefReachLevel2_Desc,"The Mindthief reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_NightshroudReachLevel2,"The Assassin"
ADVENTURE_ACHIEVEMENT_1_1_NightshroudReachLevel2_Desc,"The Nightshroud reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_PlagueheraldReachLevel2,"The Bane"
ADVENTURE_ACHIEVEMENT_1_1_PlagueheraldReachLevel2_Desc,"The Plagueherald reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_QuartermasterReachLevel2,"The Weaponsmith"
ADVENTURE_ACHIEVEMENT_1_1_QuartermasterReachLevel2_Desc,"The Quartermaster reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_SawbonesReachLevel2,"The Doctor"
ADVENTURE_ACHIEVEMENT_1_1_SawbonesReachLevel2_Desc,"The Sawbones reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_ScoundrelReachLevel2,"The Thief"
ADVENTURE_ACHIEVEMENT_1_1_ScoundrelReachLevel2_Desc,"The Scoundrel Reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_SoothsingerReachLevel2,"The Bard"
ADVENTURE_ACHIEVEMENT_1_1_SoothsingerReachLevel2_Desc,"The Soothsinger Reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_SpellweaverReachLevel2,"The Caster"
ADVENTURE_ACHIEVEMENT_1_1_SpellweaverReachLevel2_Desc,"The Spellweaver reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_SummonerReachLevel2,"The Conjurer"
ADVENTURE_ACHIEVEMENT_1_1_SummonerReachLevel2_Desc,"The Summoner reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_SunkeeperReachLevel2,"The Paladin"
ADVENTURE_ACHIEVEMENT_1_1_SunkeeperReachLevel2_Desc,"The Sunkeeper reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_TakeDamage,"Arrow In The Knee"
ADVENTURE_ACHIEVEMENT_1_1_TakeDamageNonAttacks,"Pain? Give me MORE!"
ADVENTURE_ACHIEVEMENT_1_1_TakeDamageNonAttacks_Desc,"Take 50 Damage from sources other than attacks"
ADVENTURE_ACHIEVEMENT_1_1_TakeDamage_Desc,"Take 20 Damage"
ADVENTURE_ACHIEVEMENT_1_1_TinkererReachLevel2,"The Inventor"
ADVENTURE_ACHIEVEMENT_1_1_TinkererReachLevel2_Desc,"The Tinkerer reaches Level 2"
ADVENTURE_ACHIEVEMENT_1_1_UnlockLocations,"The Spice Coast"
ADVENTURE_ACHIEVEMENT_1_1_UnlockLocations_Desc,"Unlock 9 Locations"
ADVENTURE_ACHIEVEMENT_1_1_UseItems,"Now, That's a Knife!"
ADVENTURE_ACHIEVEMENT_1_1_UseItems_Desc,"Use 30 Items"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeAir,"Air Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeAir_Desc,"Consume 15 Air Elements"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeAny,"Elemental Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeAny_Desc,"Complete the 6 Elemental Masteries"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeDark,"Dark Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeDark_Desc,"Consume 15 Dark Elements"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeEarth,"Earth Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeEarth_Desc,"Consume 15 Earth Elements"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeFire,"Fire Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeFire_Desc,"Consume 15 Fire Elements"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeIce,"Ice Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeIce_Desc,"Consume 15 Ice Elements"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeLight,"Light Mastery"
ADVENTURE_ACHIEVEMENT_1_2_ConsumeLight_Desc,"Consume 15 Light Elements"
ADVENTURE_ACHIEVEMENT_1_2_DamagePoison,"Widowmaker"
ADVENTURE_ACHIEVEMENT_1_2_DamagePoison_Desc,"Deal 40 Points of Extra Damage due to Poison"
ADVENTURE_ACHIEVEMENT_1_2_DealRangedDamage,"Deadly Marksman"
ADVENTURE_ACHIEVEMENT_1_2_DealRangedDamage_Desc,"Deal 100 Damage with Ranged Abilities"
ADVENTURE_ACHIEVEMENT_1_2_InflictCurse,"Curse Mastery"
ADVENTURE_ACHIEVEMENT_1_2_InflictCurse_Desc,"Inflict Curse 20 times"
ADVENTURE_ACHIEVEMENT_1_2_InflictDisarm,"Disarm Mastery"
ADVENTURE_ACHIEVEMENT_1_2_InflictDisarm_Desc,"Inflict Disarm 20 times"
ADVENTURE_ACHIEVEMENT_1_2_InflictImmobilize,"Immobilize Mastery"
ADVENTURE_ACHIEVEMENT_1_2_InflictImmobilize_Desc,"Inflict Immobilize 20 times"
ADVENTURE_ACHIEVEMENT_1_2_InflictMuddle,"Muddle Mastery"
ADVENTURE_ACHIEVEMENT_1_2_InflictMuddle_Desc,"Inflict Muddle 20 times"
ADVENTURE_ACHIEVEMENT_1_2_InflictPoison,"Poison Mastery"
ADVENTURE_ACHIEVEMENT_1_2_InflictPoison_Desc,"Inflict Poison 20 times"
ADVENTURE_ACHIEVEMENT_1_2_InflictWound,"Wound Mastery"
ADVENTURE_ACHIEVEMENT_1_2_InflictWound_Desc,"Inflict Wound 20 times"
ADVENTURE_ACHIEVEMENT_1_2_KillGiantVipers_1,"Snakes, why did it have to be snakes?"
ADVENTURE_ACHIEVEMENT_1_2_KillGiantVipers_1_Desc,"Kill 20 Giant Vipers"
ADVENTURE_ACHIEVEMENT_1_2_KillGiantVipers_2,"Asps... Very dangerous... You go first."
ADVENTURE_ACHIEVEMENT_1_2_KillGiantVipers_2_Desc,"Kill 200 Giant Vipers"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxArchers_1,"Bullseye!"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxArchers_1_Desc,"Kill 10 Inox Archers"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxArchers_2,"One Hundred and Eighty! (Minus 80)"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxArchers_2_Desc,"Kill 100 Inox Archers"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxGuards_1,"En Garde"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxGuards_1_Desc,"Kill 10 Inox Guards"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxGuards_2,"Lock Horns"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxGuards_2_Desc,"Kill 100 Inox Guards"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxShamans_1,"Which Doctor?"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxShamans_1_Desc,"Kill 10 Inox Shamans"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxShamans_2,"Dienox"
ADVENTURE_ACHIEVEMENT_1_2_KillInoxShamans_2_Desc,"Kill 100 Inox Shamans"
ADVENTURE_ACHIEVEMENT_1_2_MoveAmount,"Move Mastery"
ADVENTURE_ACHIEVEMENT_1_2_MoveAmount_Desc,"Move 300 Hexes"
ADVENTURE_ACHIEVEMENT_1_2_PierceShield,"Stick 'em with the pointy end"
ADVENTURE_ACHIEVEMENT_1_2_PierceShield_Desc,"Pierce 30 points of Shield"
ADVENTURE_ACHIEVEMENT_1_2_ReachDemonspineHollow,"A New Chapter Awaits"
ADVENTURE_ACHIEVEMENT_1_2_ReachDemonspineHollow_Desc,"Reach Low Town"
ADVENTURE_ACHIEVEMENT_1_2_ReachFordingbridge,"A Bridge over Troubled Waters"
ADVENTURE_ACHIEVEMENT_1_2_ReachFordingbridge_Desc,"Reach Fordingbridge"
ADVENTURE_ACHIEVEMENT_1_2_ReachTheSloshedSquirrel,"The Key to Keyport"
ADVENTURE_ACHIEVEMENT_1_2_ReachTheSloshedSquirrel_Desc,"Reach The Sloshed Squirrel"
ADVENTURE_ACHIEVEMENT_1_2_UnlockLocations,"The Eastern Forest"
ADVENTURE_ACHIEVEMENT_1_2_UnlockLocations_Desc,"Unlock 11 Locations"
ADVENTURE_ACHIEVEMENT_1_2_UseBless,"Bless Mastery"
ADVENTURE_ACHIEVEMENT_1_2_UseBless_Desc,"Use Bless 20 times"
ADVENTURE_ACHIEVEMENT_1_2_UseStrengthen,"Strength Mastery"
ADVENTURE_ACHIEVEMENT_1_2_UseStrengthen_Desc,"Use Strengthen 20 times"
ADVENTURE_ACHIEVEMENT_1_3_DisarmTrap,"It's a trap!"
ADVENTURE_ACHIEVEMENT_1_3_DisarmTrap_Desc,"Disarm 20 traps"
ADVENTURE_ACHIEVEMENT_1_3_KillForestImps_1,"Imp-aled"
ADVENTURE_ACHIEVEMENT_1_3_KillForestImps_1_DESC,"Kill 20 Forest Imps"
ADVENTURE_ACHIEVEMENT_1_3_KillForestImps_2,"Imp-losion"
ADVENTURE_ACHIEVEMENT_1_3_KillForestImps_2_DESC,"Kill 200 Forest Imps"
ADVENTURE_ACHIEVEMENT_1_3_UnlockLocations,"The Badlands"
ADVENTURE_ACHIEVEMENT_1_3_UnlockLocations_Desc,"Reach The Hermitage"
ADVENTURE_ACHIEVEMENT_1_4_KillCaveBears_1,"Gentle Ben"
ADVENTURE_ACHIEVEMENT_1_4_KillCaveBears_1_DESC,"Kill 10 Cave Bears"
ADVENTURE_ACHIEVEMENT_1_4_KillCaveBears_2,"Grizzly Adams"
ADVENTURE_ACHIEVEMENT_1_4_KillCaveBears_2_DESC,"Kill 50 Cave Bears"
ADVENTURE_ACHIEVEMENT_1_4_KillNightDemons_1,"Lightmare"
ADVENTURE_ACHIEVEMENT_1_4_KillNightDemons_1_DESC,"Kill 10 Night Demons"
ADVENTURE_ACHIEVEMENT_1_4_KillNightDemons_2,"Lightbringer"
ADVENTURE_ACHIEVEMENT_1_4_KillNightDemons_2_DESC,"Kill 75 Night Demons"
ADVENTURE_ACHIEVEMENT_1_4_KillRendingDrakes_1,"Clever Girls"
ADVENTURE_ACHIEVEMENT_1_4_KillRendingDrakes_1_DESC,"Kill 10 Rending Drakes"
ADVENTURE_ACHIEVEMENT_1_4_KillRendingDrakes_2,"Life won't find a way"
ADVENTURE_ACHIEVEMENT_1_4_KillRendingDrakes_2_DESC,"Kill 75 Rending Drakes"
