Keys,"English [en-GB]"
Quest_Campaign_027_INTRO_TRAVEL_1,"On the way back to the Ruinous Crypt, Hail seems almost happy as she trudges through the mud with you, eager to help fight back demons and undead.

“It’s been so long since I’ve been outside of Gloomhaven,” she says, swaying the elemental censer back and forth as she walks. “The city is necessary for my studies, but it feels good to take a small break and travel this plane again. And with so much less danger this time, as well.”"
Quest_Campaign_027_INTRO_TRAVEL_2,"You look at the Aesther questioningly. “Sure, cultists and demons aren’t exactly friendly encounters, but last time I traveled these lands...well, that is something I swore I would never speak of.”"
Quest_Campaign_027_LIST,"Close the rift"
Quest_Campaign_027_NAME,"Ruinous Rift "
Quest_Campaign_028_DESC,"Learn the meaning of Jekserah's last words..."
Quest_Campaign_028_INTRO,"The hooded figure leads you through a stone door and into a large room. He points at a black, flaming rift in space.

“This,” he says, failing to mask his giddiness. “Is our master: the Gloom. It wanted to thank you personally for murdering so many of our brothers and setting back our plans.”

Out of the rift, a group of horrendous, bloated corpses appears and shambles toward you."
Quest_Campaign_028_INTRO_TRAVEL_1,"As you enter the crypt, a familiar face greets you at the bottom of the stairs. He grins from ear to ear. “Ah, so you have come. Again, we thank you graciously for your help in taking out that pesky necromancer. Come, let me make introductions.” "
Quest_Campaign_028_LIST,"Discover what is coming "
Quest_Campaign_028_NAME,"Outer Ritual Chamber "
Quest_Campaign_029_DESC,"Join the Gloom in its realm"
Quest_Campaign_029_INTRO,"Within the cultist sanctum, you step into the black rift. After a blinding pain and flashing images of clawed demons and flayed corpses, you end up in a place much like the one you left. A large stone room is visible before you.

“Tricked again.” The low voice returns to you. “Truly amazing that creatures as stupid as yourselves have caused me so much trouble. No matter. You will rot here, completely cut off from your home.” In an instant of dread, you turn to see the rift that brought you here shrink and close."
Quest_Campaign_029_LIST,"Confront the Gloom"
Quest_Campaign_029_NAME,"Sanctuary of Gloom"
Quest_Campaign_029_Outro_Travel_1,"In your next breath, you find yourself lying in the grass outside of the cult’s hideout."
Quest_Campaign_029_Outro_Travel_2,"“Know that I have spared you.” The low voice returns. “Your persistence intrigues me. I invite you to break yourself against me. It will be more entertaining than the last time I brought gloom to this world.”"
Quest_Campaign_029_Outro_Travel_3,"You bolt upright and rush back into the crypt. Dead bodies of the cultists litter the floor."
Quest_Campaign_029_Outro_Travel_4,"“I am not here anymore. These shells have served their purpose. My roots are now deep and you will soon encounter my endless power once more. I look forward to the day.”"
Quest_Campaign_029_SCENARIO_MODIFIER_1,"All mercenaries start with 3 extra -1 attack modifiers"
Quest_Campaign_030_DESC,"Is this Voice something you can trust?"
Quest_Campaign_030_INTRO,"Two days later, you stand before the ruined structure, which now sits half-sunk in the water-logged earth. You speak a few foreign words and the door creaks open. You get the strong sense that the door is not the only thing between you and this scepter."
Quest_Campaign_030_INTRO_GH_1,"“So, there’s a disembodied voice somewhere deep in the Copperneck Mountains, and it wants you to collect vessels that will help it escape its confinement?” A bookish Quatryl at the University adjusts his glasses to look up at you. “And you want to know exactly what this voice is?”"
Quest_Campaign_030_INTRO_GH_2,"He laughs nervously. “Heh, okay, well, I’ll do what I can. I’ll start with rituals that could separate a voice from its host...” The Quatryl sort of drifts off in the middle of his sentence and wanders over to some bookshelves, where he leafs through various texts."
Quest_Campaign_030_INTRO_GH_3,"You decide to head to the market for a few hours. When you return, the Quatryl rushes up with excitement.

“I’ve found it!” He waves a book in your face. “I hit a number of dead ends until I realized the voice wasn’t separated, it was just the only thing that can get through the barrier created to imprison it, which implies that the barrier itself was extra-planar, most likely created by the Aesthers ages ago."""
Quest_Campaign_030_INTRO_GH_4,"“So I did some digging through all the texts we have on Aesther rituals—which isn’t much, they’re very reticent about such things—but luckily I found this book. It is a specific recounting of the binding of a demon in the Copperneck region you referred to. Apparently the creature was so strong, the Aesthers enlisted the help of the Savvas and the Harrowers, too. They claim it was powerful enough to lay waste to the entire continent."
Quest_Campaign_030_INTRO_GH_5,"“If it’s asking you to help free it, I’d strongly recommend against it. The accuracy of the text is admittedly a little questionable, but whatever this voice is, it was bound for a reason.”"
Quest_Campaign_030_INTRO_GH_6,"The Quatryl finally stops waving the book around and begins to flip through the pages. “In fact, if you can hear the voice from outside the cave, and it has such a strong influence over you, it sounds as if the barrier is weakening, as the author warns.

“Apparently there is a scepter that could be used to strengthen the binding ritual, but the author says it has been placed on an island along the south shore for safekeeping. There’s a simple incantation detailed in the text to open the door to the shrine.”"
Quest_Campaign_030_INTRO_GH_7,"You bid the Quatryl farewell, and leave for the shrine immediately. "
Quest_Campaign_030_LIST,"Learn more about the Voice"
Quest_Campaign_030_NAME,"Shrine of the Depths"
Quest_Campaign_031_DESC,"Have Hail examine the strange artifact..."
Quest_Campaign_031_INTRO,"Before you even have time to object, your vision goes dark. At first you feel as though you are falling, but then realize you are standing on solid ground. Your vision adjusts, and you begin to see features in your surroundings. You are in a cave, covered in a slick, black slime. And there are demons—so many demons."
Quest_Campaign_031_INTRO_TRAVEL_1,"Hail rubs her hands in excitement.

“On this day, I can tell you that, for the first time, I do not regret turning you inside-out when we met,” she says matter-of-factly. “The Vessel of the Elements! And you say it was under my nose the whole time? Amazing how some things get forgotten so easily.”"
Quest_Campaign_031_INTRO_TRAVEL_2,"She reaches out to touch it, but quickly recoils her hand. “Oh, so this is why you brought it to me? And here I thought it was a token of friendship.” She frowns. “That,” she says, pointing at the artifact, “is a clear case of bad gifting. You’re going to have to clean this thing out before I can accept it."""
Quest_Campaign_031_INTRO_TRAVEL_3,"“The artifact has been attuned to the Plane of Night, capable only of corrupting and destroying everything it comes in contact with. You could wreak a lot of havoc with this, but with such strong attunement, there’s no way to control its power. You’ll need to break the connection to balance it out.”"
Quest_Campaign_031_INTRO_TRAVEL_4,"You stare at Hail blankly. “Oh, what, do I have to do everything?” she asks incredulously. “Okay, look, I’m not going to go in there and fix it, but I suppose I can transport your essences through to the other side so that you can sever the shadow link yourselves.”"
Quest_Campaign_031_INTRO_TRAVEL_5,"Hail begins to move her hands fluidly back and forth. Occasionally a hand disappears down to her wrist, only to re-emerge, clutching colorful magics, which she begins to scatter over you.

“So it’s all very simple. Soon you will find yourselves in the Plane of Night. Just look around for a giant black pillar extending infinitely into the sky, and then destroy it. Once you do that, I’ll bring you back here.”"
Quest_Campaign_031_LIST,"Bring Hail the Vessel"
Quest_Campaign_031_NAME,"Plane of Night "
Quest_Campaign_031_Outro_GH_1,"“Oh my, that connection receded much more quickly than I had anticipated. You’re quite lucky I was able to pull you out of there before the whole place collapsed in on itself."""
Quest_Campaign_031_Outro_GH_2,"“The attunement has certainly been severed, though. The artifact is perfectly balanced.” Hail picks up the vessel with her hands and studies it closely. “A true marvel.”"
Quest_Campaign_031_Outro_GH_3,"“All fun aside, though, if you’re looking for the entity who could have attuned it in such a way, I may have something for you there.” She sets down the vessel and pulls a map out of the air, laying it on a rickety table."
Quest_Campaign_031_Outro_GH_4,"“After the connection to the Plane of Night was severed, I briefly felt a tug on the artifact from three different locations. It was being used as a power source, but with the source depleted, the tugging stopped almost immediately."""
Quest_Campaign_031_Outro_GH_5,"“I was still able to pinpoint the locations,” Hail states triumphantly, marking the map. “Here, out in the Misty Sea, deep under the surface. Another one in the dark parts of the Dagger Forest. And finally one high atop the peaks of the Coppernecks.” "
Quest_Campaign_031_Outro_GH_6,"Hail straightens up and reaches for the artifact. “I’ll keep this safe here.”"
Quest_Campaign_031_Outro_GH_7,"You look at her disapprovingly. “Okay, fine,” she says. “You can hold on to it. Probably safer with you anyway. Just promise you’ll let me take a closer look at it some time.”"
Quest_Campaign_031_Outro_Travel_1,"As true panic sets in, you are whisked back into the Crooked Bone with Hail standing in front of you."
Quest_Campaign_031_SCENARIO_MODIFIER_1,"All mercenaries start with 3 Curses"
Quest_Campaign_031_SCENARIO_MODIFIER_2,"At the start of every round, Dark is set to strong and Light is set to Inert"
Quest_Campaign_032_DESC,"Do the mysterious Voice's bidding..."
Quest_Campaign_032_INTRO,"The thick wood recedes as you close in on the location of the first vessel of the Voice. Through the trees, you see a decaying wooden structure with collapsed walls and a rot that seems to be seeping into the surrounding area. The trees and plants around the building are equally forlorn and decayed.

The Voice claims the place is home to a sect of militaristic Harrowers, highly aggressive and territorial. No one would dare get close to this area unless they had an extreme death wish.

So there’s nothing left to do but kick down the door and find the vessel somewhere in the Harrowers’ coffers. Alternately, you’ve scouted a side entrance that could let you avoid some confrontation, but may lead to other dangers."
Quest_Campaign_032_LIST,"Find the first vessel"
Quest_Campaign_032_NAME,"Decrepit Wood"
Quest_Campaign_033_DESC,"Plunder the stolen treasure from the Savvas"
Quest_Campaign_033_INTRO,"It’s a long, harrowing journey, navigating to the far side of the mountain, but eventually you find the hidden entrance.

“You will need to act quickly,” the creature had instructed. “As soon as you enter, the Savvas will sound an alarm. You’ll need to get what you came for and get out before you are overwhelmed by reinforcements.”

You reach a simple wooden door at the end of the tunnel. Carefully trying the door, it doesn’t budge. It’s rather flimsy, so you should be able to break it down easily, but you’ll have to abandon a stealthy approach."
Quest_Campaign_033_INTRO_GH_1,"Commanded by a powerful creature to retrieve a priceless treasure, you now plot how to infiltrate a Savvas city and break into an armory deep inside their mountain.

“Assaulting the Savvas directly is hopeless,” the creature told you. “But there is a passage on the north side of their city that leads directly to their vault.”

So that's where you go."
Quest_Campaign_033_LIST,"Retrieve what was taken"
Quest_Campaign_033_NAME,"Savvas Armory"
Quest_Campaign_033_Outro_Travel_1,"With a safe distance between you and your pursuers, you finally collapse to the ground and rest.  "
Quest_Campaign_033_Outro_Travel_2,"After a while, it becomes clear that no Savvas are chasing you, so you get up and continue your quest with the treasure in hand."
Quest_Campaign_034_DESC,"Put the merchants' fears to rest"
Quest_Campaign_034_INTRO,"Standing before the great, proud drake, you see nothing to discuss with the monster. If it wants your help, it is certainly for a nefarious purpose. The drakes you’ve met previously certainly haven’t been very kind. You ready your weapons with determination.

“So, it’s to be that way is it?” The drake sighs. “Well, I suppose I could eat, if you insist.” It takes in a deep breath."
Quest_Campaign_034_LIST,"Kill the Elder Drake"
Quest_Campaign_034_NAME,"Scorched Summit"
Quest_Campaign_034_Outro_GH_1,"Needless to say, the drake’s sarcastic predictions do not come to pass. "
Quest_Campaign_034_Outro_GH_2,"You report your deeds to the Gloomhaven authorities and receive a modest reward to add to the modest amount of treasure you found on the scorched summit."
Quest_Campaign_034_SCENARIO_MODIFIER_1,"Whenever the Elder Drake summons Zephyrs, it flies to the next dark pit hex in clockwise order."
Quest_Campaign_035_DESC,"Return the vessel to the Prime Demon"
Quest_Campaign_035_INTRO,"“Hear me, denizens of this pathetic world!"" The Prime Demon's voice is hellish and bellowing. ""The time of demons is upon you once again! Relinquish your city to me and you may yet live. The only ones I wish to kill are those foolish enough to oppose me.”

“We will never fall!” At the top of the Old River Gate, you see the small figure of the Captain of the Guard. “You underestimate our power, and that will be your undoing!” He makes a small gesture, and with a crack, a huge ballista bolt sprouts from the Prime Demon’s chest.

“Hrruugh!” The demon staggers back. “Away from my throne, I am unfortunately vulnerable.” It breathes heavily. "
Quest_Campaign_035_INTRO_TRAVEL_1,"“Ah, wonderful! You have returned with the artifact.” The massive demon clutches it, his claws clacking against the metal vessel. It looks so small in his hands, but somehow the demon looks small holding it.

“With this we are ready to make an assault against your realm. Come! Help me fight against the humans and I will set you at my right hand, where you will earn many riches. What say you?”"
Quest_Campaign_035_INTRO_TRAVEL_2,"You smile and nod. Finally you will get the recognition you deserve.

Giant winged creatures swoop down and grab you with their talons. A massive force of demons rushes towards the rift into your plane. Once through, they quickly make their way to the city walls of Gloomhaven. The intimidating figure of the Prime Demon marches to the front of the demonic horde."
Quest_Campaign_035_LIST,"Fight for evil"
Quest_Campaign_035_NAME,"Gloomhaven Battlements A"
Quest_Campaign_035_Outro_GH_1,"Over the next few weeks, the city settles back into its routine. "
Quest_Campaign_035_Outro_GH_2,"Very little changes, except that demons become an everyday sight in the city and taxes are now given to these overlords instead of the human overlords Gloomhaven had previously."
Quest_Campaign_035_Outro_GH_3,"One day, you wake to find a deformed demon standing over you, holding a parchment that looks like some sort of skin. “I find myself desiring your help once again, mortals,” it reads. "
Quest_Campaign_035_Outro_GH_4,"“It appears that many opposition forces in Gloomhaven escaped my grasp and are now camping out in the southern foothills, plotting to take back the city."" "
Quest_Campaign_035_Outro_GH_5,"""Such machinations are surely fruitless, but still it is better to crush them now than to wait to see what they do.”"
Quest_Campaign_036_DESC,"Stop the Prime Demon"
Quest_Campaign_036_INTRO,"“A force approaches!” You look up at an archer making panicked gestures to the north. Racing to the top of the battlements, you see an army of demons moving toward the gate. The Prime Demon emerges from the army’s ranks and bellows out.

“Hear me, denizens of this pathetic world! The time of demons is upon you once again! Relinquish your city to me and you may yet live. The only ones I wish to kill are those foolish enough to oppose me.”

“We will never fall!” The Captain of the Guard stands next to you on the battlements. “You underestimate our power, and that will be your undoing!” He makes a small gesture, and with a crack, a huge ballista bolt sprouts from the Prime Demon’s chest."
Quest_Campaign_036_INTRO_TRAVEL_1,"“Ah, wonderful! You have returned with the artifact.” The massive demon clutches it, his claws clacking against the metal vessel. It looks so small in his hands, but somehow the demon looks small holding it.

“With this we are ready to make an assault against your realm. Come! Help me fight against the humans and I will set you at my right hand, where you will earn many riches. What say you?”"
Quest_Campaign_036_INTRO_TRAVEL_2,"It slowly dawns on you the many mistakes you have made that have led you to this moment. You never should have brought the artifact. Now he wishes to destroy Gloomhaven, and you must find a way to stop him."
Quest_Campaign_036_INTRO_TRAVEL_3,"As quickly as you can, you turn and run, pulling a crude bomb out of your pack and throwing it at the pursuing demons. You hear a bellowing roar and then a crash as the explosion collapses the hallway behind you. 

Perhaps you may have enough time to return to the city and warn them."
Quest_Campaign_036_INTRO_TRAVEL_4,"You scramble up the cliffs of the elemental plane and jump through the rift. You race southward, hardly stopping to catch your breath. Eventually, thankfully, the Old River Gate on the north side of the city looms on the horizon. You approach with haste and summon the Captain of the Guard.

“This is most troubling,” he says after you explain the situation. “You may have doomed this city with your actions, but you may yet be able to save it.”"
Quest_Campaign_036_LIST,"Fight against evil"
Quest_Campaign_036_NAME,"Gloomhaven Battlements B"
Quest_Campaign_036_SCENARIO_MODIFIER_1,"The Prime Demon will spawn once the door is destroyed. The door will automatically be destroyed at the end of Round 8."
Quest_Campaign_036_SCENARIO_MODIFIER_2,"The Prime Demon will take damage when spawning, taking more damage the longer the door survives."
Quest_Campaign_036_SCENARIO_MODIFIER_3,"If, on any monster’s turn, it can move within range to attack the door, it will focus on the door."
Quest_Campaign_037_DESC,"Find out why the artifact was linked to this location"
Quest_Campaign_037_INTRO,"You look out across the endless Misty Sea. According to the map, you've arrived at the proper coordinates. Nothing left to do but shove the water-breathing orb down your throat and dive into the depths. 

Using small rocks that emanate light, you sink down into the depths. After a few minutes. the extreme discomfort of breathing through the orb gives way to a mere mild annoyance. And still you descend.

You hit the bottom of a trench, and shadowy figures emerge from the murky waters. Guardians of whatever you are looking for, no doubt. The last thing you want to do right now is fight, but you must press on."
Quest_Campaign_037_INTRO_GH_1,"You stare at the first location on Hail's map. Out in the middle of the ocean, far beneath the waves. Of course it is.   "
Quest_Campaign_037_LIST,"Investigate the artifact's attachment here"
Quest_Campaign_037_NAME,"Doom Trench"
Quest_Campaign_037_SCENARIO_MODIFIER_1,"All mercenaries start with 3 Curses"
Quest_Campaign_038_DESC,"Find out why the artifact was linked to this location"
Quest_Campaign_038_INTRO,"When you arrive at the Orchid camp, however, you find something wholly unexpected. It is a scene of massacre and devastation. Burned out buildings and disfigured corpses. Judging from the wounds, you figure a raiding party of Inox did this.

Luckily, Inox don’t feel a particular need to cover their tracks. You are able to follow their trail deeper into the woods, where eventually you find a slave labor camp—Inox guards overseeing a group of ragged Orchids and humans working to construct catapults and other machines of war.

The camp is not particularly well-guarded from intruders, and, after eliminating a couple key lookouts, you are able to slip into the slave pens and free one of the Orchids."
Quest_Campaign_038_INTRO_GH_1,"“This section of the forest is a maze of thorns and angry spirits,” Hail says, pointing to the second location on the map. “You’ll never find the corruption on your own."" "
Quest_Campaign_038_INTRO_GH_2,"""You’ll need a guide—someone who knows the Dagger Forest better than they know themselves,"" she says. ""There is a group of native Orchids that may be able to help.”

And so you set off to find them."
Quest_Campaign_038_LIST,"Investigate the artifact's attachment here"
Quest_Campaign_038_NAME,"Slave Pens"
Quest_Campaign_039_DESC,"Find out why the artifact was linked to this location"
Quest_Campaign_039_INTRO,"Unfortunately, you find yourself not alone as your eyes adjust to the cave’s darkness. Figures in black cloaks and demons made of ice wait for you deeper in the cave, on the other side of a narrow path also straddled by a sheer drop. 

A voice booms out over the howling wind, which you notice has continued to claw at you even inside the cave. “You are not welcome here, mortals. All that awaits you is the embrace of death.” 

You ready your weapons. You can hardly see in the freezing dark, but you are determined to make sure death embraces someone else."
Quest_Campaign_039_INTRO_TRAVEL_1,"You climb the frozen peaks of the Copperneck Mountains, lamenting that every location Hail has sent you is in the most unforgiving, inhospitable place possible. As you near the base of the mountain you seek, one of the tallest in the range, you look up at the larger of the two peaks."
Quest_Campaign_039_INTRO_TRAVEL_2,"The massive spire is hopelessly daunting. There is no way to scale it directly. Luckily, the mountain’s secondary peak has a much more gradual incline. You begin your ascent, hoping that it will be easier to cross over to the main peak once you get higher."
Quest_Campaign_039_INTRO_TRAVEL_3,"As you near the secondary summit, after trekking around the mountain and through the snow, you catch a glimpse of a narrow bridge joining the two peaks. It looks treacherous, with a sheer drop to an icy death on either side. Still, it is better than nothing."
Quest_Campaign_039_INTRO_TRAVEL_4,"Thankfully, you are able to cross the bridge without incident. As quickly as you can, you escape the rising storm of ice to find some semblance of shelter in a nearby cave. With every step, the angry wind bites deeper."
Quest_Campaign_039_LIST,"Investigate the artifact's attachment here"
Quest_Campaign_039_NAME,"Treacherous Divide"
Quest_Campaign_039_SCENARIO_MODIFIER_1,"At the start of every round, Ice is set to strong and Fire is set to Inert"
Quest_Campaign_039_SCENARIO_MODIFIER_2,"All mercenaries start with 3 Curses"
Quest_Campaign_040_DESC,"Retrieve the last vessel for the Voice"
Quest_Campaign_040_INTRO,"Sure enough, you are able to find the entrance to the tomb in a cave under the mountains. You drop down into the ruins and a blaring alarm immediately fills the room. The whole expanse before you lights up in red and a number of mummified corpses at your feet begin to stir and rise."
Quest_Campaign_040_INTRO_GH_1,"“There is but one vessel left,” the Voice calls to you. “We are so very close.

“The last group that worked to imprison me was a guild of humans who have long since passed from this earth. Even their graves are no longer known in this time.

""But I know. I know all.”"
Quest_Campaign_040_INTRO_GH_2,"Visions of a tomb fill your head. It is rife with traps and other deadly instruments. You somehow have knowledge of how to find it, deep under the eastern Coppernecks."
Quest_Campaign_040_INTRO_GH_3,"“The vessel was buried with the head of the guild, in a tomb designed to kill all those foolish enough to enter,” the Voice says. “This will be your most difficult task. Before you can even enter the tomb, you will have to disable the defense network built around it.

“I can show you the way inside. Once there, you will need to split up and simultaneously activate a series of switches on opposite sides of this gauntlet of pain. They thought they could hide their secrets from me, but they were mistaken.”"
Quest_Campaign_040_LIST,"Find the final vessel"
Quest_Campaign_040_NAME,"Ancient Defense Network"
Quest_Campaign_040_SCENARIO_MODIFIER_1,"All mercenaries start with 3 extra -1 attack modifiers"
Quest_Campaign_041_DESC,"Complete the Voice's commands and take the final vessel"
Quest_Campaign_041_INTRO,"After descending the ladder, you creep your way through the musty tomb. With the defense network turned off, everything seems dormant. It should just be a simple matter of retrieving the vessel and getting out of this ghoulish place.

You approach the sarcophagus in the center chamber, and it occurs to you that the Voice has not spoken since you entered the tomb. You don’t think much about it and grab hold of the vessel at the foot of the stone coffin.

The eerie silence is pierced once again by the high-pitched sound of a siren. It reverberates throughout the small room and assaults your ears. From the corners of the shadows you see movement—automated guns designed to kill all intruders."
Quest_Campaign_041_LIST,"Claim the last vessel"
Quest_Campaign_041_NAME,"Timeworn Tomb"
Quest_Campaign_041_Outro_Travel_1,"You place the small earthen pots in the center of the cavern and wait."
Quest_Campaign_041_Outro_Travel_2,"It is difficult to notice at first, but, over time, a faint tremor in the floor and walls begins to grow until it is difficult to even keep your footing. You barely dodge out of the way as a large rock falls from the ceiling."
Quest_Campaign_041_Outro_Travel_3,"Then there is a flash of light, and before you floats a swirling green mist in the shape of many long, intertwined tendrils."
Quest_Campaign_041_Outro_Travel_4,"“I had almost forgotten what it felt like to not be imprisoned.” For once you hear the Voice not from inside your own head, but emanating from the figure in front of you. "
Quest_Campaign_041_Outro_Travel_5,"“It is quite wondrous. I am sure that before too long, I will forget the horrid feeling of powerlessness.""
"
Quest_Campaign_041_Outro_Travel_6,"“It is time to leave this realm,” the Voice says. “There is much to be remedied from my prolonged absence. But first, I must give you a proper thanks. I shall hold up my end of the bargain and bestow upon you great power and wealth.”"
Quest_Campaign_041_Outro_Travel_7,"The green light spreads forth and illuminates you, providing you with the most wonderful feeling of warmth. And then it is gone."
Quest_Campaign_041_Outro_Travel_8,"All that is left is a stone tablet in the center of the room with strange, cryptic markings you can't decipher."
Quest_Campaign_042_DESC,"Ensure the Voice can never escape and cause harm"
Quest_Campaign_042_INTRO,"You make your way to the Echo Chamber, and, before the Voice can speak another word, you raise up the scepter and channel its power. A black fog oozes from it and envelops you.

The Voice screams out once more, but there is no coherence in the sound—only pain.

The fog begins to dissipate and, for a moment, you feel relief, until you see that you are not in the Echo Chamber anymore, but some dark and hostile realm instead. "
Quest_Campaign_042_INTRO_TRAVEL_1,"You stand before the entrance of the mountain cave, scepter in hand. Once again, the Voice calls to you. “Your intentions are noble. You fear me and wish to keep me imprisoned. I understand, but what you are doing will only lead to disaster and ruin."""
Quest_Campaign_042_INTRO_TRAVEL_2,"“That scepter was not created to strengthen my prison. I created it! I used it to imprison one of my greatest foes—a being of death and hatred. I do not know what will happen when you bring that thing to my chamber, but I can guarantee you no good will come of it!”"
Quest_Campaign_042_INTRO_TRAVEL_3,"You block the Voice’s lies from your mind and venture into the cave. The passages are forked and twisting, but the scepter pulls on your arm, leading you down the proper path."
Quest_Campaign_042_LIST,"Destroy the Voice"
Quest_Campaign_042_NAME,"Realm of the Voice"
Quest_Campaign_043_DESC,"Help Hail give you the ability to breathe underwater"
Quest_Campaign_043_INTRO,"The map's not great, but is does get you to the mouth of a cave, and there is a distinct hissing emanating from within. Hail wants you to gather as many scales as you can carry, so it's time to get slaughtering. "
Quest_Campaign_043_INTRO_GH_1,"""Oh my, you think I can help you to breathe underwater? How adorable."" Hail stares at you with an exasperated look. ""I mean, who do you think I am? Where would I even begin?"" "
Quest_Campaign_043_INTRO_GH_2,"Hail turns around and begins to pace. ""You'd need drake scales, of course—something to filter the air out of the water. And if you consider the water's separate elemental properties..."" She trails off and disappears in the process."
Quest_Campaign_043_INTRO_GH_3,"You are used to her behaviour by now and wait patiently for her to return. It takes an hour. "
Quest_Campaign_043_INTRO_GH_4,"""Okay, yes, you have intrigued me. I accept your proposal. Bring me some drake scales and I'll see what I can do. I know of a drake nest on the northern border of the Dagger Forest. I'll draw you a map."""
Quest_Campaign_043_LIST,"Become able to breathe underwater"
Quest_Campaign_043_NAME,"Drake Nest"
Quest_Campaign_043_Outro_GH_1,"Hail silently takes the bloody mass of scales from you when you arrive and then disappears for a good two hours. When she returns, she holds out a handful of small, blue orbs."
Quest_Campaign_043_Outro_GH_2,"""Okay, so all you need to do is lodge one of these into your throat when you go underwater and it should filter your inhaling and exhaling into the water."""
Quest_Campaign_043_Outro_GH_3,"""It will be incredibly painful, and you'll have a beast of a time getting them back out when you get on dry land. I don't envy you at all, but it should get the job done."""
Quest_Campaign_043_Outro_GH_4,"Hail grins from ear to ear. ""I'm very happy with the result actually. Thanks for providing the interesting challenge. Now get out of my house.""  "
Quest_Campaign_044_DESC,"Ensure the neighbouring Orchid village is safe "
Quest_Campaign_044_INTRO,"Redthorn drops into silence and quietly motions you forward. He points into the trees. You don’t see anything at first, but then you pick out aberrations in the foliage—buildings well-hidden among the trees. Recognizing these, you also begin to notice figures moving around a clearing near the buildings. Horned figures. 

“Inox! I hope we are not too late!” Redthorn readies his bow and begins to creep forward. “Come, mercenaries. Help me save my people and rid the world of these savage creatures.”

You move quickly through the trees, emerging into the clearing with weapons drawn. Your arrival comes not a moment too soon, as you see a large Inox in the center of the clearing preparing to kill one of the captive Orchids."
Quest_Campaign_044_INTRO_TRAVEL_1,"Redthorn leads you from the ruined Inox slaver camp northeast into the dense forest. “The other village is not too far from here. It is well-hidden, but I fear the worst.”"
Quest_Campaign_044_INTRO_TRAVEL_2,"Even when faced with seemingly impassable walls of plant life, the Orchid quickly and effortlessly moves through the trees and opens passages for you to take as well. “The Inox and the Orchids used to live in relative harmony here. We weren’t necessarily friendly, but we left each other alone."""
Quest_Campaign_044_INTRO_TRAVEL_3,"“In more recent years, however, the Inox have become increasingly aggressive and territorial, encroaching on our land and attacking our people. Their destruction of my village is just the latest step in a long path of escalations."" "
Quest_Campaign_044_INTRO_TRAVEL_4,"""I don’t know what caused the behavior, but after watching my family die in front of me, I believe the only course of action is to exterminate the monsters before they burn down every Orchid village in the forest.”"
Quest_Campaign_044_LIST,"Follow Redthorn to the Orchid village"
Quest_Campaign_044_NAME,"Tribal Assault "
Quest_Campaign_044_SCENARIO_MODIFIER_1,"Any Mercenary adjacent to a captive Orchid may forgo a top action to free the captive, immediately removing them from the map."
Quest_Campaign_044_SCENARIO_MODIFIER_2,"For each captive freed, Redthorn adds +1 to all his Attacks."
Quest_Campaign_044_SCENARIO_MODIFIER_3,"Any Mercenary may burn one card from their hand to negate any one source of damage a captive Orchid suffers."
Quest_Campaign_045_DESC,"Destroy those who would oppose demonic rule"
Quest_Campaign_045_INTRO,"At the behest of the demon lord, you head into the Lingering Swamp to destroy the last vestiges of opposition to demonic rule.

The swamp is a horrid place, full of bugs, muck, and a general uneasiness. Surely the rebels are not intending on making a permanent base here. Without some sort of magical intervention, there’s no way they could build any structures.

And then you see the cleansing totems. A group of guards is erecting a campsite right in front of you, using the totems to purify and dry up the land around them. You figure this would be a perfect opportunity to strike the rebel force. If you can destroy all of their totems, they’ll have a difficult time making this swamp hospitable."
Quest_Campaign_045_LIST,"Crush the rebels"
Quest_Campaign_045_NAME,"Rebel Swamp"
Quest_Campaign_045_SCENARIO_MODIFIER_1,"All mercenaries start with two extra -1 attack modifiers "
Quest_Campaign_045_SCENARIO_MODIFIER_2,"If a monster starts its turn within two hexes of a totem, that monster performs “<nobr>Heal <sprite name=Heal> 2</nobr>, Self”."
Quest_Campaign_046_DESC,"Ensure the peak in the Copperneck Mountains is freed of evil"
Quest_Campaign_046_INTRO,"A sharp screeching rings out, and you crouch down squinting through the darkness. Near the peak you see many dark shapes scrabbling and writhing, as if the mountain itself is alive. Squinting further, you notice that the writhing is moving down the mountain toward you. It seems your presence has not gone unnoticed. You ready your weapons and prepare to fight your way to the peak."
Quest_Campaign_046_INTRO_TRAVEL_1,"With the ice altar destroyed, climbing the rest of the way up the mountain is thankfully uneventful. You are almost enjoying yourself, admiring the view of the entire countryside, when the view suddenly grows dark, despite it only being midday. "
Quest_Campaign_046_INTRO_TRAVEL_2,"You are very close to the peak now, and you surmise that this development has something to do with the evil presence at the summit."
Quest_Campaign_046_LIST,"Reach the mountain peak"
Quest_Campaign_046_NAME,"Nightmare Peak"
Quest_Campaign_047_DESC,"Find out why the artifact was linked to this location"
Quest_Campaign_047_INTRO,"Something old and powerful waits for you at the end of this corridor. It calls to you, inviting you to climb into its open maw, embracing the sweet release of infinity.

This is what you came to defeat, but without even seeing it, you are filled with unending hopelessness. You cannot even dream of defeating such a creature.

You shake your head and attempt to guard yourself from the negative feelings. You didn’t swallow those throat-crushing breathing spheres and swim down to the bottom of the ocean just to fail now.

You must move forward. You must destroy this threat."
