Keys,"English [en-GB]"
Scenario_Campaign_092_Room_2_3,"You will certainly admit that you did not expect such low-rent thugs to hire a Savvas to do their dirty work. That couldn’t have come cheap."
Scenario_Campaign_092_Room_2_4,"And if that wasn’t enough, you hear the sounds of whistles behind you. It looks as though the city guards have arrived to break up the party, but these debt collectors have insulted you one too many times for you to just let this go. "
Scenario_Campaign_092_Room_2_5,"This party’s not over until you say it’s over."
Scenario_Campaign_092_Success_1,"With the final thug on the ground and bleeding, you drop your weapons and raise your hands in a nonthreatening pose as more city guards arrive on the scene. "
Scenario_Campaign_092_Success_2,"The captain of the squad eyes you with disappointment."
Scenario_Campaign_092_Success_3,"“And what? I suppose they were the ones who started it and you were just defending yourself?”"
Scenario_Campaign_092_Success_4,"You open your mouth to speak when the owner of the Sleeping Lion chimes in from behind you."
Scenario_Campaign_092_Success_5,"“Aye, I saw the whole thing. Jumped they were by these foreign types. Had no choice but to put them down.”"
Scenario_Campaign_092_Success_6,"The captain’s eyes narrow to slits. “Listen, you undisciplined ruffians. I’m trying to make Gloomhaven a safe, peaceful place. I can’t have you mercenaries running around, spilling blood in the streets!"""
Scenario_Campaign_092_Success_7,"“Luckily, your friend back there is vouching for you, and your victims do indeed look like unsavory criminals, so I’m going to let you off with a warning. But if I ever catch you doing garbage like this again, so help me...”"
Scenario_Campaign_092_Success_8,"The captain trails off in a rage and then storms out of the alley, his squad close behind. The owner of the Sleeping Lion walks up and claps you on the back."
Scenario_Campaign_092_Success_9,"“Hey, I’m just happy you took the fight outside my bar this time.”"
Scenario_Campaign_093_Success_1,"The spirits seem calm and the Lurkers have retreated. You have looted what you can from the ship and are very eager to sail back to Gloomhaven to get your feet onto warm, dry land. "
Scenario_Campaign_093_Success_2,"You take one last look at the strange island and its impaled ship, then do exactly that."
Scenario_Campaign_094_Objective_1,"Kill all enemies "
Scenario_Campaign_094_Objective_2,"Loot the Ornate Chest "
Scenario_Campaign_094_Room_4_1,"With the screams of dying Vermlings at your back, you approach the final nest. Many more of the creatures stand before you, baring their teeth."
Scenario_Campaign_094_Room_4_2,"To the right of the nest, you see an orb of black glass on a crude stone pedestal. A deep crack runs through the glass, nearly splitting the orb in half, and you cannot help but feel you have seen it somewhere before."
Scenario_Campaign_094_Room_4_3,"Equally unnerving is how out of place the orbs look in these dirty surroundings. And why is it here, when all the other treasure is supposedly in the pit?  "
Scenario_Campaign_094_Room_4_4,"You shake the questions from your mind and focus on the task at hand—killing Vermlings."
Scenario_Campaign_094_Success_1,"The Vermlings and their animal allies lie dead at your feet, and you heft the cracked orb in your hand. "
Scenario_Campaign_094_Success_2,"When you first saw it, it almost projected an aura of malevolence, but now, when you look at it up close, it seems much more mundane. "
Scenario_Campaign_094_Success_3,"Not wanting to break it, you hold it against your chest and head over to the pit where all the treasure is supposedly located."
Scenario_Campaign_095_Boulder,"Boulder"
Scenario_Campaign_095_Objective_1,"Kill The Savvas Lavaflow"
Scenario_Campaign_095_Objective_2,"Loot the four keys to unlock the door"
Scenario_Campaign_095_Room_4_1,"The iron bars swing wide and before you stands the antagonistic Savvas, shrouded in flame. The demons above cheer on the spectacle, hungry for more carnage. "
Scenario_Campaign_095_Room_4_2,"“I’m so glad you could join me for the main event,” the Savvas says with a grin. “Prepare to be judged!”"
Scenario_Campaign_095_Start_1,"“And so your judgment begins!” the Savvas yells. “You have slain a demon lord, and it is up to me to prove you unworthy of such an action."" "
Scenario_Campaign_095_Start_2,"""All you need to do is find a way through these gates and best me in combat. You will then be returned to your boring, mundane world."""
Scenario_Campaign_095_Start_3,"""However, if, as I suspect, you are bested by my prison, then I will receive the honor of torturing you for the rest of your short lives!”"
Scenario_Campaign_095_Success_1,"The Savvas howls and drops to its knees. “Perhaps you are worthy,” it sneers."
Scenario_Campaign_095_Success_2,"With one swift swing of your blade, you separate its head from its shoulders and the body drops lifeless to the floor. "
Scenario_Campaign_095_Success_3,"The demons roar with a mixture of indignation and excitement as you hold the head into the air."
Scenario_Campaign_095_Success_4,"You catch a glimpse of an object falling toward you and dodge out of the way as the black glass orb smashes to the ground, shattering into thousands of pieces. "
Scenario_Campaign_095_Success_5,"As it does so, it pulses one more time. "
Scenario_Crypt_BanditArcher_DESCR_0,"You've heard rumours that this is where a group of Bandits train their Archers"
Scenario_Crypt_BanditCultist_DESCR_0,"Bandits have begun working with Cultists in the area, it needs investigating"
Scenario_Crypt_BanditCultist_DESCR_1,"Cultists are being employed by a local Bandit group, this is their base of operations"
Scenario_Crypt_BossBanditCommander_DESCR_0,"All the Bandit trails lead back here, prepare for a fight!"
Scenario_Crypt_BossBanditCommander_DESCR_1,"Here's where the Bandit Commander resides"
Scenario_Crypt_BossBanditCommander_DESCR_2,"Ill-gotten gains fill this Crypt, Bandit treasure for the taking!"
Scenario_Crypt_BossHighCultist_DESCR_0,"Demons spew forth from this pit, time to fight back!"
Scenario_Crypt_BossUndeadCommander_DESCR_0,"You have heard rumours of a being commanding the Undead, he resides here"
Scenario_Crypt_BossUndeadCommander_DESCR_1,"Undead fill the area around this tomb"
Scenario_Crypt_BossUndeadCommander_DESCR_2,"Great danger awaits here, but also, great treasure!"
Scenario_Crypt_CorpseCultist_DESCR_0,"The stench of death permeates through this area, something is not right here"
Scenario_Crypt_Demon_DESCR_0,"Strange chanting can be heard from the Crypts deep below"
Scenario_Crypt_Demon_DESCR_1,"Investigate who is summoning the Demons here, and bring them justice"
Scenario_Crypt_Demon_DESCR_2,"These Demons must be sent back to wherever they came from"
Scenario_Crypt_UndeadArcher_DESCR_0,"Archers and Cultists working together... for what ends?"
Scenario_Crypt_UndeadCultist_DESCR_0,"Cultists have desecrated this ancient tomb, be on your guard!"
Scenario_Crypt_UndeadCultist_DESCR_1,"A strange cult is the cause of the Undead in the area, clear this crypt out"
Scenario_Crypt_UndeadCultist_DESCR_2,"Cultists are raising an army of the dead, they must be stopped"
Scenario_Crypt_Undead_DESCR_0,"The stench of death permeates through this area, something is not right here"
Scenario_Crypt_Undead_DESCR_1,"The groans of the undead can be heard deep underground"
Scenario_Crypt_Undead_DESCR_2,"These tombs swarm with the undead, it is time to end their suffering"
Scenario_Crypt_Vermling_DESCR_0,"Old crypts contain ancient treasures and more recent inhabitants"
Scenario_Destroy_all_Crystal_Altars,"Destroy All Crystal Altars"
Scenario_Destroy_all_Skull_Altars,"Destroy All Skull Altars"
Scenario_Forest_BanditCamp_DESCR_0,"A local group of cutthroats are based deep in the Forest"
Scenario_Forest_BossInoxBodyguard_DESCR_0,"A camp full of Inox is situated here, expect high resistance"
Scenario_Forest_DemonImps_DESCR_0,"A blight has affected the forest"
Scenario_Forest_DemonImps_DESCR_1,"A stench pervades this area of the land"
Scenario_Forest_Denizens_DESCR_0,"Creatures of the forest dwell here"
Scenario_Forest_Denizens_DESCR_1,"Wilderness reigns here, watch your step!"
Scenario_Forest_InoxImp_DESCR_0,"Locals speak of a glade of old stones in the forest generating strong magic"
Scenario_Forest_InoxImp_DESCR_1,"Inox spellcasters have been invoking ancient powers in a nearby glade"
Scenario_Forest_Inox_DESCR_0,"An underground network of Inox Warriors are hidden out in the Forest"
Scenario_Forest_VermlingCamp_DESCR_0,"Small rat-like creatures have infested the forest"
Scenario_Forest_VermlingCamp_DESCR_1,"Feral Vermlings have made a camp here, be on your guard"
Scenario_Forest_VermlingCamp_DESCR_2,"This woodland is home to a scurrying horde"
Scenario_Forest_WoodcutterRaid_DESCR_0,"This logging camp was raided, but by whom and why?"
Scenario_Job_AnEyeForAnEye_SM1_DESC,"All Heroes start Poisoned"
Scenario_Job_Inox_Vermling_Forest_Intro_01,"It seems the attackers are arguing over the spoils. and you catch them entirely off guard."
Scenario_Job_Inox_Vermling_Forest_Intro_02,"Strike fast while they are distracted!"
Scenario_Job_Inox_Vermling_Forest_Map_Intro,"You have been contacted by a logging company, complaining that one of their camps has been raided by an Inox tribe using Vermling mercenaries. The workers have all been killed and the company wants the camp cleared of intruders, and the attackers dealt with. You head to the location of the camp, and hear the excited chatter of vermlings and the gruff responses from nearby Inox. They are not prepared for an attack."
Scenario_Job_Inox_Vermling_Forest_Outro,"The camp is safe once more, and your work here is done."
Scenario_Job_Inox_Vermling_Forest_SM1_DESC,"All Enemies start Disarmed"
Scenario_Job_MindControl_SM1_DESC,"All Heroes start Muddled"
Scenario_Job_Mysterious_Maze_Intro_01,"The room contains an array of enemies, with no rhyme or reason of how they exist together."
Scenario_Job_Mysterious_Maze_Intro_02,"This is the work of magic: these creatures should be at each others' throats, but they all exist to test your skills."
Scenario_Job_Mysterious_Maze_Intro_03,"Well, let’s kill them then!"
Scenario_Job_Mysterious_Maze_Map_Intro,"A curious letter has arrived at your headquarters, an invitation to take on the Maze of Mystery. Nothing else is included, just a location of the Maze and an explanation of the rewards. Intrigued, you head towards the location, and are greeted by an elaborate entrance to a crypt, what is inside you don’t know, but you decide to enter."
Scenario_Job_Mysterious_Maze_Outro,"The last adversary dies. The Maze has been defeated!"
Scenario_Journey_Bloodford_DESCR_0,"Bloodford is plagued by walking corpses, clear a nearby crypt of this blight"
Scenario_Relic_Loot_Objective,"Loot the Relic"
Scenario_Relic_OrbOfDawn_Win_Objective,"Kill all Sun Demons in all rooms"
Scenario_Relic_OrbOfTwilight_Win_Objective,"Kill all Night Demons in all rooms"
Scenario_Relic_RemoteSpider_Fail_Objective,"Lose if Scabwit is exhausted"
Scenario_Story_BanditCommander_Fail_Objective,"Lose if the Mindthief or Cragheart is exhausted"
Scenario_Story_BeastTyrant_Character_Fail_Objective,"Lose if the Beast Tyrant is exhausted"
Scenario_Story_Berserker_Character_Fail_Objective,"Lose if the Berserker is exhausted"
Scenario_Story_Brute_Character_Fail_Objective,"Lose if the Brute is exhausted"
Scenario_Story_Brute_Scabwit_Character_Fail_Objective,"Lose if the Brute or Scabwit is exhausted"
Scenario_Story_CaptainOfTheGuard_Fail_Objective,"Lose if the Plagueherald or the Doomstalker is exhausted"
Scenario_Story_Cragheart_Character_Fail_Objective,"Lose if the Cragheart is exhausted"
Scenario_Story_Doomstalker_Character_Fail_Objective,"Lose if the Doomstalker is exhausted"
Scenario_Story_Elementalist_Character_Fail_Objective,"Lose if the Elementalist is exhausted "
Scenario_Story_HighCultist_Fail_Objective,"Lose if the Tinkerer or Spellweaver is exhausted"
Scenario_Story_InoxBodyguard_Fail_Objective,"Lose if the Brute or Scoundrel is exhausted"
Scenario_Story_Jekserah_Fail_Objective,"Lose if the Summoner or Quartermaster is exhausted"
Scenario_Story_MercilessOverseer_Fail_Objective,"Lose if the Berserker or Sunkeeper is exhausted"
Scenario_Story_Millpond_Win_Objective,"Destroy all Ancient Artillery in all rooms"
Scenario_Story_MindControl_Win_Objective,"Kill all Forest Imps in all rooms"
Scenario_Story_Mindthief_Character_Fail_Objective,"Lose if the Mindthief is exhausted "
Scenario_Story_Nightshroud_Character_Fail_Objective,"Lose if the Nightshroud is exhausted"
Scenario_Story_Plagueherald_Character_Fail_Objective,"Lose if the Plagueherald is exhausted "
Scenario_Story_Quartermaster_3_Fail_Objective,"Lose if the Quartermaster is exhausted"
Scenario_Story_Quartermaster_Character_Fail_Objective,"Lose if the Quartermaster is exhausted"
Scenario_Story_Sawbones_Character_Fail_Objective,"Lose if the Sawbones is exhausted"
Scenario_Story_Scoundrel_Character_Fail_Objective,"Lose if the Scoundrel is exhausted "
Scenario_Story_SightlessEye_Fail_Objective,"Lose if the Beast Tyrant or Nightshroud is exhausted"
Scenario_Story_Soothsinger_3_Win_Objective,"Kill all enemies apart from the Cultist"
Scenario_Story_Soothsinger_Character_Fail_Objective,"Lose if the Soothsinger is Exhausted"
Scenario_Story_Spellweaver_Character_Fail_Objective,"Lose if the Spellweaver is exhausted "
Scenario_Story_Summoner_2_Fail_Objective,"Lose if the Summoner or Harrower Elite is exhausted."
Scenario_Story_Summoner_3_Fail_Objective,"Lose if the Summoner is exhausted."
Scenario_Story_Summoner_Character_Fail_Objective,"Lose if the Summoner is exhausted"
Scenario_Story_Sunkeeper_3_Win_Objective,"Kill both Harrower Infesters"
Scenario_Story_Sunkeeper_Character_Fail_Objective,"Lose if the Sunkeeper is exhausted"
Scenario_Story_Tinkerer_Character_Fail_Objective,"Lose if the Tinkerer is exhausted "
Scenario_Story_UndeadCommander_Fail_Objective,"Lose if the Elementalist or Soothsinger is exhausted"
Scenario_Story_WingedHorror_Win_Objective,"Kill all Enemies in All Rooms"
Scenario_Travel_Nasitra_SM1_DESC,"All Enemies start Disarmed"
Scenario_Travel_Spitepeak_Savvas_Objective,"Kill All Enemy Savvas"
Scenario_Travel_TheEnclave_Hound_Objective,"Lose if both Elite Hounds die"
SchooloftheGreatOak,"School of the Great Oak"
SchooloftheGreatOak_DESCR,"The School is build around a huge oak tree, with various rooms and platforms built off its branches. Monks and healers are trained here, and sent to temples such as the one in Gloomhaven to help tend the sick and needy."
Scoundrel,"Scoundrel"
Scoundrel_ADVENTURE_DESCRIPTION,"Scoundrels are self-serving and opportunistic. They believe that everything is theirs and will do anything to make sure it becomes so.
She excels at high damage melee attacks, identifying lone targets and also gaining bonuses from working close to her team mates. She is a loner however, so don't expect her to help other party members apart from killing their attackers."
Scoundrel_DESCRIPTION,"Scoundrels are self-serving and opportunistic. They believe that everything is theirs and will do anything to make sure it becomes so."
Scoundrel_DIFFICULTY,"Low"
Scoundrel_ROLE,"Melee Damage"
Scoundrel_SKIN_ALT,"Nightcrawler"
Scoundrel_STRENGTHS,"- <indent=%15>High mobility</indent>
- <indent=%15>Potential for high melee Damage</indent>
- <indent=%15>Can afflict enemies with Poison</indent>"
Scoundrel_WEAKNESSES,"- <indent=%15>Little in the way of effects that assist teammates</indent>
- <indent=%15>Few defensive abilities and low health</indent>
- <indent=%15>Will try and take ALL the gold</indent>"
ScreechingDepths,"Screeching Depths"
ScurvyBay,"Scurvy Bay"
ScurvyBay_DESCR,"Some villages are generally best avoided, and this could be said of Scurvy Bay. Frequented by pirates and blackguards, the White Oak authorities don't venture this far south. Watch your step."
Self,"Self"
Shaderest,"Shaderest"
Shaderest_DESCR,"An small campsite in an ancient ruined city. Catch your breath, and move on: who knows what evil lingers here?"
ShadowWolf,"Shadow Wolf"
ShadowfieldManor,"Shadowfield Manor"
ShadowfieldManor_DESCR,"This ancient manor house is hidden amongst a dense concentration of petrified trees, almost invisible to passers by. There are rumours of parties throughout the night, and strange chanting in the early mornings. Best not stay here too long."
Shield,"Shield"
ShimmeringShallows,"Shimmering Shallows"
ShimmeringShallows_DESCR,"The water near the coast appears to shimmer, as if piles of jewels lie below the surface. Many an unwary fool has been dragged down by strong currents, and dashed upon the glowing coral below."
ShuffleModifierDeck,"Shuffle Attack Modifiers"
SicklyBog,"Sickly Bog"
SiegeCannon,"Siege Cannon"
SightlessEye,"The Sightless Eye"
Silverwick,"Silverwick"
Silverwick_DESCR,"Silverwick was the primary base of operations for the Watcher Mountains Mining Consortium. After the war ended, the price of ore fell, and the consortium went bankrupt."
Skeleton,"Skeleton"
Sleep,"SLEEP"
SleepShort,"SLEEP"
SlimeSpirit,"Slime Spirit"
Song,"Song"
Song_DiscardReminder,"When another <color=#EBB0AA>Song</color> <sprite name=Song> is played, discard this card."
Song_XPText,"Gain <size=130%><voffset=-2><sprite name=XP1></voffset></size> at the beginning of each of your turns."
Soothsinger,"Soothsinger"
Soothsinger_ADVENTURE_DESCRIPTION,"Quatryls are not only master Engineers, but their impressive manual dexterity allows them to also become excellent Bards. These ""Soothsingers"" are able to empower their allies to great feats and bring their enemies low with a single strum of their lute. Their Song system works in a similar way to the Mindthief's Augments, and she is especially powerful in larger parties, but has low damage output. "
Soothsinger_DIFFICULTY,"High"
Soothsinger_ROLE,"Ranged Support"
Soothsinger_STRENGTHS,"- <indent=%15>Wide range of powerful buffs</indent>
- <indent=%15>Varied selection of lower half abilities</indent>
- <indent=%15>Effective at crowd control</indent>"
Soothsinger_WEAKNESSES,"- <indent=%15>Poor damage dealer</indent>
- <indent=%15>Weaker in smaller parties</indent>
- <indent=%15>Dubious fashion sense</indent>"
SouthShield,"South Shield"
SouthShield_DESCR,"The Southernmost village in the area, South Shield is the stopping off point for hardened adventurers heading south into the unknown lands. Items are rare, but not cheap."
Spanish,"Spanish"
Spellweaver,"Spellweaver"
Spellweaver_ADVENTURE_DESCRIPTION,"Spellweavers are Orchid sages able to draw forth powerful natural forces and craft them into concentrated attacks.
They are great at dealing out damage at range, but due to their low health are pretty fragile, so keep them out of combat. The Spellweaver's most important ability is Reviving Ether, allowing her to Burn more cards than other characters and recover them in an adventure, but be careful not to use it too early."
Spellweaver_DESCRIPTION,"Spellweavers are Orchid sages able to draw forth powerful natural forces and craft them into concentrated attacks."
Spellweaver_DIFFICULTY,"High"
Spellweaver_ROLE,"Ranged Damage"
Spellweaver_SKIN_ALT,"Crystal Archivist"
Spellweaver_STRENGTHS,"- <indent=%15>Good ranged damage dealing</indent>
- <indent=%15>Can recover Burned cards with Reviving Ether</indent>
- <indent=%15>Access to decent early ranged summon</indent>"
Spellweaver_WEAKNESSES,"- <indent=%15>Low health, can die very fast</indent> 
- <indent=%15>Requires complex Ability management for new Players</indent>
- <indent=%15>Crystal skin makes it difficult to find a good tailor</indent>"
SpiritBanner,"Spirit Banner"
Spitepeak,"Spitepeak"
Spitepeak_DESCR,"The smell of sulphur lingers here and faint rumbles are heard deep underground. Atop this precarious mountain lives an ancient Orchid Mage, researching the behaviour of the land itself."
SpittingCobra,"Spitting Cobra"
SpittingDrake,"Spitting Drake"
SpittingDrakeElite,"Spitting Drake Elite"
StaybrightFort,"Staybright Fort"
StaybrightFort_DESCR,"This bustling Fort guards the Keyport bay and the river route up to White Oak. It also collects a heavy tax from sea traders, and ensures there is a wide array of fairly costly military hardware for purchase."
SteelConstruct,"Steel Construct"
StoneGolem,"Stone Golem"
StoneGolemElite,"Stone Golem Elite"
Stopflying,"Cannot Fly"
Strengthen,"STRENGTHEN"
StrengthenShort,"STRENGTHEN"
Stun,"STUN"
StunMine,"Trap"
StunShort,"STUN"
Suffer_2Damage,"Suffer 2 damage."
Suffer_3Damage,"Suffer 3 damage."
Summerwell,"Summerwell"
Summon,"Summon"
Summoner,"Summoner"
Summoner_ADVENTURE_DESCRIPTION,"With the proper concentration, an Aesther Summoner can pull anything she wishes across the planar boundaries. With infinite planes comes infinite possibilities. Such efforts can be incredibly taxing, however, and a Summoner finds it much easier to transport living things or raw energy."
Summoner_DIFFICULTY,"Medium"
Summoner_ROLE,"Summoner/Support"
Summoner_STRENGTHS,"- <indent=%15>Wide array of creatures to summon</indent>
- <indent=%15>Support abilities for all allies</indent>
- <indent=%15>Reasonable ranged abilities</indent>"
Summoner_WEAKNESSES,"- <indent=%15>Low damage dealing capacity</indent>
- <indent=%15>Too many active summons can leave too few cards</indent>
- <indent=%15>Expensive to make all the art for in a computer game!</indent>"
SummonsAltar,"Summoning Altar"
SunDemon,"Sun Demon"
SunDemonElite,"Sun Demon Elite"
Sunkeeper,"Sunkeeper"
Sunkeeper_ADVENTURE_DESCRIPTION,"Sunkeepers have been trained to tap into long-dormant demonic powers and harness them for the purpose of righteousness. The Sunkeeper has an assortment of Healing, Buffing and Card Recovery abilities and is a capable Melee fighter in her own right. She works best in the role of a Paladin, aiding the main damage dealers in combat while keeping them alive."
Sunkeeper_DIFFICULTY,"Low"
Sunkeeper_ROLE,"Melee Tank/Support"
Sunkeeper_STRENGTHS,"- <indent=%15>Array of buff, heal and recovery options</indent>
- <indent=%15>Competent melee combatant</indent>
- <indent=%15>Uses Light to enhance her abilities</indent>"
Sunkeeper_WEAKNESSES,"- <indent=%15>Can struggle against groups of smaller enemies</indent>
- <indent=%15>Weaker with fewer allies</indent>
- <indent=%15>Rather self-righteous a lot of the time</indent>"
SwampLizard,"Swamp Lizard"
Swap,"Swap"
Sweetwater,"Sweetwater"
SwordLodge,"Sword Lodge"
TEXTURE_QUALITY_RENDER_EIGHTHEN,"Eighthen"
TEXTURE_QUALITY_RENDER_FULL,"Full"
TEXTURE_QUALITY_RENDER_HALF,"Half"
TEXTURE_QUALITY_RENDER_QUARTER,"Quarter"
THE AVENGERS,"The Avengers"
THE GREY THORNS,"The Grey Thorns"
THE IRON FELLOWSHIP,"The Iron Fellowship"
TREASURE_CHEST_TOOLTIP,"Treasure Chest"
TUTORIAL_2_HELP_004,"Select Trample"
TUTORIAL_2_HELP_005,"Select Grab and Go"
TUTORIAL_2_HELP_006,"Click End Selection to continue"
TUTORIAL_2_HELP_007,"Select the bottom half of Grab and Go"
TUTORIAL_2_HELP_008,"Select the highlighted doorway hex"
TUTORIAL_2_HELP_009,"Click the Open Door button to confirm the move"
TUTORIAL_2_HELP_010,"Hover over the Bandit's portrait in the Initiative Tracker at the top of the screen"
TUTORIAL_2_HELP_011_1,"Select the highlighted hex next to the Bandit"
TUTORIAL_2_HELP_011_2,"Click the Confirm Movement button to continue"
TUTORIAL_2_HELP_012,"Select the top half of Trample"
TUTORIAL_2_HELP_013,"Select the Bandit Guard as the target for the attack"
TUTORIAL_2_HELP_014,"Click the Confirm Targets button to attack!"
TUTORIAL_2_HELP_015,"Click End Turn to continue"
TUTORIAL_2_HELP_016,"Select Receive Damage"
TUTORIAL_2_HELP_018_1,"Click the Short Rest button"
TUTORIAL_2_HELP_018_2,"Click Yes to continue"
TUTORIAL_2_HELP_020,"Select Provoking Roar"
TUTORIAL_2_HELP_021_1,"Select Trample"
TUTORIAL_2_HELP_021_2,"Click End Selection to continue"
TUTORIAL_2_HELP_023_1,"Select the top half of Trample"
TUTORIAL_2_HELP_023_2,"Select the Bandit Guard as the target for the attack"
TUTORIAL_2_HELP_023_3,"Click the Confirm Targets button to confirm the attack"
TUTORIAL_2_HELP_024_1,"Click the Default Move button on Provoking Roar"
TUTORIAL_2_HELP_024_2,"Select the highlighted hex containing the Gold Pile"
TUTORIAL_2_HELP_024_3,"Click the Confirm Movement button to continue"
TUTORIAL_2_HELP_024_4,"Skip the remaining movement"
TUTORIAL_2_HELP_024_5,"Click End Turn to continue"
TUTORIAL_2_TEXT_001,"Welcome, guildmaster! I'm the Guild <b>Trainer</b>, and I'm here to guide you through setting up your own mercenary Guild. Let's start with you guiding the <color=#a06e4b><b>Brute</b></color> through this first tutorial."
TUTORIAL_2_TEXT_002_1,"Before we get to the action, you’ll want to acquaint yourself with how to adjust your view of the battlefield, so let’s go over the camera controls."
TUTORIAL_2_TEXT_002_2,"<align=center><b>W A S D</b><color=#CCCCCC> - Pan camera</color>
<line-height=20%>
<line-height=100%><b>Q E</b><color=#CCCCCC> - Rotate camera left/right</color>
<line-height=20%>
<line-height=100%><b>+/- or Mousewheel Up/Down</b><color=#CCCCCC> - Zoom camera in/out

You can also rotate the camera by dragging your mouse with the middle mouse button held.</color></align>

</color>Try them out now and press Continue when you're ready to move on."
TUTORIAL_2_TEXT_003,"In <b>Gloomhaven</b>, you control a party of mercenaries, each equipped with a deck of <color=#FADC99><b>Ability Cards</b></color>. These cards are how your mercenaries will explore dungeons, fight enemies and loot treasure.

At the beginning of each round, the first thing to do is to select two cards for each mercenary to use on their turn."
TUTORIAL_2_TEXT_004,"In this tutorial, the <color=#a06e4b><b>Brute</b></color> has just three cards at his disposal, as you can see highlighted on the left: <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>, <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr> and <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Provoking Roar</color></font></b></nobr>.

<nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Provoking Roar</color></font></b></nobr> is greyed out to indicate that it is currently discarded (for the sake of the tutorial), so for now let's just select the two cards the <color=#a06e4b><b>Brute</b></color> has available."
TUTORIAL_2_TEXT_005,"See how the '<b>?</b>' next to the <color=#a06e4b><b>Brute</b></color>'s portrait at the top of the screen has changed into a number? This shows his <color=#FADC99><b>initiative</b></color>. 

The number next to the first card you select determines the character's <color=#FADC99><b>initiative</b></color> for the round. The lower the number, the earlier in the round the character will act."
TUTORIAL_2_TEXT_006,"Since there are no other characters visible right now, it will immediately be the <color=#a06e4b><b>Brute</b></color>'s turn anyhow."
TUTORIAL_2_TEXT_007_1,"Now it is the <color=#a06e4b><b>Brute</b></color>'s turn, time to choose some <color=#FADC99><b>actions</b></color>. Each half of a card represents an <color=#FADC99><b>action</b></color>, comprised of one or more <color=#FADC99><b>abilities</b></color>."
TUTORIAL_2_TEXT_007_2,"You get to use two <color=#FADC99><b>actions</b></color> per turn, and you can pick any of the four card halves on the left to use as your first <color=#FADC99><b>action</b></color> – but note that you must then use the opposite side of the other card for your second."
TUTORIAL_2_TEXT_007_3,"For example, here you can choose either the top half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr> and the bottom half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>..."
TUTORIAL_2_TEXT_007_4,"...or the bottom half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b></nobr> and the top half of <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr>."
TUTORIAL_2_TEXT_007_5,"There's nothing for the <color=#a06e4b><b>Brute</b></color> to do in this room, so you'll want to proceed through the door to see what lies beyond with a <color=#FADC99><b>Move</b></color> ability. 

<nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b>'s</nobr> bottom half lets the <color=#a06e4b><b>Brute</b></color> move four hexes, which is enough to get through the door. Let's use that!"
TUTORIAL_2_TEXT_010,"This room contains your first enemy, a <color=#C53F3F><b>Bandit Guard</b></color>! Like player characters, monsters also select actions for their turn - let's find out what this <color=#C53F3F><b>Bandit</b></color> is planning to do this round by hovering over his portrait."
TUTORIAL_2_TEXT_011_1,"Whilst hovered, you can see the <color=#C53F3F><b>Bandit</b></color>'s intentions this round: he plans to <color=#FADC99><b>Move</b></color> and <color=#FADC99><b>Attack</b></color>!

Whereas player characters get two <color=#FADC99><b>actions</b></color> per turn, monsters only get one – albeit often with multiple <color=#FADC99><b>abilities</b></color> within."
TUTORIAL_2_TEXT_011_2,"Notice how this <color=#C53F3F><b>Bandit</b></color> has a lower <color=#FADC99><b>initiative</b></color> than the <color=#a06e4b><b>Brute</b></color>, and would have acted before the <color=#a06e4b><b>Brute</b></color> this round had he been visible. 

As it is currently the <color=#a06e4b><b>Brute</b></color>’s turn however, you'll get to finish his turn before the <color=#C53F3F><b>Bandit</b></color> can act."
TUTORIAL_2_TEXT_011_3,"Let's get the <color=#a06e4b><b>Brute</b></color> close enough to use the <color=#FADC99><b>Attack</b></color> on <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Trample</color></font></b>'s</nobr> top half as the second <color=#FADC99><b>action</b></color> for the turn!"
TUTORIAL_2_TEXT_012,"Now that you've finished using <nobr><b><font=""MarcellusAlt SDF""><color=#f5e3b0>Grab and Go</color></font></b></nobr> for the turn, it is <color=#FADC99><b>discarded</b></color> and no longer usable until you return it to hand via resting – more on that later.

For now, time to <color=#FADC99><b>Attack</b></color>!"
TUTORIAL_2_TEXT_015_1,"Whenever you <color=#FADC99><b>Attack</b></color>, an <color=#FADC99><b>attack modifier</b></color> is drawn from your character's modifier deck and that value is applied to your <color=#FADC99><b>Attack</b></color>.

In this case you can see above the <color=#C53F3F><b>Bandit Guard</b></color> that a <b><color=#FFA414>+0</color></b> modifier was drawn, so your <color=#FADC99><b>Attack</b></color> still just deals its base value of <b>3</b> damage."
TUTORIAL_2_TEXT_015_2,"For this tutorial, we will only have <b><color=#FFA414>+0</color></b> modifiers in effect to keep things simple. We'll explore the other <color=#FADC99><b>attack modifiers</b></color> later!"
